,ds,yhat_lower,yhat_upper,yhat
0,1960-01-01,-435.462761869736,83.71161439340494,-181.53825462487828
1,1961-01-01,-404.69249315270685,115.52699143541638,-146.6343581764358
2,1962-01-01,-384.7213101026231,105.28972506491316,-144.1901678051899
3,1963-01-01,-394.9204526875407,90.50271974185415,-142.68117119543223
4,1964-01-01,-405.05157981658766,110.57254620948333,-142.09723484804198
5,1965-01-01,-350.8414857393735,158.96196334819004,-107.1933384053719
6,1966-01-01,-343.4937675586314,142.07359384764752,-104.74914803987714
7,1967-01-01,-383.53666548192246,150.93587562515071,-103.24015142956159
8,1968-01-01,-366.4704413191761,132.36194721653914,-102.65621508161604
9,1969-01-01,-299.20047173840914,197.02145669102947,-67.75231863474156
10,1970-01-01,-305.1112699957529,188.95700731654102,-65.30812826182404
11,1971-01-01,-318.35151185295814,193.46137354622613,-63.79913164668799
12,1972-01-01,-308.03847806274746,188.96437391528812,-63.2151952942786
13,1973-01-01,-269.0737859349507,226.60359185005998,-28.311298844547593
14,1974-01-01,-286.6483510535609,220.646343361964,-25.867108474855826
15,1975-01-01,-281.2022103820085,230.31556737489763,-24.358111862961906
16,1976-01-01,-254.97906650725147,227.27468881117056,-23.774175516879197
17,1977-01-01,-233.58997400017986,278.9631142436091,11.129720926503808
18,1978-01-01,-224.15630824907674,280.4850530884938,13.57391129178697
19,1979-01-01,-236.81112266746516,254.55773514607023,15.08290789926069
20,1980-01-01,-233.2078263531378,263.56080337465846,15.666844246019622
21,1981-01-01,-209.6339086462994,312.11877695922857,50.570740690092805
22,1982-01-01,-203.4797294427173,292.8541729391862,53.014931062562496
23,1983-01-01,-201.43226578176416,303.6851044123927,54.52392767723386
24,1984-01-01,-177.54384883684565,309.9150652010836,55.10786403626096
25,1985-01-01,-154.8519149973734,332.86505316314924,90.0117605003212
26,1986-01-01,-180.6234181764754,343.4224374120648,92.45595088716985
27,1987-01-01,-154.9040943310937,348.63380507031593,93.96494751476385
28,1988-01-01,-160.04257507003416,333.3351432320065,94.5488838799761
29,1989-01-01,-115.75377486412185,380.34885277079167,129.4528591076614
30,1990-01-01,-111.40354432917982,378.86700935385613,131.89712804289871
31,1991-01-01,-127.82604931943416,394.9496201999365,133.40620322529816
32,1992-01-01,-128.6111189904093,393.49907969666253,133.9902181453457
33,1993-01-01,-76.3069839195031,417.64580394919983,168.89419382659426
34,1994-01-01,-77.66001394911973,428.86491887582383,171.33846321415427
35,1995-01-01,-93.85553356279841,414.10373530440813,172.84753886586213
36,1996-01-01,-71.6127454384692,435.9024524643591,173.43155425518512
37,1997-01-01,-37.95866123558269,469.62693922554047,208.33588534345697
38,1998-01-01,-50.61805018929281,455.9263337424249,210.78050916697885
39,1999-01-01,-28.292023105153508,485.3534404079534,212.28993924995376
40,2000-01-01,-55.17399575548869,447.7614376920578,212.87448178894263
41,2001-01-01,-20.504382501273913,484.0394153605214,247.77898608619603
42,2002-01-01,23.819064609155152,488.04073240259055,250.22378268682587
43,2003-01-01,9.687822239680695,506.81653182526065,251.73338552967112
44,2004-01-01,14.91267582312809,528.6188500799271,252.3179281124334
45,2005-01-01,27.743293192885577,554.2220231205529,287.2224324533579
46,2006-01-01,49.455214086673614,556.2878642869448,289.66722905633026
47,2007-01-01,26.140034212658783,528.7140885376537,291.17683190149756
48,2008-01-01,39.79468569717259,552.4777443101153,291.76137448816394
49,2009-01-01,74.46692333877206,587.6738725650446,326.66587883311126
50,2010-01-01,99.02808819396861,571.3620642646563,329.1106754399259
51,2011-01-01,106.73543262239812,579.9900842390828,330.62027828894134
52,2012-01-01,75.04432553857532,573.3028333432723,331.20482087562584
53,2013-01-01,112.16242876952356,623.4366731951077,366.109325220565
54,2014-01-01,109.18734107277456,606.1094919694698,368.5541218273554
55,2015-01-01,108.1426092137974,615.3788789956185,370.0637246764005
56,2016-01-01,102.09023558905163,611.1086608588572,370.64826726308365
57,2017-01-01,152.62649622620796,669.1356495728402,405.55277160802666
58,2018-01-01,148.03044716246123,642.8465311847422,407.9975682148412
59,2019-01-01,169.41648314714513,676.6207125733861,409.50717106385054
60,2020-01-01,171.2599959625581,681.5334252299,410.0917136505587
61,2021-01-01,189.01654583690117,707.9469458924996,444.99621799547515
62,2022-01-01,202.87483507188625,697.1336800220759,447.4410146022901
63,2023-01-01,206.19199742629834,703.5018968890151,448.9506174513296
64,2024-01-01,202.65919908095873,715.9077512404579,449.5351600379881
65,2025-01-01,236.25407823740008,749.8317843331884,484.4396643829417
66,2026-01-01,234.10346516361045,715.2260541972064,486.8844609897424
67,2027-01-01,235.28984631670218,747.3745086596061,488.3940638387579
68,2028-01-01,253.44778925375877,752.7274786265101,488.9786064254823
69,2029-01-01,271.4461049590927,795.0846537625421,523.8831107703908
70,2030-01-01,284.9926406328861,769.7175011191785,526.3279073772549
