,ds,yhat_lower,yhat_upper,yhat
0,1960-01-01,43.666172112460494,150.2935897051475,99.60879100793703
1,1961-01-01,67.74408161153661,180.84042951597985,122.4849412406337
2,1962-01-01,111.30320484062129,221.79524954294774,167.9382417730629
3,1963-01-01,157.10929908374965,269.8511714403049,211.7865884905777
4,1964-01-01,197.18339767208263,309.21041377270905,254.00614790850867
5,1965-01-01,218.2251420751053,327.5873523686335,276.88229808471806
6,1966-01-01,267.5374113107081,378.99137284300576,322.3355985608182
7,1967-01-01,311.85634121603204,421.90736894534655,366.18592236377646
8,1968-01-01,353.0066267733826,466.8666262571365,408.40745886715706
9,1969-01-01,374.4154413135377,488.3423814010459,431.30933200875137
10,1970-01-01,423.2637674427772,531.6839173630937,476.8019381935117
11,1971-01-01,464.58014956758876,577.1152047846781,520.6895906750065
12,1972-01-01,509.6350482739544,617.358414537234,562.9784998704422
13,1973-01-01,533.5540773782143,642.5325632431012,585.9241897680844
14,1974-01-01,577.9206320463742,685.6895773473173,631.470788800058
15,1975-01-01,619.6488772416808,731.8536964221461,675.4124341287801
16,1976-01-01,660.2755769590327,769.3249481742989,717.7653302129173
17,1977-01-01,684.6732914091127,796.4900271347494,740.7751823058079
18,1978-01-01,738.5674695539602,843.1542951508407,786.3700219700881
19,1979-01-01,770.115754119589,886.5216982120784,830.3599079311263
20,1980-01-01,816.277312608644,928.7979984428055,872.7210996469254
21,1981-01-01,839.5008865531752,950.9179600587197,895.7392700992322
22,1982-01-01,883.2966982602994,997.2532845183334,941.3342028292163
23,1983-01-01,932.0908276023868,1040.9301375848743,985.3241818559719
24,1984-01-01,975.1424230876395,1081.8118542644738,1027.6853735889372
25,1985-01-01,992.5847973575508,1107.9248569704278,1050.703544041438
26,1986-01-01,1043.2629060987997,1147.624115905002,1096.2984767602543
27,1987-01-01,1085.6195849779697,1196.8506376762793,1140.2934816076381
28,1988-01-01,1119.8296725665016,1239.7449195818278,1182.6596991554036
29,1989-01-01,1149.3248680136926,1261.974306675941,1205.6960158885793
30,1990-01-01,1196.7742392764185,1307.423332631007,1251.3090453081395
31,1991-01-01,1240.6520939648174,1355.076484595694,1295.3206393347928
32,1992-01-01,1282.6084130508282,1393.1300304308493,1337.7034460618647
33,1993-01-01,1318.3252402903313,1431.831783444393,1372.6575177454524
34,1994-01-01,1378.0016252925275,1484.3071023618181,1430.1557399433366
35,1995-01-01,1433.492277755605,1539.990401719292,1486.0529188153216
36,1996-01-01,1488.4154559349577,1595.9664820868124,1540.3213103878336
37,1997-01-01,1519.8453763614684,1629.2849617201632,1575.2943286187153
38,1998-01-01,1575.5721173624477,1691.096287625881,1632.8114455974403
39,1999-01-01,1632.5026686187794,1741.6927072286455,1688.7236090985486
40,2000-01-01,1685.7933130719612,1801.2439342606342,1743.0069850642908
41,2001-01-01,1721.9654645734838,1830.982580922175,1777.9800032848584
42,2002-01-01,1781.7923586487918,1892.932850429255,1835.4971201797139
43,2003-01-01,1833.9125567778976,1948.7035126823532,1891.409283371225
44,2004-01-01,1891.3566956273655,1998.9280415135377,1945.6799213178901
45,2005-01-01,1925.9163780341903,2037.3803096374331,1980.6401666209445
46,2006-01-01,1947.524454345546,2060.46729271278,2004.1282881660743
47,2007-01-01,1969.3194493146464,2082.905484132175,2026.0114560081547
48,2008-01-01,1990.2566657627542,2102.3087554069484,2046.2293602585637
49,2009-01-01,1993.1908869785705,2101.3016448235658,2047.0435767044285
50,2010-01-01,2014.129288006835,2124.630509440548,2070.495221957721
51,2011-01-01,2037.3508187203897,2144.1750722891024,2092.3419135076942
52,2012-01-01,2054.1650725980217,2170.667662926268,2112.5598177581564
53,2013-01-01,2057.8555061850584,2170.2451986483015,2113.374034204012
54,2014-01-01,2082.6824471613845,2194.3121220436974,2136.8256794574054
55,2015-01-01,2106.595493133782,2219.583661974493,2158.67237100737
56,2016-01-01,2125.7834058686317,2235.3541231153526,2178.890275257746
57,2017-01-01,2126.4790792503977,2234.4555768610476,2179.7044917036915
58,2018-01-01,2146.987446404249,2257.5053797578303,2203.1561369569836
59,2019-01-01,2169.2326573399127,2282.2117603604524,2225.002828507135
60,2020-01-01,2191.610009382018,2303.8218510416905,2245.2207327573574
61,2021-01-01,2188.008221582248,2302.384912588641,2246.0349492034006
62,2022-01-01,2213.718865508654,2323.2734589076917,2269.4865944566322
63,2023-01-01,2233.0641921979864,2344.280288872281,2291.333286006618
64,2024-01-01,2256.4801679514335,2367.1266580789843,2311.5511902571266
65,2025-01-01,2252.656355985999,2367.3820314700365,2312.3654067028633
66,2026-01-01,2278.157663470098,2393.403604616804,2335.8170519562964
67,2027-01-01,2293.1979048962953,2417.214694895913,2357.6637435064067
68,2028-01-01,2318.2633724806733,2441.3052816556615,2377.881647756656
69,2029-01-01,2310.577831197208,2441.3477369098196,2378.695864202663
70,2030-01-01,2330.4397615021644,2472.4152771764166,2402.147509455828
