LOCATION,TIME,"Death rate, crude (per 1,000 people)"
GEO,2009,12.992
GEO,2010,13.088
GEO,2011,13.146
GEO,2012,13.168
GEO,2013,13.158
GEO,2014,13.121
GEO,2015,13.062
GEO,2016,12.992
GEO,2017,12.918
GEO,2018,12.849
GEO,2019,0
GEO,2020,0
DEU,1960,12
DEU,1961,11.6
DEU,1962,11.9
DEU,1963,12
DEU,1964,11.6
DEU,1965,12
DEU,1966,11.9
DEU,1967,11.9
DEU,1968,12.6
DEU,1969,12.7
DEU,1970,12.5
DEU,1971,12.3
DEU,1972,12.3
DEU,1973,12.2
DEU,1974,12.1
DEU,1975,12.6
DEU,1976,12.3
DEU,1977,11.9
DEU,1978,12.2
DEU,1979,12.1
DEU,1980,12.2
DEU,1981,12.2
DEU,1982,12
DEU,1983,12
DEU,1984,11.8
DEU,1985,12
DEU,1986,11.9
DEU,1987,11.6
DEU,1988,11.5
DEU,1989,11.5
DEU,1990,11.6
DEU,1991,11.4
DEU,1992,11
DEU,1993,11.1
DEU,1994,10.9
DEU,1995,10.8
DEU,1996,10.8
DEU,1997,10.5
DEU,1998,10.4
DEU,1999,10.3
DEU,2000,10.2
DEU,2001,10.1
DEU,2002,10.2
DEU,2003,10.3
DEU,2004,9.9
DEU,2005,10.1
DEU,2006,10
DEU,2007,10.1
DEU,2008,10.3
DEU,2009,10.4
DEU,2010,10.5
DEU,2011,10.6
DEU,2012,10.8
DEU,2013,11.1
DEU,2014,10.7
DEU,2015,11.3
DEU,2016,11.1
DEU,2017,11.3
DEU,2018,11.5
DEU,2019,0
DEU,2020,0
GHA,1960,18.464
GHA,1961,18.19
GHA,1962,17.928
GHA,1963,17.674
GHA,1964,17.426
GHA,1965,17.181
GHA,1966,16.94
GHA,1967,16.701
GHA,1968,16.465
GHA,1969,16.229
GHA,1970,15.992
GHA,1971,15.752
GHA,1972,15.508
GHA,1973,15.26
GHA,1974,15.012
GHA,1975,14.766
GHA,1976,14.529
GHA,1977,14.304
GHA,1978,14.092
GHA,1979,13.889
GHA,1980,13.691
GHA,1981,13.49
GHA,1982,13.279
GHA,1983,13.051
GHA,1984,12.805
GHA,1985,12.534
GHA,1986,12.234
GHA,1987,11.91
GHA,1988,11.575
GHA,1989,11.241
GHA,1990,10.933
GHA,1991,10.676
GHA,1992,10.486
GHA,1993,10.368
GHA,1994,10.319
GHA,1995,10.325
GHA,1996,10.369
GHA,1997,10.421
GHA,1998,10.454
GHA,1999,10.453
GHA,2000,10.402
GHA,2001,10.292
GHA,2002,10.131
GHA,2003,9.93
GHA,2004,9.698
GHA,2005,9.446
GHA,2006,9.192
GHA,2007,8.947
GHA,2008,8.724
GHA,2009,8.528
GHA,2010,8.359
GHA,2011,8.211
GHA,2012,8.072
GHA,2013,7.935
GHA,2014,7.798
GHA,2015,7.663
GHA,2016,7.533
GHA,2017,7.414
GHA,2018,7.309
GHA,2019,0
GHA,2020,0
GIB,1960,0
GIB,1961,0
GIB,1962,0
GIB,1963,0
GIB,1964,0
GIB,1965,0
GIB,1966,0
GIB,1967,0
GIB,1968,0
GIB,1969,0
GIB,1970,0
GIB,1971,0
GIB,1972,0
GIB,1973,0
GIB,1974,0
GIB,1975,0
GIB,1976,0
GIB,1977,0
GIB,1978,0
GIB,1979,0
GIB,1980,0
GIB,1981,0
GIB,1982,0
GIB,1983,0
GIB,1984,0
GIB,1985,0
GIB,1986,0
GIB,1987,0
GIB,1988,0
GIB,1989,0
GIB,1990,0
GIB,1991,0
GIB,1992,0
GIB,1993,0
GIB,1994,0
GIB,1995,0
GIB,1996,0
GIB,1997,0
GIB,1998,0
GIB,1999,0
GIB,2000,0
GIB,2001,0
GIB,2002,0
GIB,2003,0
GIB,2004,0
GIB,2005,0
GIB,2006,0
GIB,2007,0
GIB,2008,0
GIB,2009,0
GIB,2010,0
GIB,2011,0
GIB,2012,0
GIB,2013,0
GIB,2014,0
GIB,2015,0
GIB,2016,0
GIB,2017,0
GIB,2018,0
GIB,2019,0
GIB,2020,0
GRC,1960,7.3
GRC,1961,7.6
GRC,1962,7.9
GRC,1963,7.9
GRC,1964,8.2
GRC,1965,7.9
GRC,1966,7.9
GRC,1967,8.3
GRC,1968,8.4
GRC,1969,8.2
GRC,1970,8.4
GRC,1971,8.4
GRC,1972,8.6
GRC,1973,8.7
GRC,1974,8.5
GRC,1975,8.9
GRC,1976,8.9
GRC,1977,9
GRC,1978,8.7
GRC,1979,8.6
GRC,1980,9.1
GRC,1981,8.9
GRC,1982,8.8
GRC,1983,9.2
GRC,1984,8.9
GRC,1985,9.4
GRC,1986,9.2
GRC,1987,9.6
GRC,1988,9.2
GRC,1989,9.2
GRC,1990,9.2
GRC,1991,9.3
GRC,1992,9.4
GRC,1993,9.3
GRC,1994,9.3
GRC,1995,9.5
GRC,1996,9.5
GRC,1997,9.4
GRC,1998,9.6
GRC,1999,9.6
GRC,2000,9.7
GRC,2001,9.4
GRC,2002,9.5
GRC,2003,9.7
GRC,2004,9.6
GRC,2005,9.6
GRC,2006,9.6
GRC,2007,9.9
GRC,2008,9.7
GRC,2009,9.8
GRC,2010,9.8
GRC,2011,10
GRC,2012,10.6
GRC,2013,10.2
GRC,2014,10.4
GRC,2015,11.2
GRC,2016,11
GRC,2017,11.6
GRC,2018,11.2
GRC,2019,0
GRC,2020,0
GRL,1960,0
GRL,1961,0
GRL,1962,0
GRL,1963,0
GRL,1964,0
GRL,1965,0
GRL,1966,0
GRL,1967,0
GRL,1968,0
GRL,1969,0
GRL,1970,0
GRL,1971,0
GRL,1972,0
GRL,1973,0
GRL,1974,0
GRL,1975,0
GRL,1976,0
GRL,1977,7.6
GRL,1978,6.3
GRL,1979,7.9
GRL,1980,7.6
GRL,1981,7.5
GRL,1982,7.9
GRL,1983,8.3
GRL,1984,8.3
GRL,1985,8.2
GRL,1986,8.3
GRL,1987,8.2
GRL,1988,7.9
GRL,1989,8.2
GRL,1990,8.4
GRL,1991,8.3
GRL,1992,8
GRL,1993,7.8
GRL,1994,8
GRL,1995,8.6
GRL,1996,7.9
GRL,1997,8.8
GRL,1998,8.1
GRL,1999,8.5
GRL,2000,8
GRL,2001,8.3
GRL,2002,7.9
GRL,2003,7.2
GRL,2004,8.4
GRL,2005,8.2
GRL,2006,7.8
GRL,2007,8
GRL,2008,7.6
GRL,2009,7.8
GRL,2010,9
GRL,2011,8.4
GRL,2012,8
GRL,2013,7.9
GRL,2014,8.2
GRL,2015,8.4
GRL,2016,8.7
GRL,2017,8.9
GRL,2018,8.7
GRL,2019,0
GRL,2020,0
GRD,1960,11.065
GRD,1961,10.73
GRD,1962,10.386
GRD,1963,10.04
GRD,1964,9.699
GRD,1965,9.375
GRD,1966,9.081
GRD,1967,8.822
GRD,1968,8.605
GRD,1969,8.433
GRD,1970,8.311
GRD,1971,8.237
GRD,1972,8.203
GRD,1973,8.2
GRD,1974,8.217
GRD,1975,8.245
GRD,1976,8.273
GRD,1977,8.295
GRD,1978,8.304
GRD,1979,8.298
GRD,1980,8.274
GRD,1981,8.235
GRD,1982,8.188
GRD,1983,8.139
GRD,1984,8.091
GRD,1985,8.05
GRD,1986,8.02
GRD,1987,8.002
GRD,1988,7.991
GRD,1989,7.984
GRD,1990,7.968
GRD,1991,7.929
GRD,1992,7.858
GRD,1993,7.756
GRD,1994,7.626
GRD,1995,7.484
GRD,1996,7.346
GRD,1997,7.233
GRD,1998,7.159
GRD,1999,7.129
GRD,2000,7.143
GRD,2001,7.192
GRD,2002,7.262
GRD,2003,7.343
GRD,2004,7.435
GRD,2005,7.544
GRD,2006,7.684
GRD,2007,7.863
GRD,2008,8.079
GRD,2009,8.325
GRD,2010,8.585
GRD,2011,8.838
GRD,2012,9.065
GRD,2013,9.252
GRD,2014,9.393
GRD,2015,9.487
GRD,2016,9.538
GRD,2017,9.563
GRD,2018,9.576
GRD,2019,0
GRD,2020,0
GUM,1960,8.019
GUM,1961,7.812
GUM,1962,7.587
GUM,1963,7.344
GUM,1964,7.088
GUM,1965,6.825
GUM,1966,6.563
GUM,1967,6.31
GUM,1968,6.075
GUM,1969,5.863
GUM,1970,5.679
GUM,1971,5.526
GUM,1972,5.4
GUM,1973,5.297
GUM,1974,5.212
GUM,1975,5.144
GUM,1976,5.086
GUM,1977,5.034
GUM,1978,4.987
GUM,1979,4.94
GUM,1980,4.895
GUM,1981,4.852
GUM,1982,4.816
GUM,1983,4.787
GUM,1984,4.765
GUM,1985,4.75
GUM,1986,4.739
GUM,1987,4.732
GUM,1988,4.726
GUM,1989,4.719
GUM,1990,4.709
GUM,1991,4.692
GUM,1992,4.671
GUM,1993,4.644
GUM,1994,4.615
GUM,1995,4.585
GUM,1996,4.56
GUM,1997,4.541
GUM,1998,4.532
GUM,1999,4.534
GUM,2000,4.544
GUM,2001,4.562
GUM,2002,4.584
GUM,2003,4.607
GUM,2004,4.631
GUM,2005,4.658
GUM,2006,4.688
GUM,2007,4.724
GUM,2008,4.766
GUM,2009,4.814
GUM,2010,4.864
GUM,2011,4.915
GUM,2012,4.963
GUM,2013,5.007
GUM,2014,5.047
GUM,2015,5.085
GUM,2016,5.123
GUM,2017,5.166
GUM,2018,5.216
GUM,2019,0
GUM,2020,0
GTM,1960,18.695
GTM,1961,18.237
GTM,1962,17.783
GTM,1963,17.335
GTM,1964,16.896
GTM,1965,16.466
GTM,1966,16.044
GTM,1967,15.631
GTM,1968,15.227
GTM,1969,14.833
GTM,1970,14.453
GTM,1971,14.094
GTM,1972,13.756
GTM,1973,13.44
GTM,1974,13.144
GTM,1975,12.863
GTM,1976,12.593
GTM,1977,12.328
GTM,1978,12.061
GTM,1979,11.789
GTM,1980,11.507
GTM,1981,11.212
GTM,1982,10.907
GTM,1983,10.596
GTM,1984,10.28
GTM,1985,9.964
GTM,1986,9.654
GTM,1987,9.355
GTM,1988,9.069
GTM,1989,8.797
GTM,1990,8.538
GTM,1991,8.287
GTM,1992,8.038
GTM,1993,7.79
GTM,1994,7.542
GTM,1995,7.297
GTM,1996,7.058
GTM,1997,6.828
GTM,1998,6.614
GTM,1999,6.415
GTM,2000,6.235
GTM,2001,6.075
GTM,2002,5.933
GTM,2003,5.807
GTM,2004,5.694
GTM,2005,5.592
GTM,2006,5.497
GTM,2007,5.407
GTM,2008,5.319
GTM,2009,5.233
GTM,2010,5.15
GTM,2011,5.07
GTM,2012,4.996
GTM,2013,4.932
GTM,2014,4.876
GTM,2015,4.829
GTM,2016,4.791
GTM,2017,4.762
GTM,2018,4.738
GTM,2019,0
GTM,2020,0
GIN,1960,29.661
GIN,1961,29.277
GIN,1962,28.925
GIN,1963,28.606
GIN,1964,28.316
GIN,1965,28.055
GIN,1966,27.819
GIN,1967,27.6
GIN,1968,27.388
GIN,1969,27.174
GIN,1970,26.949
GIN,1971,26.706
GIN,1972,26.441
GIN,1973,26.151
GIN,1974,25.834
GIN,1975,25.489
GIN,1976,25.121
GIN,1977,24.733
GIN,1978,24.328
GIN,1979,23.902
GIN,1980,23.444
GIN,1981,22.94
GIN,1982,22.385
GIN,1983,21.78
GIN,1984,21.135
GIN,1985,20.464
GIN,1986,19.784
GIN,1987,19.117
GIN,1988,18.484
GIN,1989,17.9
GIN,1990,17.384
GIN,1991,16.944
GIN,1992,16.576
GIN,1993,16.274
GIN,1994,16.03
GIN,1995,15.847
GIN,1996,15.725
GIN,1997,15.648
GIN,1998,15.595
GIN,1999,15.54
GIN,2000,15.443
GIN,2001,15.262
GIN,2002,14.98
GIN,2003,14.591
GIN,2004,14.104
GIN,2005,13.545
GIN,2006,12.954
GIN,2007,12.379
GIN,2008,11.854
GIN,2009,11.395
GIN,2010,11.002
GIN,2011,10.657
GIN,2012,10.331
GIN,2013,10.003
GIN,2014,9.67
GIN,2015,9.337
GIN,2016,9.013
GIN,2017,8.715
GIN,2018,8.452
GIN,2019,0
GIN,2020,0
GNB,1960,25.761
GNB,1961,25.481
GNB,1962,25.198
GNB,1963,24.913
GNB,1964,24.63
GNB,1965,24.353
GNB,1966,24.09
GNB,1967,23.844
GNB,1968,23.617
GNB,1969,23.41
GNB,1970,23.222
GNB,1971,23.048
GNB,1972,22.883
GNB,1973,22.722
GNB,1974,22.56
GNB,1975,22.395
GNB,1976,22.229
GNB,1977,22.061
GNB,1978,21.891
GNB,1979,21.713
GNB,1980,21.524
GNB,1981,21.318
GNB,1982,21.091
GNB,1983,20.842
GNB,1984,20.569
GNB,1985,20.274
GNB,1986,19.957
GNB,1987,19.625
GNB,1988,19.281
GNB,1989,18.929
GNB,1990,18.572
GNB,1991,18.213
GNB,1992,17.852
GNB,1993,17.49
GNB,1994,17.13
GNB,1995,16.772
GNB,1996,16.417
GNB,1997,16.065
GNB,1998,15.717
GNB,1999,15.371
GNB,2000,15.031
GNB,2001,14.698
GNB,2002,14.371
GNB,2003,14.05
GNB,2004,13.734
GNB,2005,13.417
GNB,2006,13.095
GNB,2007,12.765
GNB,2008,12.427
GNB,2009,12.084
GNB,2010,11.741
GNB,2011,11.404
GNB,2012,11.082
GNB,2013,10.779
GNB,2014,10.499
GNB,2015,10.244
GNB,2016,10.014
GNB,2017,9.805
GNB,2018,9.612
GNB,2019,0
GNB,2020,0
GUY,1960,10.066
GUY,1961,9.877
GUY,1962,9.696
GUY,1963,9.528
GUY,1964,9.375
GUY,1965,9.239
GUY,1966,9.121
GUY,1967,9.018
GUY,1968,8.927
GUY,1969,8.846
GUY,1970,8.774
GUY,1971,8.705
GUY,1972,8.639
GUY,1973,8.576
GUY,1974,8.515
GUY,1975,8.462
GUY,1976,8.421
GUY,1977,8.396
GUY,1978,8.388
GUY,1979,8.396
GUY,1980,8.415
GUY,1981,8.442
GUY,1982,8.469
GUY,1983,8.489
GUY,1984,8.5
GUY,1985,8.496
GUY,1986,8.477
GUY,1987,8.443
GUY,1988,8.4
GUY,1989,8.347
GUY,1990,8.289
GUY,1991,8.232
GUY,1992,8.179
GUY,1993,8.13
GUY,1994,8.086
GUY,1995,8.041
GUY,1996,7.987
GUY,1997,7.92
GUY,1998,7.837
GUY,1999,7.741
GUY,2000,7.638
GUY,2001,7.536
GUY,2002,7.445
GUY,2003,7.371
GUY,2004,7.317
GUY,2005,7.279
GUY,2006,7.251
GUY,2007,7.226
GUY,2008,7.199
GUY,2009,7.171
GUY,2010,7.143
GUY,2011,7.123
GUY,2012,7.117
GUY,2013,7.13
GUY,2014,7.162
GUY,2015,7.213
GUY,2016,7.283
GUY,2017,7.365
GUY,2018,7.456
GUY,2019,0
GUY,2020,0
HTI,1960,22.612
HTI,1961,22.236
HTI,1962,21.862
HTI,1963,21.482
HTI,1964,21.09
HTI,1965,20.685
HTI,1966,20.27
HTI,1967,19.854
HTI,1968,19.445
HTI,1969,19.045
HTI,1970,18.657
HTI,1971,18.277
HTI,1972,17.907
HTI,1973,17.548
HTI,1974,17.203
HTI,1975,16.885
HTI,1976,16.606
HTI,1977,16.371
HTI,1978,16.176
HTI,1979,16.015
HTI,1980,15.872
HTI,1981,15.726
HTI,1982,15.559
HTI,1983,15.359
HTI,1984,15.122
HTI,1985,14.848
HTI,1986,14.547
HTI,1987,14.235
HTI,1988,13.927
HTI,1989,13.631
HTI,1990,13.35
HTI,1991,13.084
HTI,1992,12.83
HTI,1993,12.586
HTI,1994,12.352
HTI,1995,12.132
HTI,1996,11.93
HTI,1997,11.746
HTI,1998,11.578
HTI,1999,11.425
HTI,2000,11.279
HTI,2001,11.134
HTI,2002,10.983
HTI,2003,10.823
HTI,2004,10.652
HTI,2005,10.474
HTI,2006,10.292
HTI,2007,10.113
HTI,2008,9.943
HTI,2009,9.782
HTI,2010,9.629
HTI,2011,9.48
HTI,2012,9.333
HTI,2013,9.185
HTI,2014,9.037
HTI,2015,8.893
HTI,2016,8.759
HTI,2017,8.638
HTI,2018,8.534
HTI,2019,0
HTI,2020,0
HND,1960,19.928
HND,1961,19.312
HND,1962,18.724
HND,1963,18.168
HND,1964,17.645
HND,1965,17.155
HND,1966,16.692
HND,1967,16.248
HND,1968,15.813
HND,1969,15.381
HND,1970,14.946
HND,1971,14.503
HND,1972,14.052
HND,1973,13.594
HND,1974,13.129
HND,1975,12.656
HND,1976,12.179
HND,1977,11.701
HND,1978,11.227
HND,1979,10.76
HND,1980,10.301
HND,1981,9.847
HND,1982,9.399
HND,1983,8.961
HND,1984,8.537
HND,1985,8.136
HND,1986,7.768
HND,1987,7.438
HND,1988,7.149
HND,1989,6.898
HND,1990,6.684
HND,1991,6.498
HND,1992,6.331
HND,1993,6.176
HND,1994,6.026
HND,1995,5.879
HND,1996,5.735
HND,1997,5.598
HND,1998,5.469
HND,1999,5.35
HND,2000,5.239
HND,2001,5.136
HND,2002,5.043
HND,2003,4.957
HND,2004,4.879
HND,2005,4.808
HND,2006,4.742
HND,2007,4.682
HND,2008,4.628
HND,2009,4.578
HND,2010,4.534
HND,2011,4.497
HND,2012,4.468
HND,2013,4.446
HND,2014,4.431
HND,2015,4.424
HND,2016,4.423
HND,2017,4.428
HND,2018,4.437
HND,2019,0
HND,2020,0
HKG,1960,5.966
HKG,1961,6.1
HKG,1962,6.3
HKG,1963,5.9
HKG,1964,5.3
HKG,1965,5
HKG,1966,5.3
HKG,1967,5.4
HKG,1968,5.1
HKG,1969,5
HKG,1970,5.1
HKG,1971,5
HKG,1972,5.2
HKG,1973,5
HKG,1974,5
HKG,1975,4.8
HKG,1976,5
HKG,1977,5.1
HKG,1978,5.1
HKG,1979,5.2
HKG,1980,5
HKG,1981,4.8
HKG,1982,4.8
HKG,1983,5
HKG,1984,4.7
HKG,1985,4.6
HKG,1986,4.7
HKG,1987,4.8
HKG,1988,4.9
HKG,1989,5.1
HKG,1990,5.2
HKG,1991,5
HKG,1992,5.3
HKG,1993,5.2
HKG,1994,5
HKG,1995,5.1
HKG,1996,5
HKG,1997,4.9
HKG,1998,5
HKG,1999,5
HKG,2000,5.1
HKG,2001,5
HKG,2002,5.1
HKG,2003,5.5
HKG,2004,5.4
HKG,2005,5.7
HKG,2006,5.5
HKG,2007,5.7
HKG,2008,6
HKG,2009,5.9
HKG,2010,6
HKG,2011,6
HKG,2012,6.1
HKG,2013,6
HKG,2014,6.2
HKG,2015,6.3
HKG,2016,6.4
HKG,2017,6.3
HKG,2018,6.4
HKG,2019,0
HKG,2020,0
HUN,1960,10.2
HUN,1961,9.6
HUN,1962,10.8
HUN,1963,9.9
HUN,1964,10
HUN,1965,10.7
HUN,1966,10
HUN,1967,10.7
HUN,1968,11.2
HUN,1969,11.3
HUN,1970,11.6
HUN,1971,11.9
HUN,1972,11.4
HUN,1973,11.8
HUN,1974,12
HUN,1975,12.4
HUN,1976,12.5
HUN,1977,12.4
HUN,1978,13.1
HUN,1979,12.8
HUN,1980,13.6
HUN,1981,13.5
HUN,1982,13.5
HUN,1983,13.9
HUN,1984,13.8
HUN,1985,13.9
HUN,1986,13.8
HUN,1987,13.4
HUN,1988,13.2
HUN,1989,13.8
HUN,1990,14
HUN,1991,14
HUN,1992,14.3
HUN,1993,14.5
HUN,1994,14.2
HUN,1995,14.1
HUN,1996,13.9
HUN,1997,13.5
HUN,1998,13.7
HUN,1999,14
HUN,2000,13.3
HUN,2001,13
HUN,2002,13.1
HUN,2003,13.4
HUN,2004,13.1
HUN,2005,13.5
HUN,2006,13.1
HUN,2007,13.2
HUN,2008,13
HUN,2009,13
HUN,2010,13
HUN,2011,12.9
HUN,2012,13
HUN,2013,12.8
HUN,2014,12.8
HUN,2015,13.4
HUN,2016,13
HUN,2017,13.5
HUN,2018,13.4
HUN,2019,0
HUN,2020,0
ISL,1960,6.6
ISL,1961,7
ISL,1962,6.8
ISL,1963,7.2
ISL,1964,7
ISL,1965,6.7
ISL,1966,7.1
ISL,1967,7
ISL,1968,6.9
ISL,1969,7.1
ISL,1970,7.1
ISL,1971,7.3
ISL,1972,6.9
ISL,1973,7
ISL,1974,7
ISL,1975,6.5
ISL,1976,6.1
ISL,1977,6.5
ISL,1978,6.4
ISL,1979,6.6
ISL,1980,6.8
ISL,1981,7.2
ISL,1982,6.8
ISL,1983,7
ISL,1984,6.6
ISL,1985,6.8
ISL,1986,6.6
ISL,1987,7
ISL,1988,7.3
ISL,1989,6.8
ISL,1990,6.7
ISL,1991,7
ISL,1992,6.6
ISL,1993,6.6
ISL,1994,6.5
ISL,1995,7.2
ISL,1996,7
ISL,1997,6.8
ISL,1998,6.6
ISL,1999,6.9
ISL,2000,6.5
ISL,2001,6.1
ISL,2002,6.3
ISL,2003,6.3
ISL,2004,6.2
ISL,2005,6.2
ISL,2006,6.3
ISL,2007,6.2
ISL,2008,6.3
ISL,2009,6.3
ISL,2010,6.4
ISL,2011,6.2
ISL,2012,6.1
ISL,2013,6.7
ISL,2014,6.3
ISL,2015,6.6
ISL,2016,6.9
ISL,2017,6.5
ISL,2018,6.4
ISL,2019,0
ISL,2020,0
IND,1960,22.184
IND,1961,21.652
IND,1962,21.126
IND,1963,20.608
IND,1964,20.096
IND,1965,19.591
IND,1966,19.093
IND,1967,18.603
IND,1968,18.122
IND,1969,17.65
IND,1970,17.187
IND,1971,16.73
IND,1972,16.28
IND,1973,15.838
IND,1974,15.408
IND,1975,14.994
IND,1976,14.601
IND,1977,14.233
IND,1978,13.892
IND,1979,13.577
IND,1980,13.29
IND,1981,13.027
IND,1982,12.786
IND,1983,12.558
IND,1984,12.337
IND,1985,12.117
IND,1986,11.888
IND,1987,11.649
IND,1988,11.398
IND,1989,11.135
IND,1990,10.864
IND,1991,10.588
IND,1992,10.316
IND,1993,10.055
IND,1994,9.808
IND,1995,9.579
IND,1996,9.37
IND,1997,9.179
IND,1998,9.003
IND,1999,8.841
IND,2000,8.692
IND,2001,8.555
IND,2002,8.427
IND,2003,8.306
IND,2004,8.189
IND,2005,8.074
IND,2006,7.958
IND,2007,7.839
IND,2008,7.72
IND,2009,7.602
IND,2010,7.492
IND,2011,7.393
IND,2012,7.312
IND,2013,7.251
IND,2014,7.212
IND,2015,7.194
IND,2016,7.195
IND,2017,7.21
IND,2018,7.234
IND,2019,0
IND,2020,0
IDN,1960,19.177
IDN,1961,18.671
IDN,1962,18.166
IDN,1963,17.666
IDN,1964,17.172
IDN,1965,16.684
IDN,1966,16.201
IDN,1967,15.721
IDN,1968,15.244
IDN,1969,14.772
IDN,1970,14.308
IDN,1971,13.857
IDN,1972,13.422
IDN,1973,13.005
IDN,1974,12.608
IDN,1975,12.231
IDN,1976,11.874
IDN,1977,11.533
IDN,1978,11.206
IDN,1979,10.893
IDN,1980,10.592
IDN,1981,10.305
IDN,1982,10.032
IDN,1983,9.773
IDN,1984,9.528
IDN,1985,9.298
IDN,1986,9.08
IDN,1987,8.876
IDN,1988,8.685
IDN,1989,8.506
IDN,1990,8.339
IDN,1991,8.182
IDN,1992,8.035
IDN,1993,7.899
IDN,1994,7.776
IDN,1995,7.67
IDN,1996,7.587
IDN,1997,7.531
IDN,1998,7.498
IDN,1999,7.483
IDN,2000,7.475
IDN,2001,7.461
IDN,2002,7.432
IDN,2003,7.38
IDN,2004,7.303
IDN,2005,7.203
IDN,2006,7.087
IDN,2007,6.965
IDN,2008,6.849
IDN,2009,6.744
IDN,2010,6.653
IDN,2011,6.579
IDN,2012,6.518
IDN,2013,6.471
IDN,2014,6.437
IDN,2015,6.419
IDN,2016,6.418
IDN,2017,6.433
IDN,2018,6.465
IDN,2019,0
IDN,2020,0
IRN,1960,21.933
IRN,1961,21.275
IRN,1962,20.627
IRN,1963,19.99
IRN,1964,19.366
IRN,1965,18.752
IRN,1966,18.146
IRN,1967,17.544
IRN,1968,16.942
IRN,1969,16.341
IRN,1970,15.732
IRN,1971,15.102
IRN,1972,14.454
IRN,1973,13.809
IRN,1974,13.19
IRN,1975,12.664
IRN,1976,12.308
IRN,1977,12.151
IRN,1978,12.186
IRN,1979,12.373
IRN,1980,12.622
IRN,1981,12.811
IRN,1982,12.837
IRN,1983,12.631
IRN,1984,12.175
IRN,1985,11.484
IRN,1986,10.616
IRN,1987,9.678
IRN,1988,8.765
IRN,1989,7.928
IRN,1990,7.211
IRN,1991,6.633
IRN,1992,6.176
IRN,1993,5.818
IRN,1994,5.554
IRN,1995,5.373
IRN,1996,5.259
IRN,1997,5.19
IRN,1998,5.144
IRN,1999,5.109
IRN,2000,5.077
IRN,2001,5.049
IRN,2002,5.033
IRN,2003,5.03
IRN,2004,5.035
IRN,2005,5.041
IRN,2006,5.039
IRN,2007,5.025
IRN,2008,4.996
IRN,2009,4.955
IRN,2010,4.905
IRN,2011,4.857
IRN,2012,4.82
IRN,2013,4.799
IRN,2014,4.795
IRN,2015,4.805
IRN,2016,4.821
IRN,2017,4.835
IRN,2018,4.843
IRN,2019,0
IRN,2020,0
IRQ,1960,17.534
IRQ,1961,16.761
IRQ,1962,16.061
IRQ,1963,15.41
IRQ,1964,14.792
IRQ,1965,14.199
IRQ,1966,13.63
IRQ,1967,13.097
IRQ,1968,12.604
IRQ,1969,12.15
IRQ,1970,11.724
IRQ,1971,11.315
IRQ,1972,10.919
IRQ,1973,10.541
IRQ,1974,10.188
IRQ,1975,9.892
IRQ,1976,9.691
IRQ,1977,9.603
IRQ,1978,9.622
IRQ,1979,9.726
IRQ,1980,9.86
IRQ,1981,9.959
IRQ,1982,9.966
IRQ,1983,9.845
IRQ,1984,9.588
IRQ,1985,9.209
IRQ,1986,8.746
IRQ,1987,8.261
IRQ,1988,7.804
IRQ,1989,7.4
IRQ,1990,7.063
IRQ,1991,6.79
IRQ,1992,6.561
IRQ,1993,6.359
IRQ,1994,6.183
IRQ,1995,6.03
IRQ,1996,5.902
IRQ,1997,5.798
IRQ,1998,5.719
IRQ,1999,5.662
IRQ,2000,5.627
IRQ,2001,5.616
IRQ,2002,5.627
IRQ,2003,5.653
IRQ,2004,5.686
IRQ,2005,5.716
IRQ,2006,5.728
IRQ,2007,5.716
IRQ,2008,5.677
IRQ,2009,5.608
IRQ,2010,5.514
IRQ,2011,5.401
IRQ,2012,5.281
IRQ,2013,5.164
IRQ,2014,5.057
IRQ,2015,4.965
IRQ,2016,4.889
IRQ,2017,4.826
IRQ,2018,4.776
IRQ,2019,0
IRQ,2020,0
IRL,1960,11.5
IRL,1961,12.3
IRL,1962,11.9
IRL,1963,11.8
IRL,1964,11.4
IRL,1965,11.5
IRL,1966,12.2
IRL,1967,10.8
IRL,1968,11.4
IRL,1969,11.5
IRL,1970,11.4
IRL,1971,10.7
IRL,1972,11.3
IRL,1973,11.1
IRL,1974,11.1
IRL,1975,10.4
IRL,1976,10.5
IRL,1977,10.2
IRL,1978,10.2
IRL,1979,10
IRL,1980,9.8
IRL,1981,9.5
IRL,1982,9.3
IRL,1983,9.4
IRL,1984,9.1
IRL,1985,9.4
IRL,1986,9.5
IRL,1987,8.9
IRL,1988,9
IRL,1989,9.1
IRL,1990,8.9
IRL,1991,8.9
IRL,1992,8.7
IRL,1993,9
IRL,1994,8.6
IRL,1995,8.9
IRL,1996,8.7
IRL,1997,8.6
IRL,1998,8.5
IRL,1999,8.7
IRL,2000,8.2
IRL,2001,7.8
IRL,2002,7.5
IRL,2003,7.3
IRL,2004,7
IRL,2005,6.8
IRL,2006,6.7
IRL,2007,6.4
IRL,2008,6.3
IRL,2009,6.3
IRL,2010,6.1
IRL,2011,6.2
IRL,2012,6.3
IRL,2013,6.4
IRL,2014,6.3
IRL,2015,6.4
IRL,2016,6.4
IRL,2017,6.3
IRL,2018,6.4
IRL,2019,0
IRL,2020,0
IMN,1960,16.7
IMN,1961,17.8
IMN,1962,16.5
IMN,1963,17.7
IMN,1964,16.1
IMN,1965,17.7
IMN,1966,16.7
IMN,1967,17.3
IMN,1968,17.4
IMN,1969,18.2
IMN,1970,18.3
IMN,1971,16.4
IMN,1972,18.8
IMN,1973,16.4
IMN,1974,18.6
