LOCATION,TIME,"Death rate, crude (per 1,000 people)"
MAR,1988,7.926
MAR,1989,7.64
MAR,1990,7.393
MAR,1991,7.187
MAR,1992,7.018
MAR,1993,6.881
MAR,1994,6.769
MAR,1995,6.678
MAR,1996,6.604
MAR,1997,6.54
MAR,1998,6.48
MAR,1999,6.417
MAR,2000,6.341
MAR,2001,6.246
MAR,2002,6.13
MAR,2003,5.998
MAR,2004,5.852
MAR,2005,5.701
MAR,2006,5.559
MAR,2007,5.436
MAR,2008,5.339
MAR,2009,5.269
MAR,2010,5.225
MAR,2011,5.199
MAR,2012,5.181
MAR,2013,5.163
MAR,2014,5.142
MAR,2015,5.118
MAR,2016,5.093
MAR,2017,5.072
MAR,2018,5.06
MAR,2019,0
MAR,2020,0
MOZ,1960,24.27
MOZ,1961,23.97
MOZ,1962,23.741
MOZ,1963,23.584
MOZ,1964,23.491
MOZ,1965,23.445
MOZ,1966,23.426
MOZ,1967,23.411
MOZ,1968,23.378
MOZ,1969,23.313
MOZ,1970,23.205
MOZ,1971,23.046
MOZ,1972,22.849
MOZ,1973,22.625
MOZ,1974,22.387
MOZ,1975,22.152
MOZ,1976,21.942
MOZ,1977,21.768
MOZ,1978,21.638
MOZ,1979,21.55
MOZ,1980,21.493
MOZ,1981,21.453
MOZ,1982,21.407
MOZ,1983,21.335
MOZ,1984,21.228
MOZ,1985,21.08
MOZ,1986,20.89
MOZ,1987,20.666
MOZ,1988,20.418
MOZ,1989,20.149
MOZ,1990,19.863
MOZ,1991,19.564
MOZ,1992,19.256
MOZ,1993,18.94
MOZ,1994,18.618
MOZ,1995,18.288
MOZ,1996,17.947
MOZ,1997,17.592
MOZ,1998,17.223
MOZ,1999,16.843
MOZ,2000,16.462
MOZ,2001,16.09
MOZ,2002,15.734
MOZ,2003,15.396
MOZ,2004,15.072
MOZ,2005,14.755
MOZ,2006,14.436
MOZ,2007,14.099
MOZ,2008,13.735
MOZ,2009,13.336
MOZ,2010,12.89
MOZ,2011,12.387
MOZ,2012,11.832
MOZ,2013,11.24
MOZ,2014,10.628
MOZ,2015,10.025
MOZ,2016,9.463
MOZ,2017,8.964
MOZ,2018,8.544
MOZ,2019,0
MOZ,2020,0
MMR,1960,21.953
MMR,1961,21.413
MMR,1962,20.864
MMR,1963,20.294
MMR,1964,19.7
MMR,1965,19.091
MMR,1966,18.488
MMR,1967,17.918
MMR,1968,17.398
MMR,1969,16.934
MMR,1970,16.526
MMR,1971,16.166
MMR,1972,15.837
MMR,1973,15.524
MMR,1974,15.221
MMR,1975,14.922
MMR,1976,14.628
MMR,1977,14.34
MMR,1978,14.06
MMR,1979,13.786
MMR,1980,13.514
MMR,1981,13.24
MMR,1982,12.963
MMR,1983,12.684
MMR,1984,12.405
MMR,1985,12.131
MMR,1986,11.868
MMR,1987,11.621
MMR,1988,11.394
MMR,1989,11.19
MMR,1990,11.008
MMR,1991,10.847
MMR,1992,10.702
MMR,1993,10.57
MMR,1994,10.447
MMR,1995,10.332
MMR,1996,10.225
MMR,1997,10.126
MMR,1998,10.034
MMR,1999,9.947
MMR,2000,9.864
MMR,2001,9.783
MMR,2002,9.703
MMR,2003,9.622
MMR,2004,9.538
MMR,2005,9.447
MMR,2006,9.347
MMR,2007,9.236
MMR,2008,9.116
MMR,2009,8.989
MMR,2010,8.858
MMR,2011,8.726
MMR,2012,8.598
MMR,2013,8.48
MMR,2014,8.377
MMR,2015,8.295
MMR,2016,8.238
MMR,2017,8.206
MMR,2018,8.199
MMR,2019,0
MMR,2020,0
NAM,1960,18.925
NAM,1961,18.362
NAM,1962,17.819
NAM,1963,17.3
NAM,1964,16.809
NAM,1965,16.352
NAM,1966,15.932
NAM,1967,15.546
NAM,1968,15.191
NAM,1969,14.859
NAM,1970,14.537
NAM,1971,14.213
NAM,1972,13.876
NAM,1973,13.523
NAM,1974,13.156
NAM,1975,12.786
NAM,1976,12.431
NAM,1977,12.106
NAM,1978,11.817
NAM,1979,11.564
NAM,1980,11.333
NAM,1981,11.102
NAM,1982,10.853
NAM,1983,10.576
NAM,1984,10.272
NAM,1985,9.943
NAM,1986,9.598
NAM,1987,9.259
NAM,1988,8.954
NAM,1989,8.705
NAM,1990,8.546
NAM,1991,8.507
NAM,1992,8.597
NAM,1993,8.816
NAM,1994,9.156
NAM,1995,9.614
NAM,1996,10.175
NAM,1997,10.806
NAM,1998,11.461
NAM,1999,12.102
NAM,2000,12.685
NAM,2001,13.18
NAM,2002,13.566
NAM,2003,13.826
NAM,2004,13.943
NAM,2005,13.89
NAM,2006,13.647
NAM,2007,13.234
NAM,2008,12.687
NAM,2009,12.039
NAM,2010,11.342
NAM,2011,10.652
NAM,2012,10.012
NAM,2013,9.458
NAM,2014,9.009
NAM,2015,8.669
NAM,2016,8.423
NAM,2017,8.23
NAM,2018,8.057
NAM,2019,0
NAM,2020,0
NRU,1960,0
NRU,1961,0
NRU,1962,0
NRU,1963,0
NRU,1964,0
NRU,1965,0
NRU,1966,0
NRU,1967,0
NRU,1968,0
NRU,1969,0
NRU,1970,0
NRU,1971,0
NRU,1972,0
NRU,1973,0
NRU,1974,0
NRU,1975,0
NRU,1976,0
NRU,1977,0
NRU,1978,0
NRU,1979,0
NRU,1980,0
NRU,1981,0
NRU,1982,0
NRU,1983,0
NRU,1984,0
NRU,1985,0
NRU,1986,0
NRU,1987,0
NRU,1988,0
NRU,1989,0
NRU,1990,0
NRU,1991,0
NRU,1992,0
NRU,1993,0
NRU,1994,0
NRU,1995,0
NRU,1996,0
NRU,1997,0
NRU,1998,0
NRU,1999,0
NRU,2000,0
NRU,2001,0
NRU,2002,0
NRU,2003,0
NRU,2004,0
NRU,2005,0
NRU,2006,0
NRU,2007,0
NRU,2008,0
NRU,2009,0
NRU,2010,0
NRU,2011,0
NRU,2012,0
NRU,2013,0
NRU,2014,0
NRU,2015,0
NRU,2016,0
NRU,2017,0
NRU,2018,0
NRU,2019,0
NRU,2020,0
NPL,1960,27.248
NPL,1961,26.856
NPL,1962,26.414
NPL,1963,25.933
NPL,1964,25.422
NPL,1965,24.896
NPL,1966,24.364
NPL,1967,23.834
NPL,1968,23.314
NPL,1969,22.809
NPL,1970,22.327
NPL,1971,21.869
NPL,1972,21.431
NPL,1973,21.005
NPL,1974,20.587
NPL,1975,20.173
NPL,1976,19.756
NPL,1977,19.331
NPL,1978,18.893
NPL,1979,18.441
NPL,1980,17.973
NPL,1981,17.491
NPL,1982,16.999
NPL,1983,16.499
NPL,1984,15.995
NPL,1985,15.484
NPL,1986,14.966
NPL,1987,14.439
NPL,1988,13.906
NPL,1989,13.371
NPL,1990,12.839
NPL,1991,12.314
NPL,1992,11.803
NPL,1993,11.309
NPL,1994,10.838
NPL,1995,10.391
NPL,1996,9.969
NPL,1997,9.57
NPL,1998,9.194
NPL,1999,8.843
NPL,2000,8.518
NPL,2001,8.225
NPL,2002,7.963
NPL,2003,7.733
NPL,2004,7.534
NPL,2005,7.363
NPL,2006,7.218
NPL,2007,7.095
NPL,2008,6.989
NPL,2009,6.897
NPL,2010,6.815
NPL,2011,6.74
NPL,2012,6.672
NPL,2013,6.611
NPL,2014,6.555
NPL,2015,6.502
NPL,2016,6.451
NPL,2017,6.404
NPL,2018,6.361
NPL,2019,0
NPL,2020,0
NLD,1960,7.6
NLD,1961,7.6
NLD,1962,7.9
NLD,1963,8
NLD,1964,7.7
NLD,1965,8
NLD,1966,8.1
NLD,1967,7.9
NLD,1968,8.2
NLD,1969,8.4
NLD,1970,8.4
NLD,1971,8.4
NLD,1972,8.5
NLD,1973,8.2
NLD,1974,8.1
NLD,1975,8.3
NLD,1976,8.3
NLD,1977,7.9
NLD,1978,8.2
NLD,1979,8
NLD,1980,8.1
NLD,1981,8.1
NLD,1982,8.2
NLD,1983,8.2
NLD,1984,8.3
NLD,1985,8.5
NLD,1986,8.6
NLD,1987,8.3
NLD,1988,8.4
NLD,1989,8.7
NLD,1990,8.6
NLD,1991,8.6
NLD,1992,8.6
NLD,1993,9
NLD,1994,8.7
NLD,1995,8.8
NLD,1996,8.9
NLD,1997,8.7
NLD,1998,8.8
NLD,1999,8.9
NLD,2000,8.8
NLD,2001,8.7
NLD,2002,8.8
NLD,2003,8.7
NLD,2004,8.4
NLD,2005,8.4
NLD,2006,8.3
NLD,2007,8.1
NLD,2008,8.2
NLD,2009,8.1
NLD,2010,8.2
NLD,2011,8.1
NLD,2012,8.4
NLD,2013,8.4
NLD,2014,8.3
NLD,2015,8.7
NLD,2016,8.7
NLD,2017,8.8
NLD,2018,8.9
NLD,2019,0
NLD,2020,0
NCL,1960,10.1
NCL,1961,9.3
NCL,1962,8.5
NCL,1963,8.566666667
NCL,1964,8.633333333
NCL,1965,8.7
NCL,1966,9.45
NCL,1967,10.2
NCL,1968,9.9
NCL,1969,9.6
NCL,1970,9.3
NCL,1971,9.4
NCL,1972,7.8
NCL,1973,7.8
NCL,1974,7.9
NCL,1975,7
NCL,1976,7.8
NCL,1977,6.7
NCL,1978,6.6
NCL,1979,6.9
NCL,1980,7.2
NCL,1981,6.4
NCL,1982,6.3
NCL,1983,5.7
NCL,1984,6
NCL,1985,5.8
NCL,1986,5.7
NCL,1987,5.7
NCL,1988,5.9
NCL,1989,5.9
NCL,1990,5.4
NCL,1991,5.6
NCL,1992,5.2
NCL,1993,5.2
NCL,1994,5.6
NCL,1995,5.3
NCL,1996,5.2
NCL,1997,5
NCL,1998,4.8
NCL,1999,5.2
NCL,2000,5.1
NCL,2001,5.2
NCL,2002,5.1
NCL,2003,5
NCL,2004,4.9
NCL,2005,4.9
NCL,2006,4.7
NCL,2007,5
NCL,2008,4.8
NCL,2009,5.1
NCL,2010,4.8
NCL,2011,5.2
NCL,2012,5.1
NCL,2013,5.2
NCL,2014,5.2
NCL,2015,5.4
NCL,2016,5.7
NCL,2017,5.5
NCL,2018,5.5
NCL,2019,0
NCL,2020,0
NZL,1960,8.8
NZL,1961,9
NZL,1962,8.9
NZL,1963,8.9
NZL,1964,8.8
NZL,1965,8.7
NZL,1966,8.9
NZL,1967,8.4
NZL,1968,8.9
NZL,1969,8.6
NZL,1970,8.8
NZL,1971,8.5
NZL,1972,8.5
NZL,1973,8.6
NZL,1974,8.3
NZL,1975,8.1
NZL,1976,8.1
NZL,1977,8.3
NZL,1978,7.9
NZL,1979,8.1
NZL,1980,8.5
NZL,1981,8
NZL,1982,8
NZL,1983,8.1
NZL,1984,8.2
NZL,1985,8.4
NZL,1986,8.3
NZL,1987,8.4
NZL,1988,8.4
NZL,1989,8.2
NZL,1990,8.1
NZL,1991,8
NZL,1992,7.85
NZL,1993,7.6
NZL,1994,7.48
NZL,1995,7.49
NZL,1996,7.57
NZL,1997,7.26
NZL,1998,6.87
NZL,1999,7.33
NZL,2000,6.91
NZL,2001,7.16
NZL,2002,7.1
NZL,2003,6.95
NZL,2004,6.95
NZL,2005,6.54
NZL,2006,6.75
NZL,2007,6.75
NZL,2008,6.85
NZL,2009,6.73
NZL,2010,6.53
NZL,2011,6.86
NZL,2012,6.82
NZL,2013,6.65
NZL,2014,6.88
NZL,2015,6.87
NZL,2016,6.64
NZL,2017,6.95
NZL,2018,6.86
NZL,2019,0
NZL,2020,0
NIC,1960,18.737
NIC,1961,18.096
NIC,1962,17.463
NIC,1963,16.848
NIC,1964,16.261
NIC,1965,15.705
NIC,1966,15.185
NIC,1967,14.696
NIC,1968,14.236
NIC,1969,13.806
NIC,1970,13.409
NIC,1971,13.047
NIC,1972,12.72
NIC,1973,12.423
NIC,1974,12.153
NIC,1975,11.904
NIC,1976,11.675
NIC,1977,11.457
NIC,1978,11.244
NIC,1979,11.027
NIC,1980,10.797
NIC,1981,10.546
NIC,1982,10.271
NIC,1983,9.972
NIC,1984,9.648
NIC,1985,9.297
NIC,1986,8.921
NIC,1987,8.526
NIC,1988,8.123
NIC,1989,7.722
NIC,1990,7.337
NIC,1991,6.981
NIC,1992,6.66
NIC,1993,6.381
NIC,1994,6.145
NIC,1995,5.95
NIC,1996,5.791
NIC,1997,5.657
NIC,1998,5.538
NIC,1999,5.431
NIC,2000,5.335
NIC,2001,5.254
NIC,2002,5.19
NIC,2003,5.146
NIC,2004,5.118
NIC,2005,5.102
NIC,2006,5.094
NIC,2007,5.089
NIC,2008,5.083
NIC,2009,5.075
NIC,2010,5.063
NIC,2011,5.05
NIC,2012,5.038
NIC,2013,5.031
NIC,2014,5.029
NIC,2015,5.032
NIC,2016,5.039
NIC,2017,5.049
NIC,2018,5.061
NIC,2019,0
NIC,2020,0
NER,1960,28.885
NER,1961,28.881
NER,1962,28.876
NER,1963,28.868
NER,1964,28.853
NER,1965,28.827
NER,1966,28.788
NER,1967,28.732
NER,1968,28.657
NER,1969,28.561
NER,1970,28.442
NER,1971,28.304
NER,1972,28.147
NER,1973,27.972
NER,1974,27.779
NER,1975,27.563
NER,1976,27.315
NER,1977,27.035
NER,1978,26.725
NER,1979,26.391
NER,1980,26.05
NER,1981,25.718
NER,1982,25.409
NER,1983,25.125
NER,1984,24.865
NER,1985,24.617
NER,1986,24.365
NER,1987,24.087
NER,1988,23.768
NER,1989,23.397
NER,1990,22.97
NER,1991,22.485
NER,1992,21.953
NER,1993,21.387
NER,1994,20.795
NER,1995,20.189
NER,1996,19.581
NER,1997,18.977
NER,1998,18.384
NER,1999,17.804
NER,2000,17.234
NER,2001,16.666
NER,2002,16.091
NER,2003,15.503
NER,2004,14.904
NER,2005,14.296
NER,2006,13.683
NER,2007,13.073
NER,2008,12.477
NER,2009,11.901
NER,2010,11.353
NER,2011,10.838
NER,2012,10.359
NER,2013,9.916
NER,2014,9.511
NER,2015,9.145
NER,2016,8.82
NER,2017,8.529
NER,2018,8.268
NER,2019,0
NER,2020,0
NGA,1960,26.381
NGA,1961,25.941
NGA,1962,25.519
NGA,1963,25.119
NGA,1964,24.742
NGA,1965,24.388
NGA,1966,24.055
NGA,1967,23.737
NGA,1968,23.427
NGA,1969,23.12
NGA,1970,22.81
NGA,1971,22.491
NGA,1972,22.163
NGA,1973,21.826
NGA,1974,21.48
NGA,1975,21.127
NGA,1976,20.766
NGA,1977,20.404
NGA,1978,20.05
NGA,1979,19.713
NGA,1980,19.408
NGA,1981,19.149
NGA,1982,18.943
NGA,1983,18.79
NGA,1984,18.689
NGA,1985,18.633
NGA,1986,18.61
NGA,1987,18.605
NGA,1988,18.603
NGA,1989,18.596
NGA,1990,18.579
NGA,1991,18.553
NGA,1992,18.524
NGA,1993,18.492
NGA,1994,18.454
NGA,1995,18.406
NGA,1996,18.348
NGA,1997,18.276
NGA,1998,18.182
NGA,1999,18.059
NGA,2000,17.895
NGA,2001,17.675
NGA,2002,17.397
NGA,2003,17.063
NGA,2004,16.682
NGA,2005,16.267
NGA,2006,15.836
NGA,2007,15.409
NGA,2008,15.002
NGA,2009,14.622
NGA,2010,14.27
NGA,2011,13.942
NGA,2012,13.623
NGA,2013,13.307
NGA,2014,12.994
NGA,2015,12.686
NGA,2016,12.39
NGA,2017,12.114
NGA,2018,11.86
NGA,2019,0
NGA,2020,0
MKD,1960,10.58
MKD,1961,10.129
MKD,1962,9.72
MKD,1963,9.348
MKD,1964,9.005
MKD,1965,8.687
MKD,1966,8.392
MKD,1967,8.12
MKD,1968,7.873
MKD,1969,7.65
MKD,1970,7.453
MKD,1971,7.284
MKD,1972,7.146
MKD,1973,7.039
MKD,1974,6.965
MKD,1975,6.926
MKD,1976,6.925
MKD,1977,6.959
MKD,1978,7.021
MKD,1979,7.104
MKD,1980,7.191
MKD,1981,7.265
MKD,1982,7.319
MKD,1983,7.346
MKD,1984,7.349
MKD,1985,7.337
MKD,1986,7.327
MKD,1987,7.336
MKD,1988,7.375
MKD,1989,7.447
MKD,1990,7.547
MKD,1991,7.665
MKD,1992,7.786
MKD,1993,7.898
MKD,1994,7.995
MKD,1995,8.073
MKD,1996,8.132
MKD,1997,8.176
MKD,1998,8.215
MKD,1999,8.254
MKD,2000,8.302
MKD,2001,8.373
MKD,2002,8.47
MKD,2003,8.595
MKD,2004,8.743
MKD,2005,8.905
MKD,2006,9.067
MKD,2007,9.215
MKD,2008,9.339
MKD,2009,9.437
MKD,2010,9.511
MKD,2011,9.566
MKD,2012,9.616
MKD,2013,9.669
MKD,2014,9.73
MKD,2015,9.801
MKD,2016,9.88
MKD,2017,9.965
MKD,2018,10.051
MKD,2019,0
MKD,2020,0
MNP,1960,0
MNP,1961,0
MNP,1962,0
MNP,1963,0
MNP,1964,0
MNP,1965,0
MNP,1966,0
MNP,1967,0
MNP,1968,0
MNP,1969,0
MNP,1970,0
MNP,1971,0
MNP,1972,0
MNP,1973,0
MNP,1974,0
MNP,1975,0
MNP,1976,0
MNP,1977,0
MNP,1978,0
MNP,1979,0
MNP,1980,0
MNP,1981,0
MNP,1982,0
MNP,1983,0
MNP,1984,0
MNP,1985,0
MNP,1986,0
MNP,1987,0
MNP,1988,0
MNP,1989,0
MNP,1990,0
MNP,1991,0
MNP,1992,0
MNP,1993,0
MNP,1994,0
MNP,1995,0
MNP,1996,0
MNP,1997,0
MNP,1998,0
MNP,1999,0
MNP,2000,0
MNP,2001,0
MNP,2002,0
MNP,2003,0
MNP,2004,0
MNP,2005,0
MNP,2006,0
MNP,2007,0
MNP,2008,0
MNP,2009,0
MNP,2010,0
MNP,2011,0
MNP,2012,0
MNP,2013,0
MNP,2014,0
MNP,2015,0
MNP,2016,0
MNP,2017,0
MNP,2018,0
MNP,2019,0
MNP,2020,0
NOR,1960,9.1
NOR,1961,9.2
NOR,1962,9.4
NOR,1963,10
NOR,1964,9.5
NOR,1965,9.4
NOR,1966,9.6
NOR,1967,9.6
NOR,1968,9.9
NOR,1969,10.1
NOR,1970,10
NOR,1971,10
NOR,1972,10
NOR,1973,10.1
NOR,1974,9.9
NOR,1975,10
NOR,1976,10
NOR,1977,9.8
NOR,1978,10
NOR,1979,10.2
NOR,1980,10.1
NOR,1981,10.2
NOR,1982,10.1
NOR,1983,10.2
NOR,1984,10.3
NOR,1985,10.7
NOR,1986,10.5
NOR,1987,10.7
NOR,1988,10.8
NOR,1989,10.7
NOR,1990,10.9
NOR,1991,10.5
NOR,1992,10.4
NOR,1993,10.8
NOR,1994,10.2
NOR,1995,10.4
NOR,1996,10
NOR,1997,10.1
NOR,1998,10
NOR,1999,10.1
NOR,2000,9.8
NOR,2001,9.7
NOR,2002,9.8
NOR,2003,9.3
NOR,2004,9
NOR,2005,8.9
NOR,2006,8.9
NOR,2007,8.9
NOR,2008,8.7
NOR,2009,8.6
NOR,2010,8.5
NOR,2011,8.4
NOR,2012,8.4
NOR,2013,8.1
NOR,2014,7.9
NOR,2015,7.8
NOR,2016,7.8
NOR,2017,7.7
NOR,2018,7.7
NOR,2019,0
NOR,2020,0
OMN,1960,22.457
OMN,1961,21.778
OMN,1962,21.12
OMN,1963,20.479
OMN,1964,19.854
OMN,1965,19.245
OMN,1966,18.651
OMN,1967,18.072
OMN,1968,17.505
OMN,1969,16.943
OMN,1970,16.377
OMN,1971,15.798
OMN,1972,15.202
OMN,1973,14.586
OMN,1974,13.95
OMN,1975,13.298
OMN,1976,12.635
OMN,1977,11.969
OMN,1978,11.312
OMN,1979,10.671
OMN,1980,10.053
OMN,1981,9.462
OMN,1982,8.899
OMN,1983,8.364
OMN,1984,7.861
OMN,1985,7.39
OMN,1986,6.951
OMN,1987,6.543
OMN,1988,6.162
OMN,1989,5.809
OMN,1990,5.483
OMN,1991,5.185
OMN,1992,4.912
OMN,1993,4.666
OMN,1994,4.443
OMN,1995,4.242
OMN,1996,4.062
OMN,1997,3.902
OMN,1998,3.76
OMN,1999,3.633
OMN,2000,3.518
OMN,2001,3.413
OMN,2002,3.319
OMN,2003,3.233
OMN,2004,3.153
OMN,2005,3.079
OMN,2006,3.011
OMN,2007,2.95
OMN,2008,2.894
OMN,2009,2.843
OMN,2010,2.794
OMN,2011,2.745
OMN,2012,2.695
OMN,2013,2.643
OMN,2014,2.592
OMN,2015,2.542
OMN,2016,2.498
OMN,2017,2.462
OMN,2018,2.436
OMN,2019,0
OMN,2020,0
PAK,1960,20.675
PAK,1961,19.999
PAK,1962,19.357
PAK,1963,18.747
PAK,1964,18.168
PAK,1965,17.617
PAK,1966,17.094
PAK,1967,16.6
PAK,1968,16.135
PAK,1969,15.699
PAK,1970,15.294
PAK,1971,14.921
PAK,1972,14.582
PAK,1973,14.272
PAK,1974,13.991
PAK,1975,13.734
PAK,1976,13.498
PAK,1977,13.277
PAK,1978,13.068
PAK,1979,12.867
PAK,1980,12.67
PAK,1981,12.478
PAK,1982,12.292
PAK,1983,12.11
PAK,1984,11.931
PAK,1985,11.754
PAK,1986,11.574
PAK,1987,11.393
PAK,1988,11.209
PAK,1989,11.02
PAK,1990,10.828
PAK,1991,10.631
PAK,1992,10.431
PAK,1993,10.229
PAK,1994,10.028
PAK,1995,9.827
PAK,1996,9.626
PAK,1997,9.428
PAK,1998,9.233
PAK,1999,9.043
PAK,2000,8.862
PAK,2001,8.693
PAK,2002,8.539
PAK,2003,8.397
PAK,2004,8.269
PAK,2005,8.149
PAK,2006,8.034
PAK,2007,7.92
PAK,2008,7.804
PAK,2009,7.686
PAK,2010,7.568
PAK,2011,7.454
PAK,2012,7.349
PAK,2013,7.257
PAK,2014,7.176
PAK,2015,7.107
PAK,2016,7.048
PAK,2017,6.994
PAK,2018,6.942
PAK,2019,0
PAK,2020,0
PLW,1960,0
PLW,1961,0
PLW,1962,0
PLW,1963,0
PLW,1964,0
PLW,1965,0
PLW,1966,0
PLW,1967,0
PLW,1968,0
PLW,1969,0
PLW,1970,0
PLW,1971,0
PLW,1972,0
PLW,1973,0
PLW,1974,0
PLW,1975,0
PLW,1976,0
PLW,1977,0
PLW,1978,0
PLW,1979,0
PLW,1980,0
PLW,1981,0
PLW,1982,0
PLW,1983,0
PLW,1984,0
PLW,1985,0
PLW,1986,0
PLW,1987,0
PLW,1988,0
PLW,1989,0
PLW,1990,7.7
PLW,1991,6.5
PLW,1992,7.3
PLW,1993,7.1
PLW,1994,7.7
PLW,1995,6.4
PLW,1996,8.2
PLW,1997,6.7
PLW,1998,6.8
PLW,1999,6.9
PLW,2000,6.5
PLW,2001,7
PLW,2002,6.7
PLW,2003,6.7
PLW,2004,6.9
PLW,2005,6.7
PLW,2006,7.2
PLW,2007,7.5
PLW,2008,8.4
PLW,2009,8.5
PLW,2010,8.1
PLW,2011,8.3
PLW,2012,9.4
PLW,2013,10.9
PLW,2014,9.5
PLW,2015,7.7
PLW,2016,9.9
PLW,2017,10.3
PLW,2018,7.8
PLW,2019,0
PLW,2020,0
PAN,1960,9.873
PAN,1961,9.609
PAN,1962,9.354
PAN,1963,9.109
PAN,1964,8.872
PAN,1965,8.643
PAN,1966,8.419
PAN,1967,8.198
PAN,1968,7.976
PAN,1969,7.753
PAN,1970,7.527
PAN,1971,7.299
PAN,1972,7.069
PAN,1973,6.841
PAN,1974,6.619
PAN,1975,6.405
PAN,1976,6.205
PAN,1977,6.022
PAN,1978,5.857
PAN,1979,5.712
PAN,1980,5.587
PAN,1981,5.48
PAN,1982,5.389
PAN,1983,5.309
PAN,1984,5.238
PAN,1985,5.175
PAN,1986,5.118
PAN,1987,5.067
PAN,1988,5.023
PAN,1989,4.982
PAN,1990,4.946
PAN,1991,4.913
PAN,1992,4.884
PAN,1993,4.86
PAN,1994,4.838
PAN,1995,4.82
PAN,1996,4.806
PAN,1997,4.795
PAN,1998,4.787
PAN,1999,4.783
PAN,2000,4.783
PAN,2001,4.787
PAN,2002,4.795
PAN,2003,4.806
PAN,2004,4.821
PAN,2005,4.838
PAN,2006,4.856
PAN,2007,4.874
PAN,2008,4.892
PAN,2009,4.909
PAN,2010,4.925
PAN,2011,4.94
PAN,2012,4.954
PAN,2013,4.969
PAN,2014,4.985
PAN,2015,5.003
PAN,2016,5.024
PAN,2017,5.048
PAN,2018,5.076
PAN,2019,0
PAN,2020,0
PNG,1960,25.101
PNG,1961,24.295
PNG,1962,23.522
PNG,1963,22.768
PNG,1964,22.023
PNG,1965,21.286
PNG,1966,20.558
PNG,1967,19.852
PNG,1968,19.175
PNG,1969,18.528
PNG,1970,17.912
PNG,1971,17.325
PNG,1972,16.763
PNG,1973,16.225
PNG,1974,15.709
PNG,1975,15.214
PNG,1976,14.737
PNG,1977,14.28
PNG,1978,13.844
PNG,1979,13.431
PNG,1980,13.045
PNG,1981,12.693
PNG,1982,12.376
PNG,1983,12.096
PNG,1984,11.849
PNG,1985,11.629
PNG,1986,11.43
PNG,1987,11.244
PNG,1988,11.064
PNG,1989,10.887
PNG,1990,10.713
PNG,1991,10.543
PNG,1992,10.382
PNG,1993,10.234
PNG,1994,10.099
PNG,1995,9.978
PNG,1996,9.873
PNG,1997,9.782
PNG,1998,9.7
PNG,1999,9.623
PNG,2000,9.546
PNG,2001,9.459
PNG,2002,9.36
PNG,2003,9.247
PNG,2004,9.119
PNG,2005,8.981
PNG,2006,8.84
PNG,2007,8.703
PNG,2008,8.576
PNG,2009,8.458
PNG,2010,8.348
PNG,2011,8.24
PNG,2012,8.128
PNG,2013,8.008
PNG,2014,7.882
PNG,2015,7.755
PNG,2016,7.632
PNG,2017,7.521
PNG,2018,7.427
PNG,2019,0
PNG,2020,0
PRY,1960,8.23
PRY,1961,8.114
PRY,1962,8.005
PRY,1963,7.907
PRY,1964,7.822
PRY,1965,7.747
PRY,1966,7.678
PRY,1967,7.608
PRY,1968,7.533
PRY,1969,7.452
PRY,1970,7.367
PRY,1971,7.282
PRY,1972,7.202
PRY,1973,7.129
PRY,1974,7.064
PRY,1975,7.007
PRY,1976,6.956
PRY,1977,6.907
PRY,1978,6.857
PRY,1979,6.806
PRY,1980,6.754
PRY,1981,6.701
PRY,1982,6.649
PRY,1983,6.598
PRY,1984,6.547
PRY,1985,6.493
PRY,1986,6.432
PRY,1987,6.363
PRY,1988,6.284
PRY,1989,6.199
PRY,1990,6.11
PRY,1991,6.023
PRY,1992,5.942
PRY,1993,5.871
PRY,1994,5.811
PRY,1995,5.759
PRY,1996,5.711
PRY,1997,5.664
PRY,1998,5.614
PRY,1999,5.563
PRY,2000,5.511
PRY,2001,5.465
PRY,2002,5.428
PRY,2003,5.403
PRY,2004,5.39
PRY,2005,5.387
PRY,2006,5.391
PRY,2007,5.398
PRY,2008,5.404
PRY,2009,5.407
PRY,2010,5.408
PRY,2011,5.407
PRY,2012,5.406
PRY,2013,5.407
PRY,2014,5.412
PRY,2015,5.422
PRY,2016,5.44
PRY,2017,5.465
PRY,2018,5.498
PRY,2019,0
PRY,2020,0
PER,1960,18.439
PER,1961,17.94
PER,1962,17.455
PER,1963,16.989
PER,1964,16.544
PER,1965,16.11
PER,1966,15.669
PER,1967,15.207
PER,1968,14.718
PER,1969,14.205
PER,1970,13.678
PER,1971,13.158
PER,1972,12.661
PER,1973,12.203
PER,1974,11.787
PER,1975,11.412
PER,1976,11.071
PER,1977,10.748
PER,1978,10.433
PER,1979,10.12
PER,1980,9.807
PER,1981,9.496
PER,1982,9.192
PER,1983,8.897
PER,1984,8.613
PER,1985,8.337
PER,1986,8.068
PER,1987,7.804
PER,1988,7.546
PER,1989,7.294
PER,1990,7.05
PER,1991,6.817
PER,1992,6.597
PER,1993,6.392
PER,1994,6.205
PER,1995,6.038
PER,1996,5.89
PER,1997,5.763
PER,1998,5.653
PER,1999,5.561
PER,2000,5.485
PER,2001,5.427
PER,2002,5.383
PER,2003,5.353
PER,2004,5.332
PER,2005,5.319
PER,2006,5.311
PER,2007,5.305
PER,2008,5.302
PER,2009,5.3
PER,2010,5.299
PER,2011,5.299
PER,2012,5.302
PER,2013,5.309
PER,2014,5.324
PER,2015,5.348
PER,2016,5.386
PER,2017,5.438
PER,2018,5.503
PER,2019,0
PER,2020,0
