LOCATION,TIME,"Birth rate, crude (per 1,000 people)"
AFG,1960,51.279
AFG,1961,51.373
AFG,1962,51.457
AFG,1963,51.53
AFG,1964,51.589
AFG,1965,51.631
AFG,1966,51.652
AFG,1967,51.65
AFG,1968,51.623
AFG,1969,51.574
AFG,1970,51.502
AFG,1971,51.411
AFG,1972,51.303
AFG,1973,51.184
AFG,1974,51.058
AFG,1975,50.93
AFG,1976,50.803
AFG,1977,50.678
AFG,1978,50.555
AFG,1979,50.436
AFG,1980,50.321
AFG,1981,50.21
AFG,1982,50.098
AFG,1983,49.984
AFG,1984,49.865
AFG,1985,49.735
AFG,1986,49.586
AFG,1987,49.418
AFG,1988,49.236
AFG,1989,49.048
AFG,1990,48.88
AFG,1991,48.763
AFG,1992,48.709
AFG,1993,48.717
AFG,1994,48.77
AFG,1995,48.835
AFG,1996,48.87
AFG,1997,48.833
AFG,1998,48.688
AFG,1999,48.419
AFG,2000,48.021
AFG,2001,47.505
AFG,2002,46.901
AFG,2003,46.231
AFG,2004,45.507
AFG,2005,44.723
AFG,2006,43.87
AFG,2007,42.944
AFG,2008,41.949
AFG,2009,40.903
AFG,2010,39.829
AFG,2011,38.75
AFG,2012,37.69
AFG,2013,36.67
AFG,2014,35.706
AFG,2015,34.809
AFG,2016,33.981
AFG,2017,33.211
AFG,2018,32.487
AFG,2019,0
AFG,2020,0
ALB,1960,40.924
ALB,1961,40.368
ALB,1962,39.627
ALB,1963,38.723
ALB,1964,37.695
ALB,1965,36.599
ALB,1966,35.496
ALB,1967,34.435
ALB,1968,33.458
ALB,1969,32.59
ALB,1970,31.837
ALB,1971,31.183
ALB,1972,30.587
ALB,1973,30.019
ALB,1974,29.473
ALB,1975,28.949
ALB,1976,28.455
ALB,1977,28.004
ALB,1978,27.606
ALB,1979,27.262
ALB,1980,26.981
ALB,1981,26.772
ALB,1982,26.627
ALB,1983,26.528
ALB,1984,26.452
ALB,1985,26.367
ALB,1986,26.241
ALB,1987,26.047
ALB,1988,25.762
ALB,1989,25.372
ALB,1990,24.867
ALB,1991,24.245
ALB,1992,23.529
ALB,1993,22.742
ALB,1994,21.902
ALB,1995,21.02
ALB,1996,20.106
ALB,1997,19.173
ALB,1998,18.238
ALB,1999,17.321
ALB,2000,16.436
ALB,2001,15.59
ALB,2002,14.79
ALB,2003,14.048
ALB,2004,13.381
ALB,2005,12.821
ALB,2006,12.398
ALB,2007,12.118
ALB,2008,11.973
ALB,2009,11.945
ALB,2010,12.001
ALB,2011,12.1
ALB,2012,12.197
ALB,2013,12.257
ALB,2014,12.259
ALB,2015,12.197
ALB,2016,12.08
ALB,2017,11.934
ALB,2018,11.78
ALB,2019,0
ALB,2020,0
DZA,1960,49.656
DZA,1961,49.576
DZA,1962,49.43
DZA,1963,49.21
DZA,1964,48.918
DZA,1965,48.575
DZA,1966,48.215
DZA,1967,47.869
DZA,1968,47.563
DZA,1969,47.303
DZA,1970,47.092
DZA,1971,46.922
DZA,1972,46.766
DZA,1973,46.593
DZA,1974,46.381
DZA,1975,46.102
DZA,1976,45.734
DZA,1977,45.266
DZA,1978,44.694
DZA,1979,44.014
DZA,1980,43.226
DZA,1981,42.34
DZA,1982,41.377
DZA,1983,40.354
DZA,1984,39.284
DZA,1985,38.175
DZA,1986,37.034
DZA,1987,35.86
DZA,1988,34.653
DZA,1989,33.415
DZA,1990,32.13
DZA,1991,30.774
DZA,1992,29.345
DZA,1993,27.863
DZA,1994,26.361
DZA,1995,24.884
DZA,1996,23.475
DZA,1997,22.187
DZA,1998,21.073
DZA,1999,20.175
DZA,2000,19.554
DZA,2001,19.257
DZA,2002,19.27
DZA,2003,19.557
DZA,2004,20.077
DZA,2005,20.774
DZA,2006,21.582
DZA,2007,22.424
DZA,2008,23.226
DZA,2009,23.932
DZA,2010,24.504
DZA,2011,24.934
DZA,2012,25.246
DZA,2013,25.451
DZA,2014,25.538
DZA,2015,25.481
DZA,2016,25.25
DZA,2017,24.846
DZA,2018,24.282
DZA,2019,0
DZA,2020,0
ASM,1960,0
ASM,1961,0
ASM,1962,0
ASM,1963,0
ASM,1964,0
ASM,1965,0
ASM,1966,0
ASM,1967,0
ASM,1968,0
ASM,1969,0
ASM,1970,0
ASM,1971,0
ASM,1972,0
ASM,1973,0
ASM,1974,0
ASM,1975,0
ASM,1976,0
ASM,1977,0
ASM,1978,0
ASM,1979,0
ASM,1980,0
ASM,1981,0
ASM,1982,0
ASM,1983,0
ASM,1984,0
ASM,1985,0
ASM,1986,0
ASM,1987,0
ASM,1988,0
ASM,1989,0
ASM,1990,0
ASM,1991,0
ASM,1992,0
ASM,1993,0
ASM,1994,0
ASM,1995,0
ASM,1996,0
ASM,1997,0
ASM,1998,0
ASM,1999,0
ASM,2000,0
ASM,2001,0
ASM,2002,0
ASM,2003,0
ASM,2004,0
ASM,2005,0
ASM,2006,21.6
ASM,2007,0
ASM,2008,0
ASM,2009,0
ASM,2010,18.7
ASM,2011,0
ASM,2012,0
ASM,2013,0
ASM,2014,17.5
ASM,2015,0
ASM,2016,0
ASM,2017,16.6
ASM,2018,0
ASM,2019,0
ASM,2020,0
AND,1960,0
AND,1961,0
AND,1962,0
AND,1963,0
AND,1964,0
AND,1965,0
AND,1966,0
AND,1967,0
AND,1968,0
AND,1969,0
AND,1970,0
AND,1971,0
AND,1972,0
AND,1973,0
AND,1974,0
AND,1975,0
AND,1976,0
AND,1977,0
AND,1978,0
AND,1979,0
AND,1980,0
AND,1981,0
AND,1982,0
AND,1983,0
AND,1984,0
AND,1985,0
AND,1986,11.9
AND,1987,11
AND,1988,11.6
AND,1989,12.5
AND,1990,11.9
AND,1991,11.9
AND,1992,12.1
AND,1993,11.4
AND,1994,10.9
AND,1995,11
AND,1996,10.9
AND,1997,11.2
AND,1998,11.9
AND,1999,12.6
AND,2000,11.3
AND,2001,11.8
AND,2002,11.2
AND,2003,10.3
AND,2004,10.9
AND,2005,10.7
AND,2006,10.6
AND,2007,10.1
AND,2008,10.4
AND,2009,9.9
AND,2010,9.8
AND,2011,0
AND,2012,9.5
AND,2013,0
AND,2014,0
AND,2015,0
AND,2016,8.8
AND,2017,0
AND,2018,7.2
AND,2019,0
AND,2020,0
AGO,1960,49.08
AGO,1961,48.779
AGO,1962,48.547
AGO,1963,48.43
AGO,1964,48.45
AGO,1965,48.622
AGO,1966,48.936
AGO,1967,49.343
AGO,1968,49.787
AGO,1969,50.231
AGO,1970,50.619
AGO,1971,50.903
AGO,1972,51.062
AGO,1973,51.094
AGO,1974,51.005
AGO,1975,50.825
AGO,1976,50.6
AGO,1977,50.386
AGO,1978,50.226
AGO,1979,50.139
AGO,1980,50.134
AGO,1981,50.207
AGO,1982,50.322
AGO,1983,50.449
AGO,1984,50.569
AGO,1985,50.663
AGO,1986,50.712
AGO,1987,50.711
AGO,1988,50.657
AGO,1989,50.547
AGO,1990,50.383
AGO,1991,50.168
AGO,1992,49.919
AGO,1993,49.652
AGO,1994,49.378
AGO,1995,49.113
AGO,1996,48.87
AGO,1997,48.652
AGO,1998,48.46
AGO,1999,48.293
AGO,2000,48.15
AGO,2001,48.027
AGO,2002,47.911
AGO,2003,47.786
AGO,2004,47.639
AGO,2005,47.453
AGO,2006,47.215
AGO,2007,46.92
AGO,2008,46.563
AGO,2009,46.143
AGO,2010,45.656
AGO,2011,45.102
AGO,2012,44.493
AGO,2013,43.847
AGO,2014,43.182
AGO,2015,42.52
AGO,2016,41.882
AGO,2017,41.281
AGO,2018,40.729
AGO,2019,0
AGO,2020,0
ATG,1960,32.829
ATG,1961,32.5
ATG,1962,32.141
ATG,1963,31.752
ATG,1964,31.33
ATG,1965,30.858
ATG,1966,30.32
ATG,1967,29.698
ATG,1968,28.98
ATG,1969,28.164
ATG,1970,27.229
ATG,1971,26.15
ATG,1972,24.948
ATG,1973,23.664
ATG,1974,22.353
ATG,1975,21.104
ATG,1976,20.013
ATG,1977,19.142
ATG,1978,18.525
ATG,1979,18.169
ATG,1980,18.047
ATG,1981,18.097
ATG,1982,18.228
ATG,1983,18.365
ATG,1984,18.47
ATG,1985,18.525
ATG,1986,18.535
ATG,1987,18.534
ATG,1988,18.549
ATG,1989,18.587
ATG,1990,18.659
ATG,1991,18.776
ATG,1992,18.938
ATG,1993,19.132
ATG,1994,19.344
ATG,1995,19.555
ATG,1996,19.741
ATG,1997,19.879
ATG,1998,19.95
ATG,1999,19.943
ATG,2000,19.84
ATG,2001,19.635
ATG,2002,19.339
ATG,2003,18.977
ATG,2004,18.566
ATG,2005,18.137
ATG,2006,17.72
ATG,2007,17.341
ATG,2008,17.014
ATG,2009,16.749
ATG,2010,16.547
ATG,2011,16.396
ATG,2012,16.272
ATG,2013,16.152
ATG,2014,16.026
ATG,2015,15.883
ATG,2016,15.717
ATG,2017,15.53
ATG,2018,15.327
ATG,2019,0
ATG,2020,0
ARG,1960,23.775
ARG,1961,23.569
ARG,1962,23.372
ARG,1963,23.191
ARG,1964,23.033
ARG,1965,22.909
ARG,1966,22.83
ARG,1967,22.804
ARG,1968,22.834
ARG,1969,22.924
ARG,1970,23.09
ARG,1971,23.35
ARG,1972,23.695
ARG,1973,24.098
ARG,1974,24.524
ARG,1975,24.912
ARG,1976,25.191
ARG,1977,25.32
ARG,1978,25.277
ARG,1979,25.066
ARG,1980,24.718
ARG,1981,24.288
ARG,1982,23.846
ARG,1983,23.451
ARG,1984,23.128
ARG,1985,22.889
ARG,1986,22.727
ARG,1987,22.606
ARG,1988,22.493
ARG,1989,22.372
ARG,1990,22.226
ARG,1991,22.036
ARG,1992,21.802
ARG,1993,21.526
ARG,1994,21.214
ARG,1995,20.881
ARG,1996,20.545
ARG,1997,20.229
ARG,1998,19.945
ARG,1999,19.702
ARG,2000,19.499
ARG,2001,19.328
ARG,2002,19.175
ARG,2003,19.026
ARG,2004,18.879
ARG,2005,18.735
ARG,2006,18.596
ARG,2007,18.469
ARG,2008,18.355
ARG,2009,18.252
ARG,2010,18.154
ARG,2011,18.055
ARG,2012,17.949
ARG,2013,17.831
ARG,2014,17.698
ARG,2015,17.548
ARG,2016,17.383
ARG,2017,17.205
ARG,2018,17.021
ARG,2019,0
ARG,2020,0
ARM,1960,38.509
ARM,1961,37.217
ARM,1962,35.561
ARM,1963,33.629
ARM,1964,31.54
ARM,1965,29.447
ARM,1966,27.496
ARM,1967,25.786
ARM,1968,24.389
ARM,1969,23.355
ARM,1970,22.694
ARM,1971,22.366
ARM,1972,22.262
ARM,1973,22.283
ARM,1974,22.382
ARM,1975,22.53
ARM,1976,22.721
ARM,1977,22.961
ARM,1978,23.243
ARM,1979,23.538
ARM,1980,23.823
ARM,1981,24.082
ARM,1982,24.297
ARM,1983,24.446
ARM,1984,24.502
ARM,1985,24.431
ARM,1986,24.207
ARM,1987,23.826
ARM,1988,23.292
ARM,1989,22.609
ARM,1990,21.768
ARM,1991,20.764
ARM,1992,19.627
ARM,1993,18.41
ARM,1994,17.172
ARM,1995,15.991
ARM,1996,14.947
ARM,1997,14.092
ARM,1998,13.457
ARM,1999,13.062
ARM,2000,12.91
ARM,2001,12.98
ARM,2002,13.208
ARM,2003,13.524
ARM,2004,13.884
ARM,2005,14.244
ARM,2006,14.572
ARM,2007,14.855
ARM,2008,15.08
ARM,2009,15.233
ARM,2010,15.304
ARM,2011,15.297
ARM,2012,15.232
ARM,2013,15.125
ARM,2014,14.979
ARM,2015,14.795
ARM,2016,14.568
ARM,2017,14.298
ARM,2018,13.987
ARM,2019,0
ARM,2020,0
ABW,1960,35.679
ABW,1961,34.529
ABW,1962,33.32
ABW,1963,32.05
ABW,1964,30.737
ABW,1965,29.413
ABW,1966,28.121
ABW,1967,26.908
ABW,1968,25.817
ABW,1969,24.872
ABW,1970,24.099
ABW,1971,23.505
ABW,1972,23.068
ABW,1973,22.76
ABW,1974,22.561
ABW,1975,22.452
ABW,1976,22.414
ABW,1977,22.424
ABW,1978,22.454
ABW,1979,22.478
ABW,1980,22.472
ABW,1981,22.424
ABW,1982,22.329
ABW,1983,22.187
ABW,1984,21.989
ABW,1985,21.726
ABW,1986,21.397
ABW,1987,21.008
ABW,1988,20.57
ABW,1989,20.089
ABW,1990,19.571
ABW,1991,19.021
ABW,1992,18.446
ABW,1993,17.859
ABW,1994,17.27
ABW,1995,16.691
ABW,1996,16.132
ABW,1997,15.598
ABW,1998,15.09
ABW,1999,14.615
ABW,2000,14.173
ABW,2001,13.762
ABW,2002,13.375
ABW,2003,13.01
ABW,2004,12.667
ABW,2005,12.348
ABW,2006,12.053
ABW,2007,11.788
ABW,2008,11.556
ABW,2009,11.361
ABW,2010,11.214
ABW,2011,11.123
ABW,2012,11.09
ABW,2013,11.111
ABW,2014,11.179
ABW,2015,11.281
ABW,2016,11.404
ABW,2017,11.532
ABW,2018,11.652
ABW,2019,0
ABW,2020,0
AUS,1960,22.4
AUS,1961,22.9
AUS,1962,22.1
AUS,1963,21.5
AUS,1964,20.5
AUS,1965,19.6
AUS,1966,19.8
AUS,1967,19.4
AUS,1968,20.1
AUS,1969,20.4
AUS,1970,20.6
AUS,1971,21.4
AUS,1972,20.1
AUS,1973,18.5
AUS,1974,17.8
AUS,1975,16.7
AUS,1976,16.2
AUS,1977,15.9
AUS,1978,15.6
AUS,1979,15.3
AUS,1980,15.3
AUS,1981,15.7
AUS,1982,15.8
AUS,1983,15.8
AUS,1984,15
AUS,1985,15.7
AUS,1986,15
AUS,1987,15.4
AUS,1988,14.9
AUS,1989,14.9
AUS,1990,15.4
AUS,1991,14.9
AUS,1992,15.1
AUS,1993,14.7
AUS,1994,14.5
AUS,1995,14.2
AUS,1996,13.9
AUS,1997,13.6
AUS,1998,13.3
AUS,1999,13.1
AUS,2000,13
AUS,2001,12.7
AUS,2002,12.8
AUS,2003,12.6
AUS,2004,12.3
AUS,2005,12.8
AUS,2006,12.9
AUS,2007,14.1
AUS,2008,14
AUS,2009,13.9
AUS,2010,13.7
AUS,2011,13.6
AUS,2012,13.7
AUS,2013,13.3
AUS,2014,13.2
AUS,2015,12.9
AUS,2016,12.9
AUS,2017,12.6
AUS,2018,12.6
AUS,2019,0
AUS,2020,0
AUT,1960,17.9
AUT,1961,18.6
AUT,1962,18.7
AUT,1963,18.8
AUT,1964,18.5
AUT,1965,17.9
AUT,1966,17.6
AUT,1967,17.3
AUT,1968,17
AUT,1969,16.3
AUT,1970,15
AUT,1971,14.5
AUT,1972,13.8
AUT,1973,12.9
AUT,1974,12.8
AUT,1975,12.4
AUT,1976,11.6
AUT,1977,11.3
AUT,1978,11.3
AUT,1979,11.4
AUT,1980,12
AUT,1981,12.4
AUT,1982,12.5
AUT,1983,11.9
AUT,1984,11.8
AUT,1985,11.6
AUT,1986,11.5
AUT,1987,11.4
AUT,1988,11.6
AUT,1989,11.6
AUT,1990,11.8
AUT,1991,12.2
AUT,1992,12.2
AUT,1993,12
AUT,1994,11.6
AUT,1995,11.2
AUT,1996,11.2
AUT,1997,10.5
AUT,1998,10.2
AUT,1999,9.8
AUT,2000,9.8
AUT,2001,9.4
AUT,2002,9.7
AUT,2003,9.5
AUT,2004,9.7
AUT,2005,9.5
AUT,2006,9.4
AUT,2007,9.2
AUT,2008,9.3
AUT,2009,9.2
AUT,2010,9.4
AUT,2011,9.3
AUT,2012,9.4
AUT,2013,9.4
AUT,2014,9.6
AUT,2015,9.8
AUT,2016,10
AUT,2017,10
AUT,2018,9.7
AUT,2019,0
AUT,2020,0
AZE,1960,45.931
AZE,1961,45.741
AZE,1962,45.15
AZE,1963,44.147
AZE,1964,42.774
AZE,1965,41.099
AZE,1966,39.22
AZE,1967,37.266
AZE,1968,35.358
AZE,1969,33.583
AZE,1970,32.003
AZE,1971,30.639
AZE,1972,29.459
AZE,1973,28.443
AZE,1974,27.604
AZE,1975,26.959
AZE,1976,26.524
AZE,1977,26.291
AZE,1978,26.236
AZE,1979,26.34
AZE,1980,26.591
AZE,1981,26.3
AZE,1982,25.2
AZE,1983,26.1
AZE,1984,26.6
AZE,1985,26.6
AZE,1986,27.6
AZE,1987,26.8
AZE,1988,26.4
AZE,1989,26.4
AZE,1990,25.9
AZE,1991,26.6
AZE,1992,25.2
AZE,1993,23.7
AZE,1994,21.4
AZE,1995,18.9
AZE,1996,16.6
AZE,1997,16.8
AZE,1998,15.7
AZE,1999,14.7
AZE,2000,14.5
AZE,2001,13.6
AZE,2002,13.5
AZE,2003,13.8
AZE,2004,15.8
AZE,2005,16.9
AZE,2006,17.6
AZE,2007,17.7
AZE,2008,17.4
AZE,2009,17
AZE,2010,18.3
AZE,2011,19.2
AZE,2012,18.8
AZE,2013,18.3
AZE,2014,17.9
AZE,2015,17.2
AZE,2016,16.3
AZE,2017,14.6
AZE,2018,14
AZE,2019,0
AZE,2020,0
BHS,1960,34.38
BHS,1961,34.029
BHS,1962,33.377
BHS,1963,32.417
BHS,1964,31.205
BHS,1965,29.877
BHS,1966,28.613
BHS,1967,27.571
BHS,1968,26.85
BHS,1969,26.474
BHS,1970,26.38
BHS,1971,26.441
BHS,1972,26.492
BHS,1973,26.423
BHS,1974,26.211
BHS,1975,25.909
BHS,1976,25.626
BHS,1977,25.475
BHS,1978,25.519
BHS,1979,25.745
BHS,1980,26.075
BHS,1981,26.387
BHS,1982,26.562
BHS,1983,26.525
BHS,1984,26.261
BHS,1985,25.819
BHS,1986,25.289
BHS,1987,24.784
BHS,1988,24.379
BHS,1989,24.09
BHS,1990,23.892
BHS,1991,23.73
BHS,1992,23.52
BHS,1993,23.199
BHS,1994,22.743
BHS,1995,22.131
BHS,1996,21.357
BHS,1997,20.464
BHS,1998,19.507
BHS,1999,18.532
BHS,2000,17.609
BHS,2001,16.811
BHS,2002,16.177
BHS,2003,15.724
BHS,2004,15.451
BHS,2005,15.33
BHS,2006,15.306
BHS,2007,15.307
BHS,2008,15.276
BHS,2009,15.19
BHS,2010,15.045
BHS,2011,14.855
BHS,2012,14.659
BHS,2013,14.485
BHS,2014,14.34
BHS,2015,14.224
BHS,2016,14.131
BHS,2017,14.049
BHS,2018,13.968
BHS,2019,0
BHS,2020,0
BHR,1960,45.934
BHR,1961,45.855
BHR,1962,45.645
BHR,1963,45.28
BHR,1964,44.749
BHR,1965,44.032
BHR,1966,43.115
BHR,1967,42.029
BHR,1968,40.822
BHR,1969,39.545
BHR,1970,38.264
BHR,1971,37.045
BHR,1972,35.941
BHR,1973,34.991
BHR,1974,34.224
BHR,1975,33.658
BHR,1976,33.293
BHR,1977,33.082
BHR,1978,32.974
BHR,1979,32.934
BHR,1980,32.931
BHR,1981,32.938
BHR,1982,32.931
BHR,1983,32.882
BHR,1984,32.757
BHR,1985,32.514
BHR,1986,32.122
BHR,1987,31.58
BHR,1988,30.902
BHR,1989,30.105
BHR,1990,29.217
BHR,1991,28.276
BHR,1992,27.328
BHR,1993,26.412
BHR,1994,25.553
BHR,1995,24.77
BHR,1996,24.069
BHR,1997,23.431
BHR,1998,22.835
BHR,1999,22.271
BHR,2000,21.722
BHR,2001,21.166
BHR,2002,20.591
BHR,2003,19.996
BHR,2004,19.385
BHR,2005,18.778
BHR,2006,18.203
BHR,2007,17.685
BHR,2008,17.239
BHR,2009,16.863
BHR,2010,16.547
BHR,2011,16.271
BHR,2012,16.005
BHR,2013,15.727
BHR,2014,15.426
BHR,2015,15.096
BHR,2016,14.738
BHR,2017,14.365
BHR,2018,13.99
BHR,2019,0
BHR,2020,0
BGD,1960,48.34
BGD,1961,48.403
BGD,1962,48.426
BGD,1963,48.412
BGD,1964,48.364
BGD,1965,48.28
BGD,1966,48.157
BGD,1967,47.989
BGD,1968,47.775
BGD,1969,47.517
BGD,1970,47.217
BGD,1971,46.879
BGD,1972,46.511
BGD,1973,46.117
BGD,1974,45.704
BGD,1975,45.279
BGD,1976,44.852
BGD,1977,44.421
BGD,1978,43.981
BGD,1979,43.525
BGD,1980,43.039
BGD,1981,42.505
BGD,1982,41.91
BGD,1983,41.247
BGD,1984,40.514
BGD,1985,39.713
BGD,1986,38.846
BGD,1987,37.933
BGD,1988,36.992
BGD,1989,36.041
BGD,1990,35.099
BGD,1991,34.183
BGD,1992,33.299
BGD,1993,32.454
BGD,1994,31.653
BGD,1995,30.897
BGD,1996,30.181
BGD,1997,29.493
BGD,1998,28.821
BGD,1999,28.158
BGD,2000,27.493
BGD,2001,26.818
BGD,2002,26.132
BGD,2003,25.439
BGD,2004,24.742
BGD,2005,24.053
BGD,2006,23.384
BGD,2007,22.747
BGD,2008,22.153
BGD,2009,21.605
BGD,2010,21.107
BGD,2011,20.657
BGD,2012,20.245
BGD,2013,19.862
BGD,2014,19.501
BGD,2015,19.156
BGD,2016,18.824
BGD,2017,18.501
BGD,2018,18.184
BGD,2019,0
BGD,2020,0
BRB,1960,30.56
BRB,1961,29.968
BRB,1962,29.25
BRB,1963,28.395
BRB,1964,27.414
BRB,1965,26.35
BRB,1966,25.263
BRB,1967,24.22
BRB,1968,23.273
BRB,1969,22.445
BRB,1970,21.736
BRB,1971,21.123
BRB,1972,20.562
BRB,1973,20.024
BRB,1974,19.504
BRB,1975,19.018
BRB,1976,18.591
BRB,1977,18.245
BRB,1978,17.988
BRB,1979,17.813
BRB,1980,17.698
BRB,1981,17.615
BRB,1982,17.529
BRB,1983,17.418
BRB,1984,17.268
BRB,1985,17.079
BRB,1986,16.859
BRB,1987,16.63
BRB,1988,16.407
BRB,1989,16.194
BRB,1990,15.988
BRB,1991,15.784
BRB,1992,15.574
BRB,1993,15.355
BRB,1994,15.126
BRB,1995,14.896
BRB,1996,14.672
BRB,1997,14.462
BRB,1998,14.27
BRB,1999,14.095
BRB,2000,13.934
BRB,2001,13.78
BRB,2002,13.624
BRB,2003,13.457
BRB,2004,13.274
BRB,2005,13.069
BRB,2006,12.837
BRB,2007,12.581
BRB,2008,12.308
BRB,2009,12.026
BRB,2010,11.748
BRB,2011,11.489
BRB,2012,11.259
BRB,2013,11.067
BRB,2014,10.916
BRB,2015,10.806
BRB,2016,10.732
BRB,2017,10.683
BRB,2018,10.648
BRB,2019,0
BRB,2020,0
BLR,1960,23.455
BLR,1961,22.788
BLR,1962,21.975
BLR,1963,21.053
BLR,1964,20.068
BLR,1965,19.09
BLR,1966,18.184
BLR,1967,17.395
BLR,1968,16.756
BLR,1969,16.284
BLR,1970,15.976
BLR,1971,15.805
BLR,1972,15.718
BLR,1973,15.672
BLR,1974,15.647
BLR,1975,15.642
BLR,1976,15.668
BLR,1977,15.74
BLR,1978,15.858
BLR,1979,16.008
BLR,1980,16.177
BLR,1981,16.3
BLR,1982,16.3
BLR,1983,17.6
BLR,1984,17
BLR,1985,16.5
BLR,1986,17.1
BLR,1987,16.1
BLR,1988,16.1
BLR,1989,15.1
BLR,1990,14
BLR,1991,13
BLR,1992,12.5
BLR,1993,11.5
BLR,1994,10.8
BLR,1995,9.9
BLR,1996,9.4
BLR,1997,8.9
BLR,1998,9.2
BLR,1999,9.3
BLR,2000,9.4
BLR,2001,9.2
BLR,2002,8.9
BLR,2003,9
BLR,2004,9.1
BLR,2005,9.3
BLR,2006,9.9
BLR,2007,10.7
BLR,2008,11.1
BLR,2009,11.4
BLR,2010,11.4
BLR,2011,11.5
BLR,2012,12.2
BLR,2013,12.5
BLR,2014,12.5
BLR,2015,12.5
BLR,2016,12.4
BLR,2017,10.8
BLR,2018,9.9
BLR,2019,0
BLR,2020,0
BEL,1960,16.8
BEL,1961,17.3
BEL,1962,16.8
BEL,1963,17.1
BEL,1964,17.2
BEL,1965,16.4
BEL,1966,15.9
BEL,1967,15.3
BEL,1968,14.8
BEL,1969,14.7
BEL,1970,14.7
BEL,1971,14.6
BEL,1972,14
BEL,1973,13.3
BEL,1974,12.7
BEL,1975,12.2
BEL,1976,12.3
BEL,1977,12.4
BEL,1978,12.5
BEL,1979,12.6
BEL,1980,12.6
BEL,1981,12.6
BEL,1982,12.2
BEL,1983,11.9
BEL,1984,11.7
BEL,1985,11.6
BEL,1986,11.9
BEL,1987,11.9
BEL,1988,12.1
BEL,1989,12.2
BEL,1990,12.4
BEL,1991,12.6
BEL,1992,12.4
BEL,1993,12
BEL,1994,11.5
BEL,1995,11.4
BEL,1996,11.5
BEL,1997,11.4
BEL,1998,11.2
BEL,1999,11.2
BEL,2000,11.4
BEL,2001,11.2
BEL,2002,10.9
BEL,2003,11
BEL,2004,11.3
BEL,2005,11.4
BEL,2006,11.6
BEL,2007,11.7
BEL,2008,11.9
BEL,2009,11.8
BEL,2010,11.9
BEL,2011,11.7
BEL,2012,11.5
BEL,2013,11.3
BEL,2014,11.2
BEL,2015,10.8
BEL,2016,10.8
BEL,2017,10.5
BEL,2018,10.3
BEL,2019,0
BEL,2020,0
BLZ,1960,44.967
BLZ,1961,44.382
BLZ,1962,43.862
BLZ,1963,43.407
BLZ,1964,43.018
BLZ,1965,42.693
BLZ,1966,42.432
BLZ,1967,42.23
BLZ,1968,42.081
BLZ,1969,41.978
BLZ,1970,41.927
BLZ,1971,41.939
BLZ,1972,42.008
BLZ,1973,42.118
BLZ,1974,42.243
BLZ,1975,42.341
BLZ,1976,42.369
BLZ,1977,42.296
BLZ,1978,42.105
BLZ,1979,41.792
BLZ,1980,41.365
BLZ,1981,40.85
BLZ,1982,40.288
BLZ,1983,39.713
BLZ,1984,39.142
BLZ,1985,38.587
BLZ,1986,38.048
BLZ,1987,37.513
BLZ,1988,36.973
BLZ,1989,36.424
BLZ,1990,35.862
BLZ,1991,35.282
BLZ,1992,34.681
BLZ,1993,34.061
BLZ,1994,33.427
BLZ,1995,32.791
BLZ,1996,32.168
BLZ,1997,31.567
BLZ,1998,30.99
BLZ,1999,30.431
BLZ,2000,29.868
BLZ,2001,29.271
BLZ,2002,28.62
BLZ,2003,27.913
BLZ,2004,27.158
BLZ,2005,26.386
BLZ,2006,25.635
BLZ,2007,24.944
BLZ,2008,24.339
BLZ,2009,23.827
BLZ,2010,23.402
BLZ,2011,23.044
BLZ,2012,22.717
BLZ,2013,22.395
BLZ,2014,22.067
BLZ,2015,21.733
BLZ,2016,21.4
BLZ,2017,21.081
BLZ,2018,20.786
BLZ,2019,0
BLZ,2020,0
BEN,1960,44.304
BEN,1961,44.733
BEN,1962,45.13
BEN,1963,45.489
BEN,1964,45.805
BEN,1965,46.075
BEN,1966,46.296
BEN,1967,46.476
BEN,1968,46.622
BEN,1969,46.739
BEN,1970,46.835
BEN,1971,46.919
BEN,1972,46.995
BEN,1973,47.066
BEN,1974,47.135
BEN,1975,47.202
BEN,1976,47.262
BEN,1977,47.309
BEN,1978,47.339
BEN,1979,47.348
BEN,1980,47.337
BEN,1981,47.306
BEN,1982,47.256
BEN,1983,47.188
BEN,1984,47.1
BEN,1985,46.991
BEN,1986,46.856
BEN,1987,46.693
BEN,1988,46.502
BEN,1989,46.281
BEN,1990,46.029
BEN,1991,45.745
BEN,1992,45.432
BEN,1993,45.093
BEN,1994,44.733
BEN,1995,44.356
BEN,1996,43.965
BEN,1997,43.564
BEN,1998,43.161
BEN,1999,42.76
BEN,2000,42.371
BEN,2001,42.002
BEN,2002,41.654
BEN,2003,41.326
BEN,2004,41.018
BEN,2005,40.726
BEN,2006,40.445
BEN,2007,40.167
BEN,2008,39.884
BEN,2009,39.59
BEN,2010,39.278
BEN,2011,38.945
BEN,2012,38.591
BEN,2013,38.219
BEN,2014,37.831
BEN,2015,37.432
BEN,2016,37.027
BEN,2017,36.621
BEN,2018,36.221
BEN,2019,0
BEN,2020,0
BMU,1960,28.3
BMU,1961,0
BMU,1962,26
BMU,1963,0
BMU,1964,0
BMU,1965,0
BMU,1966,20.3
BMU,1967,0
BMU,1968,0
BMU,1969,0
BMU,1970,20.3
BMU,1971,0
BMU,1972,0
BMU,1973,0
BMU,1974,0
BMU,1975,0
BMU,1976,15.2
BMU,1977,14.3
