Code,Year,total_all_cancers
MLI,2008,6700.554078
MLI,2009,6954.385938
MLI,2010,7208.881727
MLI,2011,7409.892328
MLI,2012,7655.65556
MLI,2013,7924.031395
MLI,2014,8219.543824
MLI,2015,8544.829996
MLI,2016,8948.422669
MLI,2017,9228.157183
MLT,1990,552.3016085
MLT,1991,565.2152757
MLT,1992,574.6608146
MLT,1993,577.0480078
MLT,1994,588.2446493
MLT,1995,606.1836922
MLT,1996,611.6661705
MLT,1997,617.6800188
MLT,1998,626.9176282
MLT,1999,640.0003186
MLT,2000,656.7173924
MLT,2001,674.1210488
MLT,2002,677.4783382
MLT,2003,687.4722093
MLT,2004,708.6546145
MLT,2005,730.0504825
MLT,2006,747.5813671
MLT,2007,767.9285639
MLT,2008,778.6416436
MLT,2009,788.9934622
MLT,2010,808.6016929
MLT,2011,811.0755006
MLT,2012,829.0989884
MLT,2013,836.3252531
MLT,2014,856.5612455
MLT,2015,886.0104548
MLT,2016,934.2826476
MLT,2017,964.9922427
MHL,1990,23.23581692
MHL,1991,23.93690489
MHL,1992,24.8516899
MHL,1993,25.78903638
MHL,1994,26.33646111
MHL,1995,27.2341366
MHL,1996,27.80644525
MHL,1997,28.57502672
MHL,1998,29.34875559
MHL,1999,30.07785201
MHL,2000,31.08741569
MHL,2001,31.93112007
MHL,2002,32.66524161
MHL,2003,33.63849715
MHL,2004,34.4512854
MHL,2005,35.47159335
MHL,2006,36.4529834
MHL,2007,37.24773938
MHL,2008,38.14501509
MHL,2009,38.93565551
MHL,2010,39.90517985
MHL,2011,40.71851067
MHL,2012,41.57824865
MHL,2013,42.53774873
MHL,2014,43.45580834
MHL,2015,44.56180444
MHL,2016,45.52369062
MHL,2017,46.5809569
MRT,1990,1180.222351
MRT,1991,1187.802503
MRT,1992,1202.240872
MRT,1993,1216.271025
MRT,1994,1232.486103
MRT,1995,1242.521069
MRT,1996,1259.464658
MRT,1997,1268.339934
MRT,1998,1280.647827
MRT,1999,1288.933658
MRT,2000,1303.128716
MRT,2001,1333.541852
MRT,2002,1357.412292
MRT,2003,1386.216295
MRT,2004,1420.713433
MRT,2005,1452.156575
MRT,2006,1494.806535
MRT,2007,1540.344579
MRT,2008,1589.045488
MRT,2009,1641.251908
MRT,2010,1690.597353
MRT,2011,1748.778976
MRT,2012,1807.77244
MRT,2013,1868.195842
MRT,2014,1927.448833
MRT,2015,1987.025419
MRT,2016,2052.514589
MRT,2017,2112.998966
MUS,1990,615.8886451
MUS,1991,618.3093705
MUS,1992,656.0320408
MUS,1993,672.8221873
MUS,1994,691.0028801
MUS,1995,688.577105
MUS,1996,697.2731575
MUS,1997,720.6640846
MUS,1998,735.5301793
MUS,1999,762.578247
MUS,2000,791.0172366
MUS,2001,838.1399717
MUS,2002,864.7457037
MUS,2003,896.2470282
MUS,2004,915.1477185
MUS,2005,942.8254014
MUS,2006,963.2432145
MUS,2007,970.5849221
MUS,2008,1014.690907
MUS,2009,1043.408614
MUS,2010,1057.700991
MUS,2011,1072.349409
MUS,2012,1126.798823
MUS,2013,1154.125231
MUS,2014,1202.031121
MUS,2015,1250.6937
MUS,2016,1290.686781
MUS,2017,1310.749376
MEX,1990,43064.66517
MEX,1991,43898.17934
MEX,1992,45563.02798
MEX,1993,47255.99517
MEX,1994,48511.51043
MEX,1995,50079.18246
MEX,1996,51001.07537
MEX,1997,52648.90444
MEX,1998,54179.29785
MEX,1999,54952.56939
MEX,2000,55560.36468
MEX,2001,56568.024
MEX,2002,58761.42991
MEX,2003,60648.68274
MEX,2004,61397.3853
MEX,2005,63756.28512
MEX,2006,64456.43484
MEX,2007,65359.73435
MEX,2008,68728.71208
MEX,2009,71815.15025
MEX,2010,72556.04665
MEX,2011,73390.5215
MEX,2012,75719.57228
MEX,2013,78891.59207
MEX,2014,81651.7126
MEX,2015,83235.53149
MEX,2016,86131.892
MEX,2017,89276.40282
FSM,1990,63.84269605
FSM,1991,64.48614741
FSM,1992,65.06667748
FSM,1993,65.57413149
FSM,1994,66.04685345
FSM,1995,66.3061227
FSM,1996,66.80406232
FSM,1997,67.20603766
FSM,1998,67.49921409
FSM,1999,67.91715814
FSM,2000,68.30279589
FSM,2001,68.70802638
FSM,2002,68.89430218
FSM,2003,69.00701669
FSM,2004,69.40794888
FSM,2005,69.69267295
FSM,2006,70.57413408
FSM,2007,71.51745488
FSM,2008,72.53223673
FSM,2009,73.49857098
FSM,2010,74.16409377
FSM,2011,75.0873147
FSM,2012,76.09526666
FSM,2013,77.22672866
FSM,2014,78.48330768
FSM,2015,79.52568479
FSM,2016,80.90060813
FSM,2017,82.35645015
,1990,1168014.216
,1991,1198433.576
,1992,1228310.093
,1993,1258444.966
,1994,1289283.93
,1995,1323199.14
,1996,1360861.998
,1997,1394446.877
,1998,1430679.407
,1999,1471342.116
,2000,1516074.429
,2001,1544789.329
,2002,1584542.307
,2003,1621839.738
,2004,1651812.375
,2005,1670929.123
,2006,1684755.958
,2007,1716433.483
,2008,1765932.148
,2009,1821691.676
,2010,1876660.253
,2011,1924934.404
,2012,1971639.03
,2013,2015905.705
,2014,2096935.346
,2015,2191312.148
,2016,2274389.207
,2017,2322298.028
MDA,1990,5592.26155
MDA,1991,5733.683251
MDA,1992,5573.803786
MDA,1993,5713.725778
MDA,1994,6124.013922
MDA,1995,6155.459315
MDA,1996,5756.250378
MDA,1997,5185.099427
MDA,1998,4927.302422
MDA,1999,4871.035443
MDA,2000,4937.030255
MDA,2001,4947.703316
MDA,2002,5005.29397
MDA,2003,5116.164853
MDA,2004,5329.168196
MDA,2005,5667.076592
MDA,2006,5777.279781
MDA,2007,5796.062583
MDA,2008,5850.578196
MDA,2009,6045.792375
MDA,2010,6164.789523
MDA,2011,5866.486806
MDA,2012,5813.355341
MDA,2013,5815.179745
MDA,2014,6072.40011
MDA,2015,6244.50908
MDA,2016,6093.927262
MDA,2017,5949.579412
MNG,1990,2496.310356
MNG,1991,2576.790782
MNG,1992,2609.691546
MNG,1993,2695.726534
MNG,1994,2750.125688
MNG,1995,2860.293533
MNG,1996,2926.459958
MNG,1997,2949.110885
MNG,1998,2944.431745
MNG,1999,2959.256106
MNG,2000,2978.370105
MNG,2001,3037.487157
MNG,2002,3085.72621
MNG,2003,3136.667275
MNG,2004,3181.142474
MNG,2005,3260.978042
MNG,2006,3342.558072
MNG,2007,3417.778595
MNG,2008,3565.28765
MNG,2009,3775.663609
MNG,2010,3846.499243
MNG,2011,3913.518957
MNG,2012,3938.360735
MNG,2013,4016.913062
MNG,2014,4093.405663
MNG,2015,4230.687362
MNG,2016,4436.114925
MNG,2017,4598.273075
MNE,1990,852.9476153
MNE,1991,875.4579182
MNE,1992,892.3015814
MNE,1993,908.0447363
MNE,1994,934.3847644
MNE,1995,961.2062734
MNE,1996,990.5299092
MNE,1997,1028.44135
MNE,1998,1054.548719
MNE,1999,1077.649113
MNE,2000,1103.134393
MNE,2001,1120.164913
MNE,2002,1134.566674
MNE,2003,1154.027639
MNE,2004,1166.909262
MNE,2005,1185.970898
MNE,2006,1198.009258
MNE,2007,1203.825336
MNE,2008,1212.138092
MNE,2009,1214.340045
MNE,2010,1225.280814
MNE,2011,1244.174409
MNE,2012,1263.551298
MNE,2013,1296.57632
MNE,2014,1318.590354
MNE,2015,1330.501528
MNE,2016,1342.478165
MNE,2017,1358.918568
MAR,1990,9955.901879
MAR,1991,10273.14073
MAR,1992,10598.74162
MAR,1993,10969.3005
MAR,1994,11266.4235
MAR,1995,11615.67053
MAR,1996,11961.20998
MAR,1997,12398.12658
MAR,1998,12672.66873
MAR,1999,13060.38805
MAR,2000,13213.90949
MAR,2001,13513.66168
MAR,2002,13809.58114
MAR,2003,14229.9927
MAR,2004,14597.79522
MAR,2005,15010.62239
MAR,2006,15461.69498
MAR,2007,15949.51142
MAR,2008,16401.31964
MAR,2009,16874.05108
MAR,2010,17364.44309
MAR,2011,17887.42593
MAR,2012,18402.06243
MAR,2013,18961.43897
MAR,2014,19550.68006
MAR,2015,20112.07465
MAR,2016,20697.38401
MAR,2017,21236.14089
MOZ,1990,8328.717513
MOZ,1991,8419.653009
MOZ,1992,8560.356395
MOZ,1993,8686.52044
MOZ,1994,8755.736386
MOZ,1995,8842.298988
MOZ,1996,8965.387347
MOZ,1997,9147.624523
MOZ,1998,9147.55086
MOZ,1999,9157.957111
MOZ,2000,9205.62548
MOZ,2001,9156.248344
MOZ,2002,9284.838862
MOZ,2003,9424.878019
MOZ,2004,9650.042684
MOZ,2005,9956.358953
MOZ,2006,10340.78375
MOZ,2007,10793.53856
MOZ,2008,11171.71266
MOZ,2009,11500.92463
MOZ,2010,11869.7924
MOZ,2011,12191.61373
MOZ,2012,12568.48765
MOZ,2013,12958.413
MOZ,2014,13394.94788
MOZ,2015,13858.09933
MOZ,2016,14302.21074
MOZ,2017,14653.09335
MMR,1990,38118.47509
MMR,1991,38823.23308
MMR,1992,39487.14245
MMR,1993,40157.65704
MMR,1994,40834.00785
MMR,1995,41489.20222
MMR,1996,42246.07368
MMR,1997,43023.01571
MMR,1998,43818.15286
MMR,1999,44613.40632
MMR,2000,45373.63077
MMR,2001,46186.28173
MMR,2002,46969.3494
MMR,2003,47846.94996
MMR,2004,48703.41312
MMR,2005,49136.52072
MMR,2006,49910.18112
MMR,2007,50394.47014
MMR,2008,50695.84827
MMR,2009,50908.88972
MMR,2010,50953.96816
MMR,2011,51203.437
MMR,2012,51582.0163
MMR,2013,52271.44573
MMR,2014,52927.22594
MMR,2015,53822.85589
MMR,2016,54858.33743
MMR,2017,55767.74302
NAM,1990,689.185424
NAM,1991,710.3146253
NAM,1992,737.7574001
NAM,1993,767.6190061
NAM,1994,805.3500524
NAM,1995,850.5223753
NAM,1996,894.8530494
NAM,1997,941.4124126
NAM,1998,992.0959435
NAM,1999,1038.310579
NAM,2000,1082.667161
NAM,2001,1105.708319
NAM,2002,1128.136047
NAM,2003,1155.705527
NAM,2004,1163.42302
NAM,2005,1151.379907
NAM,2006,1130.12783
NAM,2007,1109.719711
NAM,2008,1099.257242
NAM,2009,1105.132643
NAM,2010,1106.186549
NAM,2011,1099.831965
NAM,2012,1121.89108
NAM,2013,1152.567015
NAM,2014,1188.08311
NAM,2015,1220.397217
NAM,2016,1256.761906
NAM,2017,1292.059897
NPL,1990,8789.713296
NPL,1991,8853.152615
NPL,1992,8884.308366
NPL,1993,8997.493417
NPL,1994,9011.490887
NPL,1995,9036.812335
NPL,1996,9010.906831
NPL,1997,9056.262476
NPL,1998,9115.251133
NPL,1999,9186.575554
NPL,2000,9254.011905
NPL,2001,9358.275141
NPL,2002,9538.861102
NPL,2003,9781.851257
NPL,2004,10081.37442
NPL,2005,10458.50227
NPL,2006,10894.81703
NPL,2007,11390.60656
NPL,2008,11866.86672
NPL,2009,12370.39457
NPL,2010,12884.07259
NPL,2011,13521.77528
NPL,2012,14155.05924
NPL,2013,14756.80101
NPL,2014,15317.44061
NPL,2015,15945.86912
NPL,2016,16490.19917
NPL,2017,16939.26562
NLD,1990,33884.98222
NLD,1991,34599.82158
NLD,1992,35079.79184
NLD,1993,36287.99437
NLD,1994,36023.91629
NLD,1995,35922.56108
NLD,1996,37034.27036
NLD,1997,37119.52628
NLD,1998,37349.94786
NLD,1999,38145.70467
NLD,2000,37988.46281
NLD,2001,38973.56232
NLD,2002,39795.01874
NLD,2003,40369.12056
NLD,2004,40168.945
NLD,2005,39716.67014
NLD,2006,40428.29587
NLD,2007,40857.47963
NLD,2008,42110.37
NLD,2009,42564.47779
NLD,2010,43262.48077
NLD,2011,44020.95121
NLD,2012,44908.86919
NLD,2013,45070.85276
NLD,2014,44953.7432
NLD,2015,46221.34128
NLD,2016,47519.44425
NLD,2017,48318.42824
NZL,1990,6247.912991
NZL,1991,6288.45568
NZL,1992,6453.063704
NZL,1993,6622.991687
NZL,1994,6631.81299
NZL,1995,7012.742961
NZL,1996,7071.580857
NZL,1997,7054.527015
NZL,1998,7025.64094
NZL,1999,7228.91576
NZL,2000,7183.400304
NZL,2001,7284.929152
NZL,2002,7458.795763
NZL,2003,7550.651086
NZL,2004,7570.103014
NZL,2005,7539.660976
NZL,2006,7656.031042
NZL,2007,7879.360196
NZL,2008,8026.930626
NZL,2009,8088.228163
NZL,2010,8130.033675
NZL,2011,8284.515263
NZL,2012,8418.887559
NZL,2013,8460.437253
NZL,2014,8652.9801
NZL,2015,8740.490225
NZL,2016,8883.36498
NZL,2017,9089.848851
NIC,1990,1314.773473
NIC,1991,1415.27433
NIC,1992,1440.955868
NIC,1993,1522.454729
NIC,1994,1574.003361
NIC,1995,1654.618479
NIC,1996,1719.022413
NIC,1997,1745.862993
NIC,1998,1797.637127
NIC,1999,1873.508561
NIC,2000,1943.355805
NIC,2001,2049.985672
NIC,2002,2137.177145
NIC,2003,2215.467743
NIC,2004,2283.711653
NIC,2005,2360.232582
NIC,2006,2341.215535
NIC,2007,2405.598446
NIC,2008,2471.061269
NIC,2009,2520.627471
NIC,2010,2515.017974
NIC,2011,2617.511013
NIC,2012,2716.098175
NIC,2013,2804.776709
NIC,2014,2944.799389
NIC,2015,2927.089584
NIC,2016,2967.953835
NIC,2017,3037.892282
NER,1990,3693.267292
NER,1991,3638.156412
NER,1992,3637.719467
NER,1993,3643.362959
NER,1994,3657.22175
NER,1995,3700.41887
NER,1996,3727.971384
NER,1997,3795.328745
NER,1998,3860.26093
NER,1999,3939.227962
NER,2000,4030.788664
NER,2001,4247.67675
NER,2002,4457.715686
NER,2003,4718.921889
NER,2004,5016.718189
NER,2005,5430.823403
NER,2006,5570.670045
NER,2007,5688.083052
NER,2008,5796.43214
NER,2009,5961.67129
NER,2010,6132.438557
NER,2011,6243.356731
NER,2012,6370.372726
NER,2013,6541.023328
NER,2014,6759.092393
NER,2015,6977.357636
NER,2016,7210.43352
NER,2017,7417.317191
NGA,1990,43158.316
NGA,1991,43879.46518
NGA,1992,44786.09872
NGA,1993,45607.18098
NGA,1994,46650.2661
NGA,1995,47662.77939
NGA,1996,48349.64671
NGA,1997,49076.98808
NGA,1998,49842.81794
NGA,1999,50730.49554
NGA,2000,51749.18881
NGA,2001,52645.75587
NGA,2002,53493.03201
NGA,2003,54479.53482
NGA,2004,55565.32959
NGA,2005,56490.48148
NGA,2006,58079.08672
NGA,2007,59420.12562
NGA,2008,60744.23187
NGA,2009,62565.20378
NGA,2010,64864.15015
NGA,2011,67054.30377
NGA,2012,69596.48524
NGA,2013,72069.77585
NGA,2014,75084.39436
NGA,2015,78121.0478
NGA,2016,81493.90052
NGA,2017,83786.1624
,1990,159384.2033
,1991,164073.3488
,1992,168628.1365
,1993,174058.2593
,1994,179233.5237
,1995,183249.2643
,1996,186771.8967
,1997,191512.0186
,1998,195023.4321
,1999,199370.4639
,2000,201982.6305
,2001,207276.4137
,2002,213158.206
,2003,219582.6444
,2004,225755.3331
,2005,233948.8718
,2006,241957.2784
,2007,248586.7773
,2008,257129.1545
,2009,269559.9252
,2010,279006.1931
,2011,286546.0832
,2012,294070.4613
,2013,301425.5766
,2014,309139.685
,2015,316931.1817
,2016,323725.5107
,2017,331447.6544
,1990,539540.7388
,1991,549151.3915
,1992,554445.5765
,1993,570901.597
,1994,576632.9444
,1995,585536.8746
,1996,586178.8684
,1997,586343.3661
,1998,589966.6832
,1999,598287.0146
,2000,602804.5222
,2001,608305.0262
,2002,614680.2811
,2003,618274.0849
,2004,614101.242
,2005,622495.4186
,2006,623869.8878
,2007,626711.4869
,2008,634690.8445
,2009,639853.5292
,2010,639664.444
,2011,648263.1383
,2012,655375.5656
,2013,663622.8519
,2014,675824.107
,2015,690092.0289
,2016,713290.0743
,2017,732770.7162
PRK,1990,21294.90779
PRK,1991,21874.13827
PRK,1992,22514.34444
PRK,1993,23179.58563
PRK,1994,23858.24691
PRK,1995,24558.10803
PRK,1996,25319.06651
PRK,1997,26123.94174
PRK,1998,26917.95757
PRK,1999,27703.17234
PRK,2000,28521.33765
PRK,2001,29222.54345
PRK,2002,29924.77538
PRK,2003,30600.47045
PRK,2004,31292.51595
PRK,2005,32001.17248
PRK,2006,32749.6498
PRK,2007,33532.39785
PRK,2008,34267.45594
PRK,2009,34938.63234
PRK,2010,35642.3745
PRK,2011,36292.3554
PRK,2012,36948.96119
PRK,2013,37557.87154
PRK,2014,38151.54224
PRK,2015,38748.48349
PRK,2016,39234.83297
PRK,2017,39673.6088
MKD,1990,2235.35362
MKD,1991,2245.381556
MKD,1992,2367.74273
MKD,1993,2456.672482
MKD,1994,2477.253873
MKD,1995,2537.194593
MKD,1996,2626.231482
MKD,1997,2713.73371
MKD,1998,2806.407165
MKD,1999,2871.570076
MKD,2000,2883.282807
MKD,2001,2974.556187
MKD,2002,3102.001895
MKD,2003,3143.019141
MKD,2004,3162.849119
MKD,2005,3260.635497
MKD,2006,3405.952737
MKD,2007,3504.242564
MKD,2008,3495.941117
MKD,2009,3604.071817
MKD,2010,3667.209035
MKD,2011,3635.621511
MKD,2012,3680.621573
MKD,2013,3664.451727
MKD,2014,3713.831275
MKD,2015,3976.409124
MKD,2016,4097.701097
MKD,2017,4155.993052
,1990,3405.608904
,1991,3395.546281
,1992,3368.18557
,1993,3546.44626
,1994,3487.723199
,1995,3466.345111
,1996,3371.876843
,1997,3341.62495
,1998,3389.264949
,1999,3456.029433
,2000,3385.862041
,2001,3348.12623
,2002,3481.391639
,2003,3491.002499
,2004,3546.145219
,2005,3577.22166
,2006,3724.168289
,2007,3817.502988
,2008,3876.837454
,2009,3929.899322
,2010,4084.049794
,2011,4035.444824
,2012,4066.133656
,2013,4073.57314
,2014,4083.448115
,2015,4216.153546
,2016,4231.762491
,2017,4233.878831
MNP,1990,21.70536114
MNP,1991,22.67017561
MNP,1992,22.98552404
MNP,1993,22.87958679
MNP,1994,22.90082683
MNP,1995,23.50229671
MNP,1996,24.63709534
MNP,1997,26.14932774
MNP,1998,27.88373694
MNP,1999,29.34854209
MNP,2000,31.17759944
MNP,2001,32.5720544
MNP,2002,33.3102076
MNP,2003,33.88264951
MNP,2004,34.64160679
MNP,2005,36.06000172
MNP,2006,37.68974316
MNP,2007,39.17496049
MNP,2008,40.26710338
MNP,2009,41.59776928
MNP,2010,43.27050172
MNP,2011,45.24335482
MNP,2012,46.67601914
MNP,2013,48.05923772
MNP,2014,49.34008694
MNP,2015,51.63029769
MNP,2016,53.50049222
MNP,2017,55.09971656
NOR,1990,9498.539057
NOR,1991,9572.046416
NOR,1992,9740.034066
NOR,1993,9824.469343
NOR,1994,9859.51793
NOR,1995,9917.340987
NOR,1996,9968.492277
NOR,1997,10005.48154
NOR,1998,10130.71749
NOR,1999,10130.55527
NOR,2000,10260.68263
NOR,2001,10279.56719
NOR,2002,10355.31098
NOR,2003,10196.5052
NOR,2004,10183.26207
NOR,2005,10149.79188
NOR,2006,10176.381
NOR,2007,10348.87716
NOR,2008,10427.33029
NOR,2009,10537.03247
NOR,2010,10688.80622
NOR,2011,10988.18009
NOR,2012,10603.90925
NOR,2013,10822.36003
NOR,2014,10671.52405
NOR,2015,10541.8356
NOR,2016,10631.40961
NOR,2017,10827.42463
,1990,3700.006468
,1991,3779.848294
,1992,3856.251381
,1993,3927.548967
,1994,4007.169707
,1995,4099.927698
,1996,4194.887086
,1997,4295.127637
,1998,4396.951493
,1999,4526.217457
,2000,4678.817359
,2001,4827.480393
,2002,4993.429815
,2003,5179.899867
,2004,5365.462123
,2005,5568.37809
,2006,5788.616422
,2007,6010.697953
,2008,6220.292866
,2009,6423.566949
,2010,6633.808898
,2011,6851.114723
,2012,7068.3656
,2013,7286.528739
,2014,7503.020039
,2015,7736.2015
,2016,7981.293853
,2017,8220.476412
OMN,1990,492.4473255
OMN,1991,506.913269
OMN,1992,521.7294397
OMN,1993,528.89539
OMN,1994,534.4571614
OMN,1995,542.4009753
OMN,1996,552.3397549
OMN,1997,565.2096132
OMN,1998,567.345102
OMN,1999,564.1480503
OMN,2000,563.0094059
OMN,2001,576.6695586
OMN,2002,589.4707829
OMN,2003,585.8888553
OMN,2004,575.7107534
OMN,2005,570.9495383
OMN,2006,594.0296964
OMN,2007,631.1799904
OMN,2008,662.1683412
OMN,2009,691.7659525
OMN,2010,740.3861226
OMN,2011,844.1894482
OMN,2012,935.6957294
OMN,2013,950.7226664
OMN,2014,969.9782306
OMN,2015,1014.427044
OMN,2016,1042.451813
OMN,2017,1084.366053
PAK,1990,63244.15504
PAK,1991,67509.68829
PAK,1992,69697.02888
PAK,1993,71496.78615
PAK,1994,73385.54371
PAK,1995,75794.04281
PAK,1996,78703.41531
PAK,1997,82114.81442
PAK,1998,85765.2478
PAK,1999,89144.68628
PAK,2000,92192.35926
PAK,2001,94259.51121
PAK,2002,96386.10299
PAK,2003,98636.94774
PAK,2004,101413.6812
PAK,2005,104844.3796
PAK,2006,108170.6428
PAK,2007,110906.6871
PAK,2008,114761.2902
PAK,2009,118321.1929
PAK,2010,121827.0961
PAK,2011,125427.5116
PAK,2012,129398.6689
PAK,2013,133536.2003
PAK,2014,138128.693
PAK,2015,142276.4425
PAK,2016,146700.46
PAK,2017,150901.4805
PSE,1990,903.7928967
PSE,1991,922.207904
PSE,1992,943.4604833
PSE,1993,964.0337816
PSE,1994,986.8883411
PSE,1995,1013.880303
PSE,1996,1041.960817
PSE,1997,1074.412472
PSE,1998,1104.32911
PSE,1999,1140.436391
PSE,2000,1183.779381
PSE,2001,1224.572222
PSE,2002,1276.342857
PSE,2003,1314.999594
PSE,2004,1374.720532
PSE,2005,1414.84496
PSE,2006,1461.064394
PSE,2007,1511.46442
PSE,2008,1558.103625
PSE,2009,1611.526603
PSE,2010,1668.491397
PSE,2011,1721.087837
PSE,2012,1783.069034
PSE,2013,1818.322794
PSE,2014,1873.471191
PSE,2015,1955.736958
PSE,2016,2021.058272
PSE,2017,2117.804567
PAN,1990,1410.88867
PAN,1991,1439.752741
PAN,1992,1528.956793
PAN,1993,1601.984792
PAN,1994,1627.566279
PAN,1995,1685.39726
PAN,1996,1714.61848
PAN,1997,1815.441397
PAN,1998,1878.697957
PAN,1999,1861.711628
PAN,2000,1890.217104
PAN,2001,1929.677815
PAN,2002,1999.396235
PAN,2003,2081.945661
PAN,2004,2132.381
PAN,2005,2201.52587
PAN,2006,2293.563411
PAN,2007,2340.36634
PAN,2008,2436.717458
PAN,2009,2521.612642
PAN,2010,2596.964024
PAN,2011,2694.401903
PAN,2012,2815.059212
PAN,2013,2925.210306
PAN,2014,3013.842761
PAN,2015,3084.732962
PAN,2016,3154.25676
PAN,2017,3234.703652
PNG,1990,2418.324067
PNG,1991,2468.95338
PNG,1992,2519.449901
PNG,1993,2568.755717
PNG,1994,2621.5218
PNG,1995,2680.973536
PNG,1996,2743.482023
PNG,1997,2810.866512
PNG,1998,2889.478344
PNG,1999,2978.804647
PNG,2000,3087.297603
PNG,2001,3202.011074
PNG,2002,3326.750874
PNG,2003,3458.984951
PNG,2004,3594.970996
PNG,2005,3738.237555
PNG,2006,3889.670175
PNG,2007,4041.674411
PNG,2008,4193.300569
PNG,2009,4345.635648
PNG,2010,4502.151271
PNG,2011,4662.780933
PNG,2012,4825.687551
PNG,2013,4990.811376
PNG,2014,5155.277154
PNG,2015,5329.655387
PNG,2016,5519.661213
PNG,2017,5707.620289
PRY,1990,1945.575921
PRY,1991,2022.410041
PRY,1992,2151.271161
PRY,1993,2336.339752
PRY,1994,2426.195698
PRY,1995,2479.212289
PRY,1996,2641.349288
PRY,1997,2756.676448
PRY,1998,2919.625062
PRY,1999,3091.946113
PRY,2000,3230.992251
PRY,2001,3318.629282
PRY,2002,3440.886835
PRY,2003,3625.591887
PRY,2004,3812.670421
PRY,2005,3925.903717
PRY,2006,4068.901576
PRY,2007,4067.636005
PRY,2008,4158.146183
PRY,2009,4344.946641
PRY,2010,4470.086347
PRY,2011,4527.707688
PRY,2012,4598.630373
PRY,2013,4796.500172
PRY,2014,4831.923452
PRY,2015,4916.30677
PRY,2016,5073.589285
PRY,2017,5198.406418
PER,1990,12115.5299
PER,1991,12127.071
PER,1992,13373.90636
PER,1993,14122.23132
PER,1994,14713.36497
PER,1995,15485.15499
PER,1996,15829.81453
PER,1997,16419.26945
PER,1998,17066.09314
PER,1999,17234.666
PER,2000,17826.60338
PER,2001,17862.2977
PER,2002,18486.13936
PER,2003,19372.80562
PER,2004,19716.68713
PER,2005,20053.63041
PER,2006,20094.4471
PER,2007,20363.07424
PER,2008,21386.92125
PER,2009,23110.95719
PER,2010,23852.82469
PER,2011,24041.24128
PER,2012,24151.52186
PER,2013,24280.53091
PER,2014,24289.67199
PER,2015,24606.90219
PER,2016,25332.01578
PER,2017,26137.58286
PHL,1990,26258.77582
PHL,1991,27010.57829
PHL,1992,29058.95582
PHL,1993,30022.74502
PHL,1994,31862.99109
PHL,1995,33529.56551
PHL,1996,34902.77207
PHL,1997,36815.54011
PHL,1998,38373.71599
PHL,1999,40137.7045
PHL,2000,42197.92179
PHL,2001,44017.53516
PHL,2002,45468.38346
PHL,2003,46446.11121
PHL,2004,47267.52609
PHL,2005,48934.76216
PHL,2006,51219.27215
PHL,2007,52856.33279
PHL,2008,54818.84478
PHL,2009,57035.76995
PHL,2010,58877.11172
PHL,2011,60810.58621
PHL,2012,62959.99219
PHL,2013,65111.26387
PHL,2014,67002.11835
PHL,2015,70272.62432
PHL,2016,71775.50092
PHL,2017,72931.69445
POL,1990,74529.73922
POL,1991,77856.06117
POL,1992,77501.72884
POL,1993,76523.95437
POL,1994,77762.61617
POL,1995,80101.01739
POL,1996,80204.82598
POL,1997,82360.73229
POL,1998,83464.24724
POL,1999,86063.0401
POL,2000,85375.99951
POL,2001,85766.42141
POL,2002,86210.69552
POL,2003,87272.63923
POL,2004,88900.3177
POL,2005,89895.95311
POL,2006,91246.90029
POL,2007,93025.97486
POL,2008,93848.46921
POL,2009,95145.52477
POL,2010,94986.69501
POL,2011,96465.67696
POL,2012,99772.08334
POL,2013,101085.5521
POL,2014,101123.7933
POL,2015,104436.8213
POL,2016,103951.0964
POL,2017,104011.6468
PRT,1990,19809.79524
PRT,1991,20442.22048
PRT,1992,20675.26593
PRT,1993,21315.31737
PRT,1994,20724.40741
PRT,1995,21518.54045
PRT,1996,22305.26169
PRT,1997,22564.84178
PRT,1998,22803.18906
PRT,1999,23095.8753
PRT,2000,23236.75221
PRT,2001,23624.88744
PRT,2002,24076.0927
PRT,2003,24555.96637
PRT,2004,24035.72196
PRT,2005,24186.31272
PRT,2006,24593.84387
PRT,2007,25196.64168
PRT,2008,25597.09274
PRT,2009,26017.1345
PRT,2010,26260.03759
PRT,2011,26472.99966
PRT,2012,26687.6573
PRT,2013,26806.81647
PRT,2014,26751.13611
PRT,2015,26413.67086
PRT,2016,27189.84102
PRT,2017,27793.17836
PRI,1990,3946.404524
PRI,1991,4067.968532
PRI,1992,4201.360933
PRI,1993,4322.428305
PRI,1994,4361.314966
PRI,1995,4540.831447
PRI,1996,4610.590551
PRI,1997,4510.488801
PRI,1998,4737.725139
PRI,1999,4645.056123
PRI,2000,4665.062198
PRI,2001,4789.330573
PRI,2002,4697.286674
PRI,2003,4785.157713
PRI,2004,4927.926737
PRI,2005,4999.243655
PRI,2006,4981.937344
PRI,2007,5079.993326
PRI,2008,5159.085109
PRI,2009,5291.968297
PRI,2010,5268.792935
PRI,2011,5492.677218
PRI,2012,5398.202811
PRI,2013,5466.27052
PRI,2014,5469.031626
PRI,2015,5449.061125
PRI,2016,5751.612302
PRI,2017,5966.318815
QAT,1990,117.399435
QAT,1991,123.8997859
QAT,1992,131.1435308
QAT,1993,139.4878735
QAT,1994,145.8147069
QAT,1995,151.6830902
QAT,1996,155.9970613
QAT,1997,159.7338149
QAT,1998,163.4095171
QAT,1999,167.100681
QAT,2000,170.2938889
QAT,2001,171.9046523
