Code,Year,total_all_cancers
GNB,2006,738.0685967
GNB,2007,755.2244034
GNB,2008,763.2834521
GNB,2009,774.4760293
GNB,2010,784.3015852
GNB,2011,796.8073719
GNB,2012,812.4349399
GNB,2013,831.2476934
GNB,2014,848.5198497
GNB,2015,865.745881
GNB,2016,885.3705225
GNB,2017,901.4410095
GUY,1990,361.0002006
GUY,1991,354.3075089
GUY,1992,339.0294435
GUY,1993,347.0566194
GUY,1994,348.9391647
GUY,1995,370.6359005
GUY,1996,389.5315771
GUY,1997,396.8443221
GUY,1998,412.3780857
GUY,1999,429.3061599
GUY,2000,487.7279862
GUY,2001,465.9579209
GUY,2002,461.147189
GUY,2003,453.5443977
GUY,2004,455.052211
GUY,2005,473.0805357
GUY,2006,471.7563592
GUY,2007,469.6613851
GUY,2008,467.5662368
GUY,2009,468.4431946
GUY,2010,507.2826309
GUY,2011,541.8537628
GUY,2012,559.1489221
GUY,2013,559.0420803
GUY,2014,563.1290031
GUY,2015,565.670116
GUY,2016,570.77361
GUY,2017,574.7241092
HTI,1990,5087.294599
HTI,1991,5185.681509
HTI,1992,5290.538658
HTI,1993,5426.968518
HTI,1994,5548.404733
HTI,1995,5652.014346
HTI,1996,5724.596294
HTI,1997,5825.29117
HTI,1998,5930.118133
HTI,1999,6066.875832
HTI,2000,6176.484243
HTI,2001,6314.442766
HTI,2002,6458.748008
HTI,2003,6629.662837
HTI,2004,6787.090501
HTI,2005,6957.212364
HTI,2006,7154.704533
HTI,2007,7356.867684
HTI,2008,7557.014345
HTI,2009,7759.312668
HTI,2010,7823.015075
HTI,2011,7888.207842
HTI,2012,8100.151394
HTI,2013,8300.869155
HTI,2014,8501.62126
HTI,2015,8712.646549
HTI,2016,8948.167422
HTI,2017,9196.364059
,1990,1940613.985
,1991,1977978.421
,1992,1999543.519
,1993,2038556.776
,1994,2058699.53
,1995,2095018.017
,1996,2105575.205
,1997,2113313.929
,1998,2143856.526
,1999,2172554.137
,2000,2181077.333
,2001,2201069.535
,2002,2227848.306
,2003,2260762.361
,2004,2258047.286
,2005,2289975.601
,2006,2305740.586
,2007,2335886.326
,2008,2373369.965
,2009,2399563.891
,2010,2418761.039
,2011,2455628.158
,2012,2479641.322
,2013,2504707.04
,2014,2523805.221
,2015,2570685.795
,2016,2610848.711
,2017,2652189.088
,1990,1837735.189
,1991,1870927.107
,1992,1892816.558
,1993,1931561.043
,1994,1947796.434
,1995,1981610.608
,1996,1993724.199
,1997,1999893.694
,1998,2027259.286
,1999,2053655.368
,2000,2059498.06
,2001,2078556.401
,2002,2105156.905
,2003,2135837.399
,2004,2128741.519
,2005,2156390.564
,2006,2170771.206
,2007,2199417.849
,2008,2231879.283
,2009,2257636.304
,2010,2275238.57
,2011,2308327.279
,2012,2328068.251
,2013,2351145.617
,2014,2366565.436
,2015,2408169.715
,2016,2448258.596
,2017,2488261.662
,1990,274082.7272
,1991,284560.7004
,1992,295223.655
,1993,304526.6722
,1994,312123.5508
,1995,327425.8911
,1996,333262.3826
,1997,340565.6771
,1998,354833.4125
,1999,365692.6577
,2000,368961.319
,2001,373650.0474
,2002,378825.9208
,2003,389628.689
,2004,397437.2981
,2005,409137.347
,2006,412617.6258
,2007,421324.3659
,2008,428974.6482
,2009,435009.0873
,2010,446057.2657
,2011,457329.9782
,2012,460263.4203
,2013,464376.5375
,2014,467328.6657
,2015,468277.7101
,2016,473774.5518
,2017,484309.2355
,1990,1374683.791
,1991,1404688.931
,1992,1449457.375
,1993,1517815.364
,1994,1560510.408
,1995,1574543.412
,1996,1574515.279
,1997,1574884.16
,1998,1586757.214
,1999,1625087.03
,2000,1653752.621
,2001,1677133.065
,2002,1710571.057
,2003,1743129.074
,2004,1760152.942
,2005,1773345.181
,2006,1755032.431
,2007,1769328.243
,2008,1800085.664
,2009,1828723.111
,2010,1868333.88
,2011,1895152.436
,2012,1940637.066
,2013,1971795.248
,2014,2041561.115
,2015,2130050.306
,2016,2176941.206
,2017,2183508.542
HND,1990,1686.609021
HND,1991,1744.805821
HND,1992,1847.422719
HND,1993,1915.519158
HND,1994,1963.143885
HND,1995,2119.299834
HND,1996,2210.011777
HND,1997,2292.189091
HND,1998,2371.302027
HND,1999,2460.4051
HND,2000,2547.058629
HND,2001,2651.294026
HND,2002,2761.793715
HND,2003,2882.15312
HND,2004,3004.05703
HND,2005,3121.265239
HND,2006,3244.371598
HND,2007,3378.294635
HND,2008,3519.408754
HND,2009,3643.468898
HND,2010,3781.437031
HND,2011,3950.227277
HND,2012,4112.897277
HND,2013,4285.044687
HND,2014,4486.918607
HND,2015,4643.413992
HND,2016,4815.935126
HND,2017,4976.373309
HUN,1990,29976.54374
HUN,1991,30096.89649
HUN,1992,31438.42408
HUN,1993,32012.21923
HUN,1994,31945.80084
HUN,1995,32201.67189
HUN,1996,31653.93115
HUN,1997,32087.04741
HUN,1998,33223.2553
HUN,1999,34083.97946
HUN,2000,33530.84971
HUN,2001,33824.32205
HUN,2002,34584.2431
HUN,2003,35391.05223
HUN,2004,35170.22807
HUN,2005,35536.24816
HUN,2006,35113.27817
HUN,2007,35415.88796
HUN,2008,34668.2875
HUN,2009,34720.97296
HUN,2010,34318.58478
HUN,2011,34060.18873
HUN,2012,33552.86772
HUN,2013,32607.08093
HUN,2014,32212.20892
HUN,2015,33574.84565
HUN,2016,31662.12173
HUN,2017,30892.08053
ISL,1990,418.3431343
ISL,1991,425.6370771
ISL,1992,430.4825227
ISL,1993,438.0949862
ISL,1994,445.7717402
ISL,1995,452.5545176
ISL,1996,464.8965588
ISL,1997,470.7563817
ISL,1998,467.3137358
ISL,1999,468.1053076
ISL,2000,473.8390995
ISL,2001,472.5713354
ISL,2002,471.5021644
ISL,2003,475.4772009
ISL,2004,487.8853124
ISL,2005,496.1640114
ISL,2006,501.0231152
ISL,2007,508.8409424
ISL,2008,521.4870745
ISL,2009,534.2587068
ISL,2010,535.4310057
ISL,2011,535.1169828
ISL,2012,546.0994635
ISL,2013,558.6293746
ISL,2014,573.7232896
ISL,2015,585.6690811
ISL,2016,599.4571697
ISL,2017,607.4957576
IND,1990,373014.2764
IND,1991,385100.9157
IND,1992,397169.5267
IND,1993,401347.9963
IND,1994,405884.6853
IND,1995,410474.5169
IND,1996,423437.7521
IND,1997,448402.652
IND,1998,459151.9128
IND,1999,463101.6111
IND,2000,474152.9712
IND,2001,484331.5438
IND,2002,492323.3805
IND,2003,499265.3368
IND,2004,500329.7628
IND,2005,518982.9644
IND,2006,537211.5809
IND,2007,559900.7102
IND,2008,584659.0522
IND,2009,610449.7749
IND,2010,640760.0548
IND,2011,662356.2935
IND,2012,680558.9932
IND,2013,709928.7466
IND,2014,747585.0977
IND,2015,785169.3752
IND,2016,825294.7856
IND,2017,852419.7609
IDN,1990,89115.79267
IDN,1991,91841.82872
IDN,1992,94761.92056
IDN,1993,97827.70834
IDN,1994,100709.9955
IDN,1995,103843.014
IDN,1996,107349.9842
IDN,1997,110903.7244
IDN,1998,114401.6818
IDN,1999,118253.9846
IDN,2000,122285.5192
IDN,2001,125707.9727
IDN,2002,129144.225
IDN,2003,132433.2712
IDN,2004,135638.5713
IDN,2005,138362.7367
IDN,2006,141476.2132
IDN,2007,144727.6149
IDN,2008,148005.9533
IDN,2009,151261.7446
IDN,2010,154377.5192
IDN,2011,158273.094
IDN,2012,161268.5352
IDN,2013,164846.4073
IDN,2014,168898.2147
IDN,2015,173008.3566
IDN,2016,178368.7625
IDN,2017,183128.3736
IRN,1990,21770.63965
IRN,1991,21988.69854
IRN,1992,22182.00542
IRN,1993,22302.65007
IRN,1994,22523.27866
IRN,1995,22717.86281
IRN,1996,22719.1198
IRN,1997,23131.84892
IRN,1998,23581.76202
IRN,1999,24374.45184
IRN,2000,25336.32936
IRN,2001,26552.4959
IRN,2002,27655.84856
IRN,2003,29006.334
IRN,2004,30629.90553
IRN,2005,32388.93808
IRN,2006,34337.76036
IRN,2007,36261.45989
IRN,2008,38692.0811
IRN,2009,41448.36566
IRN,2010,43997.80427
IRN,2011,46305.96434
IRN,2012,48422.59505
IRN,2013,50879.75913
IRN,2014,53059.85387
IRN,2015,54763.89739
IRN,2016,55423.1476
IRN,2017,55930.71821
IRQ,1990,7325.649355
IRQ,1991,7573.941207
IRQ,1992,7943.173974
IRQ,1993,8266.427965
IRQ,1994,8513.65113
IRQ,1995,8810.942409
IRQ,1996,9173.116392
IRQ,1997,9554.643333
IRQ,1998,9574.708847
IRQ,1999,9806.444423
IRQ,2000,10279.62759
IRQ,2001,10223.17965
IRQ,2002,10637.14073
IRQ,2003,10605.68233
IRQ,2004,10604.22341
IRQ,2005,10562.45687
IRQ,2006,10468.82827
IRQ,2007,10435.15529
IRQ,2008,10606.29233
IRQ,2009,10649.57872
IRQ,2010,10927.2132
IRQ,2011,11106.4641
IRQ,2012,11402.79727
IRQ,2013,11745.97589
IRQ,2014,11861.83084
IRQ,2015,11831.66586
IRQ,2016,12097.83053
IRQ,2017,12527.70568
IRL,1990,6880.156352
IRL,1991,6901.793548
IRL,1992,7039.679678
IRL,1993,7131.379507
IRL,1994,7102.307601
IRL,1995,7245.576674
IRL,1996,7189.509953
IRL,1997,7289.302365
IRL,1998,7333.832366
IRL,1999,7468.975646
IRL,2000,7552.324775
IRL,2001,7464.480145
IRL,2002,7474.394268
IRL,2003,7486.062536
IRL,2004,7631.006878
IRL,2005,7656.746569
IRL,2006,7824.710576
IRL,2007,7877.938933
IRL,2008,8146.376815
IRL,2009,8426.229176
IRL,2010,8087.37776
IRL,2011,8311.00102
IRL,2012,8493.211297
IRL,2013,8520.207561
IRL,2014,8581.818208
IRL,2015,8694.51935
IRL,2016,8783.363389
IRL,2017,8976.540642
ISR,1990,6126.959297
ISR,1991,6690.999988
ISR,1992,7223.078142
ISR,1993,7403.708769
ISR,1994,7803.823019
ISR,1995,8211.306862
ISR,1996,8457.086193
ISR,1997,8728.085922
ISR,1998,9060.955664
ISR,1999,9202.381329
ISR,2000,9439.379095
ISR,2001,9430.11468
ISR,2002,9589.429329
ISR,2003,9679.282369
ISR,2004,9700.844162
ISR,2005,10027.4944
ISR,2006,10184.76464
ISR,2007,10532.32545
ISR,2008,10580.75089
ISR,2009,10632.49206
ISR,2010,10827.00529
ISR,2011,11020.83907
ISR,2012,11072.60353
ISR,2013,11226.03249
ISR,2014,11242.50435
ISR,2015,11560.20103
ISR,2016,11677.82258
ISR,2017,11945.906
ITA,1990,142436.8707
ITA,1991,146763.2039
ITA,1992,146923.9806
ITA,1993,147864.2926
ITA,1994,150134.2408
ITA,1995,150985.8211
ITA,1996,151754.3334
ITA,1997,152182.1773
ITA,1998,155367.384
ITA,1999,154206.8624
ITA,2000,154409.3356
ITA,2001,155699.646
ITA,2002,156787.9252
ITA,2003,160542.6198
ITA,2004,156972.9426
ITA,2005,158464.4638
ITA,2006,159508.8044
ITA,2007,161692.1589
ITA,2008,164540.3715
ITA,2009,166262.632
ITA,2010,165233.3043
ITA,2011,168170.2509
ITA,2012,169584.0366
ITA,2013,168616.5695
ITA,2014,167993.7697
ITA,2015,172537.757
ITA,2016,168780.262
ITA,2017,168154.5655
JAM,1990,1862.211889
JAM,1991,1913.628248
JAM,1992,2030.034443
JAM,1993,2073.463371
JAM,1994,2146.278258
JAM,1995,2205.03963
JAM,1996,2370.50999
JAM,1997,2509.521457
JAM,1998,2696.289101
JAM,1999,2864.085185
JAM,2000,2871.455516
JAM,2001,2886.332069
JAM,2002,2836.698244
JAM,2003,2759.321133
JAM,2004,2682.824869
JAM,2005,2508.899719
JAM,2006,2575.795685
JAM,2007,2802.63904
JAM,2008,3095.647471
JAM,2009,3273.743114
JAM,2010,3184.588033
JAM,2011,3198.481245
JAM,2012,3285.399794
JAM,2013,3489.835367
JAM,2014,3565.441064
JAM,2015,3572.807971
JAM,2016,3679.291503
JAM,2017,3678.641896
JPN,1990,221708.0423
JPN,1991,229841.1436
JPN,1992,238972.4668
JPN,1993,246539.7588
JPN,1994,251331.6683
JPN,1995,265016.6485
JPN,1996,269245.7062
JPN,1997,274802.683
JPN,1998,287885.0249
JPN,1999,296989.5709
JPN,2000,298752.7508
JPN,2001,303157.3528
JPN,2002,307118.0045
JPN,2003,316481.2982
JPN,2004,323009.747
JPN,2005,333894.6729
JPN,2006,336565.7094
JPN,2007,343576.9712
JPN,2008,349638.5843
JPN,2009,354110.8991
JPN,2010,362929.097
JPN,2011,372826.0319
JPN,2012,374121.904
JPN,2013,377943.4763
JPN,2014,380346.1186
JPN,2015,379725.479
JPN,2016,383419.0958
JPN,2017,390510.7137
JOR,1990,1199.286469
JOR,1991,1247.106864
JOR,1992,1293.443012
JOR,1993,1348.462599
JOR,1994,1399.070044
JOR,1995,1450.589451
JOR,1996,1501.727201
JOR,1997,1543.58277
JOR,1998,1583.538284
JOR,1999,1624.038811
JOR,2000,1659.534738
JOR,2001,1705.232185
JOR,2002,1761.662149
JOR,2003,1805.965137
JOR,2004,1893.546423
JOR,2005,2007.756548
JOR,2006,2143.342014
JOR,2007,2219.01338
JOR,2008,2309.829619
JOR,2009,2434.548074
JOR,2010,2578.575487
JOR,2011,2726.593417
JOR,2012,2904.471343
JOR,2013,3113.881973
JOR,2014,3322.421583
JOR,2015,3533.939314
JOR,2016,3771.918742
JOR,2017,4016.350103
KAZ,1990,20393.99758
KAZ,1991,20325.92398
KAZ,1992,20472.04705
KAZ,1993,21294.78585
KAZ,1994,21489.04124
KAZ,1995,21857.38421
KAZ,1996,21349.0839
KAZ,1997,20362.88773
KAZ,1998,19263.8517
KAZ,1999,18334.81851
KAZ,2000,18510.59618
KAZ,2001,18405.76414
KAZ,2002,18406.5659
KAZ,2003,18695.21369
KAZ,2004,18715.0778
KAZ,2005,18884.82215
KAZ,2006,18935.91491
KAZ,2007,18620.35936
KAZ,2008,18180.37496
KAZ,2009,17734.53458
KAZ,2010,18116.06437
KAZ,2011,18083.56611
KAZ,2012,17880.20094
KAZ,2013,17071.94843
KAZ,2014,16541.09642
KAZ,2015,16414.45589
KAZ,2016,16893.54516
KAZ,2017,17179.97303
KEN,1990,7023.379055
KEN,1991,7312.473187
KEN,1992,7652.141255
KEN,1993,8000.926994
KEN,1994,8371.770611
KEN,1995,8747.08565
KEN,1996,9095.32088
KEN,1997,9466.454769
KEN,1998,9850.659755
KEN,1999,10114.47035
KEN,2000,10494.00176
KEN,2001,10685.95898
KEN,2002,11060.93306
KEN,2003,11479.43127
KEN,2004,11807.75974
KEN,2005,12154.1694
KEN,2006,12611.46915
KEN,2007,12972.16685
KEN,2008,13393.62126
KEN,2009,13938.26188
KEN,2010,14759.31536
KEN,2011,15177.78294
KEN,2012,15572.20755
KEN,2013,15961.7146
KEN,2014,16389.33482
KEN,2015,16901.84025
KEN,2016,17516.43162
KEN,2017,18096.53329
KIR,1990,50.94390258
KIR,1991,51.80476351
KIR,1992,53.05111537
KIR,1993,51.16124064
KIR,1994,51.98545762
KIR,1995,53.04727833
KIR,1996,53.79016682
KIR,1997,54.7265336
KIR,1998,56.01377106
KIR,1999,57.59719786
KIR,2000,59.03155194
KIR,2001,60.45476203
KIR,2002,61.9164888
KIR,2003,63.30732963
KIR,2004,64.75850908
KIR,2005,66.131743
KIR,2006,68.2286283
KIR,2007,70.50515421
KIR,2008,72.61567097
KIR,2009,74.70496661
KIR,2010,76.64823386
KIR,2011,78.37555612
KIR,2012,79.93296352
KIR,2013,81.42282501
KIR,2014,82.7789009
KIR,2015,84.12648025
KIR,2016,85.5428613
KIR,2017,86.82488697
KWT,1990,426.982764
KWT,1991,403.6805582
KWT,1992,388.0785115
KWT,1993,387.8462344
KWT,1994,393.6288951
KWT,1995,404.5790456
KWT,1996,420.0477974
KWT,1997,456.7132844
KWT,1998,476.8933994
KWT,1999,503.1743413
KWT,2000,528.9903879
KWT,2001,535.5419442
KWT,2002,550.4524463
KWT,2003,570.4372064
KWT,2004,606.6910353
KWT,2005,652.2233302
KWT,2006,701.3923561
KWT,2007,732.1840931
KWT,2008,767.504891
KWT,2009,772.051808
KWT,2010,769.6196045
KWT,2011,780.1537298
KWT,2012,819.9401831
KWT,2013,852.8506349
KWT,2014,899.8701533
KWT,2015,953.4344179
KWT,2016,1027.124674
KWT,2017,1099.107258
KGZ,1990,3722.76662
KGZ,1991,3769.304401
KGZ,1992,3797.89455
KGZ,1993,3797.520227
KGZ,1994,3750.738291
KGZ,1995,3616.827958
KGZ,1996,3507.440469
KGZ,1997,3419.16396
KGZ,1998,3353.184423
KGZ,1999,3223.645894
KGZ,2000,3122.337275
KGZ,2001,3091.417466
KGZ,2002,3093.269489
KGZ,2003,3133.377658
KGZ,2004,3174.587671
KGZ,2005,3209.465107
KGZ,2006,3229.47992
KGZ,2007,3240.301077
KGZ,2008,3223.941301
KGZ,2009,3186.094886
KGZ,2010,3199.192951
KGZ,2011,3263.338286
KGZ,2012,3315.900668
KGZ,2013,3370.978021
KGZ,2014,3434.640824
KGZ,2015,3452.774052
KGZ,2016,3385.141651
KGZ,2017,3438.731702
LAO,1990,2886.350278
LAO,1991,2943.832508
LAO,1992,2997.6472
LAO,1993,3052.262391
LAO,1994,3105.51272
LAO,1995,3158.41425
LAO,1996,3208.636883
LAO,1997,3259.352329
LAO,1998,3301.714642
LAO,1999,3332.047646
LAO,2000,3358.189254
LAO,2001,3395.350845
LAO,2002,3401.260216
LAO,2003,3422.489202
LAO,2004,3447.244272
LAO,2005,3486.388785
LAO,2006,3531.137921
LAO,2007,3572.38976
LAO,2008,3638.046217
LAO,2009,3687.851139
LAO,2010,3734.527508
LAO,2011,3785.750167
LAO,2012,3870.734657
LAO,2013,3958.720718
LAO,2014,4050.121488
LAO,2015,4149.667682
LAO,2016,4260.313128
LAO,2017,4365.068302
,1990,243801.735
,1991,250935.078
,1992,261726.8603
,1993,272172.2821
,1994,281373.6857
,1995,289497.4053
,1996,297682.6181
,1997,305912.0644
,1998,316996.6935
,1999,326675.9592
,2000,335222.1504
,2001,344188.618
,2002,357392.9711
,2003,369175.2243
,2004,378194.5943
,2005,386850.1861
,2006,396176.1225
,2007,405685.0863
,2008,419422.5206
,2009,434367.5981
,2010,444161.6787
,2011,452111.9495
,2012,463127.9065
,2013,475462.8256
,2014,487827.6729
,2015,501260.2832
,2016,519946.7906
,2017,537587.346
LVA,1990,5271.399277
LVA,1991,5279.792066
LVA,1992,5408.985622
LVA,1993,5871.087622
LVA,1994,6217.391524
LVA,1995,5879.888678
LVA,1996,5265.891639
LVA,1997,5161.145295
LVA,1998,5427.190957
LVA,1999,5313.259351
LVA,2000,5258.292935
LVA,2001,5518.666445
LVA,2002,5498.213506
LVA,2003,5485.799065
LVA,2004,5544.785594
LVA,2005,5812.031418
LVA,2006,6158.853511
LVA,2007,6028.118644
LVA,2008,5752.553416
LVA,2009,5653.202487
LVA,2010,5673.077672
LVA,2011,5608.987118
LVA,2012,5558.259397
LVA,2013,5611.12858
LVA,2014,5514.255367
LVA,2015,5417.315963
LVA,2016,5368.394231
LVA,2017,5316.188963
LBN,1990,2929.79085
LBN,1991,2982.203029
LBN,1992,3053.233627
LBN,1993,3127.708627
LBN,1994,3181.022119
LBN,1995,3248.90248
LBN,1996,3320.006217
LBN,1997,3403.998083
LBN,1998,3485.902977
LBN,1999,3526.84157
LBN,2000,3595.4789
LBN,2001,3673.388496
LBN,2002,3768.918009
LBN,2003,3888.238033
LBN,2004,4025.169217
LBN,2005,4179.217612
LBN,2006,4362.160692
LBN,2007,4540.177808
LBN,2008,4701.213499
LBN,2009,4857.922948
LBN,2010,5009.697498
LBN,2011,5212.097506
LBN,2012,5448.220371
LBN,2013,5720.608588
LBN,2014,5957.79856
LBN,2015,6169.98771
LBN,2016,6398.317787
LBN,2017,6630.261966
LSO,1990,1138.890478
LSO,1991,1144.794459
LSO,1992,1162.688333
LSO,1993,1182.838905
LSO,1994,1219.376654
LSO,1995,1250.574248
LSO,1996,1287.509935
LSO,1997,1345.984859
LSO,1998,1431.32909
LSO,1999,1505.168447
LSO,2000,1593.252749
LSO,2001,1636.947234
LSO,2002,1689.57966
LSO,2003,1735.603491
LSO,2004,1754.267612
LSO,2005,1759.138796
LSO,2006,1754.777038
LSO,2007,1744.633447
LSO,2008,1749.261507
LSO,2009,1723.052301
LSO,2010,1712.58655
LSO,2011,1710.044241
LSO,2012,1725.996346
LSO,2013,1738.632506
LSO,2014,1740.945484
LSO,2015,1737.992334
LSO,2016,1698.886633
LSO,2017,1652.633339
LBR,1990,1175.780794
LBR,1991,1215.410636
LBR,1992,1251.242528
LBR,1993,1280.694444
LBR,1994,1328.819991
LBR,1995,1355.843518
LBR,1996,1369.496749
LBR,1997,1347.631781
LBR,1998,1332.647069
LBR,1999,1317.927211
LBR,2000,1313.072185
LBR,2001,1322.822371
LBR,2002,1341.439627
LBR,2003,1351.26248
LBR,2004,1371.65746
LBR,2005,1397.230755
LBR,2006,1428.52579
LBR,2007,1460.793292
LBR,2008,1490.919258
LBR,2009,1537.762116
LBR,2010,1591.103492
LBR,2011,1641.385219
LBR,2012,1708.942145
LBR,2013,1767.219828
LBR,2014,1795.056035
LBR,2015,1834.302305
LBR,2016,1886.119935
LBR,2017,1939.761494
LBY,1990,1956.555762
LBY,1991,2018.953464
LBY,1992,2087.173784
LBY,1993,2160.458655
LBY,1994,2233.537686
LBY,1995,2304.59231
LBY,1996,2351.163053
LBY,1997,2473.191369
LBY,1998,2573.109571
LBY,1999,2680.103442
LBY,2000,2761.93382
LBY,2001,2810.575316
LBY,2002,2855.737585
LBY,2003,2888.867761
LBY,2004,3034.702363
LBY,2005,3139.997632
LBY,2006,3196.311385
LBY,2007,3337.878672
LBY,2008,3596.075197
LBY,2009,3947.172829
LBY,2010,4179.392332
LBY,2011,4252.967629
LBY,2012,4275.732075
LBY,2013,4444.206228
LBY,2014,4591.378453
LBY,2015,4667.595541
LBY,2016,4788.709017
LBY,2017,4941.222944
LTU,1990,6678.24788
LTU,1991,6946.628159
LTU,1992,6985.292179
LTU,1993,7573.511634
LTU,1994,7792.289788
LTU,1995,7675.516049
LTU,1996,7346.50481
LTU,1997,7103.166258
LTU,1998,7217.913463
LTU,1999,7211.106491
LTU,2000,7309.921673
LTU,2001,7651.648052
LTU,2002,7554.547311
LTU,2003,7658.514281
LTU,2004,7718.476238
LTU,2005,8059.518461
LTU,2006,8330.006201
LTU,2007,8580.596038
LTU,2008,8365.024604
LTU,2009,7853.872491
LTU,2010,7982.427505
LTU,2011,7892.562258
LTU,2012,7831.420602
LTU,2013,7888.17671
LTU,2014,7653.868719
LTU,2015,7717.864421
LTU,2016,7706.082259
LTU,2017,7661.804671
,1990,334209.5907
,1991,337877.8501
,1992,345274.2838
,1993,349254.1594
,1994,353066.7176
,1995,358439.0376
,1996,363064.0849
,1997,370916.2364
,1998,376023.7978
,1999,378365.6499
,2000,384497.1939
,2001,390514.734
,2002,398560.243
,2003,407040.9526
,2004,413716.727
,2005,423571.7243
,2006,434771.3153
,2007,449840.1554
,2008,464071.9511
,2009,477068.9652
,2010,493690.3038
,2011,507110.0069
,2012,520095.7875
,2013,538513.1259
,2014,562438.821
,2015,585193.1714
,2016,605742.8769
,2017,624515.1158
,1990,537426.8245
,1991,555196.6404
,1992,571568.3939
,1993,582587.6584
,1994,595111.3985
,1995,606736.859
,1996,623775.8023
,1997,648583.6358
,1998,666649.6809
,1999,680571.1364
,2000,697896.5538
,2001,712964.8234
,2002,727442.479
,2003,741508.0637
,2004,752902.0669
,2005,773051.9125
,2006,791725.9955
,2007,811244.5054
,2008,834341.3374
,2009,860164.0355
,2010,886671.7249
,2011,907789.2465
,2012,929127.1782
,2013,954526.4089
,2014,989235.4109
,2015,1023467.687
,2016,1059996.457
,2017,1088266.976
LUX,1990,922.7856508
LUX,1991,931.5332589
LUX,1992,940.1958476
LUX,1993,945.9241555
LUX,1994,952.3659589
LUX,1995,971.5548049
LUX,1996,980.226984
LUX,1997,980.0972264
LUX,1998,970.6944884
LUX,1999,960.3614801
LUX,2000,967.5395343
LUX,2001,970.6607789
LUX,2002,979.8127294
LUX,2003,981.5795215
LUX,2004,988.388213
LUX,2005,990.0746402
LUX,2006,998.2111703
LUX,2007,992.5578574
LUX,2008,992.0727328
LUX,2009,1015.80975
LUX,2010,1035.695129
LUX,2011,1050.825405
LUX,2012,1074.769458
LUX,2013,1093.710528
LUX,2014,1135.379468
LUX,2015,1166.144012
LUX,2016,1188.9354
LUX,2017,1219.944822
MDG,1990,5986.747958
MDG,1991,6054.832128
MDG,1992,6130.866629
MDG,1993,6377.384789
MDG,1994,6225.505825
MDG,1995,6262.474771
MDG,1996,6376.938695
MDG,1997,6512.62065
MDG,1998,6659.995129
MDG,1999,6660.337451
MDG,2000,6708.69849
MDG,2001,6728.610852
MDG,2002,6973.260887
MDG,2003,7090.352191
MDG,2004,7138.088259
MDG,2005,7116.083526
MDG,2006,7176.837695
MDG,2007,7261.553253
MDG,2008,7481.713192
MDG,2009,7726.649076
MDG,2010,7944.96024
MDG,2011,8201.548209
MDG,2012,8438.356694
MDG,2013,8684.725225
MDG,2014,8971.688114
MDG,2015,9274.883275
MDG,2016,9578.303964
MDG,2017,9896.594715
MWI,1990,4171.162346
MWI,1991,4323.405517
MWI,1992,4563.583284
MWI,1993,4779.166321
MWI,1994,4973.904235
MWI,1995,5142.066604
MWI,1996,5271.153099
MWI,1997,5391.418375
MWI,1998,5517.470203
MWI,1999,5527.412128
MWI,2000,5573.895534
MWI,2001,5558.561648
MWI,2002,5577.106414
MWI,2003,5626.701432
MWI,2004,5672.814269
MWI,2005,5682.144504
MWI,2006,5651.631861
MWI,2007,5651.076654
MWI,2008,5687.475582
MWI,2009,5778.36388
MWI,2010,5966.779028
MWI,2011,6117.073199
MWI,2012,6265.961756
MWI,2013,6411.386193
MWI,2014,6577.650773
MWI,2015,6790.105267
MWI,2016,7020.686413
MWI,2017,7197.440447
MYS,1990,10360.40888
MYS,1991,10653.77416
MYS,1992,10946.79825
MYS,1993,11193.20127
MYS,1994,11466.59238
MYS,1995,12020.75912
MYS,1996,12387.90899
MYS,1997,12697.17443
MYS,1998,12984.85688
MYS,1999,13617.6492
MYS,2000,14156.88263
MYS,2001,14345.95685
MYS,2002,14745.17404
MYS,2003,15391.24493
MYS,2004,15780.69827
MYS,2005,16098.47402
MYS,2006,16569.89624
MYS,2007,17097.67675
MYS,2008,17954.32001
MYS,2009,18917.00683
MYS,2010,19288.44515
MYS,2011,19498.07035
MYS,2012,20302.12335
MYS,2013,21121.74693
MYS,2014,22635.72896
MYS,2015,23351.54577
MYS,2016,24219.84774
MYS,2017,25101.81837
MDV,1990,77.94017464
MDV,1991,80.36517827
MDV,1992,83.4430778
MDV,1993,84.88145233
MDV,1994,85.90702563
MDV,1995,88.29244919
MDV,1996,90.45551315
MDV,1997,93.47460113
MDV,1998,96.11736037
MDV,1999,97.1576136
MDV,2000,98.91414262
MDV,2001,100.7190342
MDV,2002,101.6603735
MDV,2003,102.6183331
MDV,2004,105.5080504
MDV,2005,109.0907094
MDV,2006,112.7564199
MDV,2007,112.8209632
MDV,2008,111.9609208
MDV,2009,109.5533189
MDV,2010,111.051467
MDV,2011,113.588353
MDV,2012,114.7005347
MDV,2013,119.3356648
MDV,2014,125.5271434
MDV,2015,132.6873896
MDV,2016,140.2520046
MDV,2017,148.0085523
MLI,1990,5518.228908
MLI,1991,5499.486572
MLI,1992,5528.728733
MLI,1993,5521.027331
MLI,1994,5546.264724
MLI,1995,5598.92359
MLI,1996,5611.112343
MLI,1997,5615.882978
MLI,1998,5601.785343
MLI,1999,5621.362094
MLI,2000,5696.832016
MLI,2001,5722.079059
MLI,2002,5815.63853
MLI,2003,5869.115047
MLI,2004,5965.969279
MLI,2005,6068.708222
MLI,2006,6253.162042
MLI,2007,6475.531356
