LOCATION,TIME,"Life expectancy at birth, total (years)"
NOR,1963,73.07756098
NOR,1964,73.59585366
NOR,1965,73.72317073
NOR,1966,73.99536585
NOR,1967,74.06658537
NOR,1968,73.94195122
NOR,1969,73.66341463
NOR,1970,74.08804878
NOR,1971,74.17926829
NOR,1972,74.34463415
NOR,1973,74.44219512
NOR,1974,74.75365854
NOR,1975,74.81756098
NOR,1976,75.0395122
NOR,1977,75.38682927
NOR,1978,75.41853659
NOR,1979,75.41390244
NOR,1980,75.67170732
NOR,1981,75.86902439
NOR,1982,76.01097561
NOR,1983,76.06682927
NOR,1984,76.22439024
NOR,1985,75.91682927
NOR,1986,76.24121951
NOR,1987,76.08170732
NOR,1988,76.2204878
NOR,1989,76.5004878
NOR,1990,76.53731707
NOR,1991,76.98073171
NOR,1992,77.18439024
NOR,1993,77.15170732
NOR,1994,77.6897561
NOR,1995,77.73658537
NOR,1996,78.1504878
NOR,1997,78.14268293
NOR,1998,78.32926829
NOR,1999,78.28292683
NOR,2000,78.63414634
NOR,2001,78.78536585
NOR,2002,78.98780488
NOR,2003,79.3902439
NOR,2004,79.84146341
NOR,2005,80.04146341
NOR,2006,80.34390244
NOR,2007,80.39512195
NOR,2008,80.59268293
NOR,2009,80.79512195
NOR,2010,80.99756098
NOR,2011,81.29512195
NOR,2012,81.45121951
NOR,2013,81.75121951
NOR,2014,82.1
NOR,2015,82.30487805
NOR,2016,82.40731707
NOR,2017,82.6097561
NOR,2018,82.75853659
NOR,2019,0
NOR,2020,0
OMN,1960,42.672
OMN,1961,43.499
OMN,1962,44.311
OMN,1963,45.11
OMN,1964,45.896
OMN,1965,46.665
OMN,1966,47.413
OMN,1967,48.141
OMN,1968,48.858
OMN,1969,49.574
OMN,1970,50.31
OMN,1971,51.087
OMN,1972,51.92
OMN,1973,52.811
OMN,1974,53.76
OMN,1975,54.755
OMN,1976,55.781
OMN,1977,56.813
OMN,1978,57.829
OMN,1979,58.813
OMN,1980,59.758
OMN,1981,60.659
OMN,1982,61.523
OMN,1983,62.356
OMN,1984,63.153
OMN,1985,63.915
OMN,1986,64.638
OMN,1987,65.324
OMN,1988,65.975
OMN,1989,66.593
OMN,1990,67.18
OMN,1991,67.739
OMN,1992,68.273
OMN,1993,68.786
OMN,1994,69.283
OMN,1995,69.77
OMN,1996,70.25
OMN,1997,70.726
OMN,1998,71.197
OMN,1999,71.664
OMN,2000,72.126
OMN,2001,72.58
OMN,2002,73.022
OMN,2003,73.447
OMN,2004,73.851
OMN,2005,74.23
OMN,2006,74.577
OMN,2007,74.893
OMN,2008,75.179
OMN,2009,75.44
OMN,2010,75.682
OMN,2011,75.916
OMN,2012,76.149
OMN,2013,76.388
OMN,2014,76.634
OMN,2015,76.887
OMN,2016,77.142
OMN,2017,77.393
OMN,2018,77.633
OMN,2019,0
OMN,2020,0
PAK,1960,45.299
PAK,1961,46.197
PAK,1962,47.059
PAK,1963,47.884
PAK,1964,48.67
PAK,1965,49.42
PAK,1966,50.134
PAK,1967,50.812
PAK,1968,51.457
PAK,1969,52.07
PAK,1970,52.649
PAK,1971,53.192
PAK,1972,53.699
PAK,1973,54.171
PAK,1974,54.613
PAK,1975,55.028
PAK,1976,55.421
PAK,1977,55.796
PAK,1978,56.158
PAK,1979,56.512
PAK,1980,56.86
PAK,1981,57.206
PAK,1982,57.546
PAK,1983,57.882
PAK,1984,58.213
PAK,1985,58.54
PAK,1986,58.863
PAK,1987,59.18
PAK,1988,59.493
PAK,1989,59.799
PAK,1990,60.1
PAK,1991,60.393
PAK,1992,60.68
PAK,1993,60.96
PAK,1994,61.235
PAK,1995,61.505
PAK,1996,61.773
PAK,1997,62.039
PAK,1998,62.303
PAK,1999,62.564
PAK,2000,62.82
PAK,2001,63.066
PAK,2002,63.3
PAK,2003,63.522
PAK,2004,63.736
PAK,2005,63.951
PAK,2006,64.176
PAK,2007,64.42
PAK,2008,64.685
PAK,2009,64.969
PAK,2010,65.264
PAK,2011,65.562
PAK,2012,65.849
PAK,2013,66.117
PAK,2014,66.36
PAK,2015,66.577
PAK,2016,66.77
PAK,2017,66.947
PAK,2018,67.114
PAK,2019,0
PAK,2020,0
PLW,1960,0
PLW,1961,0
PLW,1962,0
PLW,1963,0
PLW,1964,0
PLW,1965,0
PLW,1966,0
PLW,1967,0
PLW,1968,0
PLW,1969,0
PLW,1970,0
PLW,1971,0
PLW,1972,0
PLW,1973,0
PLW,1974,0
PLW,1975,0
PLW,1976,0
PLW,1977,0
PLW,1978,0
PLW,1979,0
PLW,1980,0
PLW,1981,0
PLW,1982,0
PLW,1983,0
PLW,1984,0
PLW,1985,0
PLW,1986,0
PLW,1987,0
PLW,1988,0
PLW,1989,0
PLW,1990,69.06926829
PLW,1991,0
PLW,1992,0
PLW,1993,0
PLW,1994,0
PLW,1995,71.84463415
PLW,1996,0
PLW,1997,0
PLW,1998,0
PLW,1999,0
PLW,2000,70.49365854
PLW,2001,0
PLW,2002,0
PLW,2003,0
PLW,2004,0
PLW,2005,69.12926829
PLW,2006,0
PLW,2007,0
PLW,2008,0
PLW,2009,0
PLW,2010,0
PLW,2011,0
PLW,2012,0
PLW,2013,0
PLW,2014,0
PLW,2015,0
PLW,2016,0
PLW,2017,0
PLW,2018,0
PLW,2019,0
PLW,2020,0
PAN,1960,60.864
PAN,1961,61.38
PAN,1962,61.88
PAN,1963,62.36
PAN,1964,62.824
PAN,1965,63.275
PAN,1966,63.718
PAN,1967,64.16
PAN,1968,64.607
PAN,1969,65.063
PAN,1970,65.532
PAN,1971,66.018
PAN,1972,66.515
PAN,1973,67.02
PAN,1974,67.527
PAN,1975,68.027
PAN,1976,68.513
PAN,1977,68.976
PAN,1978,69.412
PAN,1979,69.818
PAN,1980,70.192
PAN,1981,70.537
PAN,1982,70.858
PAN,1983,71.163
PAN,1984,71.453
PAN,1985,71.732
PAN,1986,72
PAN,1987,72.257
PAN,1988,72.506
PAN,1989,72.747
PAN,1990,72.982
PAN,1991,73.212
PAN,1992,73.439
PAN,1993,73.661
PAN,1994,73.879
PAN,1995,74.092
PAN,1996,74.3
PAN,1997,74.5
PAN,1998,74.694
PAN,1999,74.881
PAN,2000,75.06
PAN,2001,75.233
PAN,2002,75.401
PAN,2003,75.565
PAN,2004,75.728
PAN,2005,75.892
PAN,2006,76.06
PAN,2007,76.234
PAN,2008,76.414
PAN,2009,76.6
PAN,2010,76.792
PAN,2011,76.989
PAN,2012,77.188
PAN,2013,77.386
PAN,2014,77.583
PAN,2015,77.776
PAN,2016,77.964
PAN,2017,78.149
PAN,2018,78.329
PAN,2019,0
PAN,2020,0
PNG,1960,38.935
PNG,1961,39.542
PNG,1962,40.167
PNG,1963,40.817
PNG,1964,41.495
PNG,1965,42.201
PNG,1966,42.931
PNG,1967,43.676
PNG,1968,44.425
PNG,1969,45.173
PNG,1970,45.916
PNG,1971,46.653
PNG,1972,47.383
PNG,1973,48.105
PNG,1974,48.815
PNG,1975,49.512
PNG,1976,50.197
PNG,1977,50.867
PNG,1978,51.518
PNG,1979,52.145
PNG,1980,52.735
PNG,1981,53.276
PNG,1982,53.763
PNG,1983,54.197
PNG,1984,54.581
PNG,1985,54.925
PNG,1986,55.242
PNG,1987,55.548
PNG,1988,55.855
PNG,1989,56.168
PNG,1990,56.492
PNG,1991,56.823
PNG,1992,57.152
PNG,1993,57.473
PNG,1994,57.781
PNG,1995,58.073
PNG,1996,58.344
PNG,1997,58.594
PNG,1998,58.828
PNG,1999,59.049
PNG,2000,59.265
PNG,2001,59.487
PNG,2002,59.722
PNG,2003,59.974
PNG,2004,60.245
PNG,2005,60.534
PNG,2006,60.836
PNG,2007,61.141
PNG,2008,61.442
PNG,2009,61.739
PNG,2010,62.029
PNG,2011,62.316
PNG,2012,62.604
PNG,2013,62.892
PNG,2014,63.181
PNG,2015,63.466
PNG,2016,63.744
PNG,2017,64.01
PNG,2018,64.263
PNG,2019,0
PNG,2020,0
PRY,1960,63.881
PRY,1961,64.105
PRY,1962,64.314
PRY,1963,64.5
PRY,1964,64.659
PRY,1965,64.793
PRY,1966,64.908
PRY,1967,65.015
PRY,1968,65.124
PRY,1969,65.241
PRY,1970,65.368
PRY,1971,65.506
PRY,1972,65.653
PRY,1973,65.806
PRY,1974,65.964
PRY,1975,66.13
PRY,1976,66.302
PRY,1977,66.481
PRY,1978,66.664
PRY,1979,66.847
PRY,1980,67.026
PRY,1981,67.192
PRY,1982,67.343
PRY,1983,67.479
PRY,1984,67.603
PRY,1985,67.723
PRY,1986,67.85
PRY,1987,67.993
PRY,1988,68.157
PRY,1989,68.343
PRY,1990,68.545
PRY,1991,68.753
PRY,1992,68.958
PRY,1993,69.152
PRY,1994,69.335
PRY,1995,69.511
PRY,1996,69.69
PRY,1997,69.88
PRY,1998,70.087
PRY,1999,70.31
PRY,2000,70.546
PRY,2001,70.786
PRY,2002,71.023
PRY,2003,71.249
PRY,2004,71.464
PRY,2005,71.667
PRY,2006,71.862
PRY,2007,72.055
PRY,2008,72.251
PRY,2009,72.45
PRY,2010,72.653
PRY,2011,72.86
PRY,2012,73.068
PRY,2013,73.274
PRY,2014,73.473
PRY,2015,73.662
PRY,2016,73.836
PRY,2017,73.992
PRY,2018,74.131
PRY,2019,0
PRY,2020,0
PER,1960,48.012
PER,1961,48.628
PER,1962,49.224
PER,1963,49.792
PER,1964,50.334
PER,1965,50.872
PER,1966,51.432
PER,1967,52.038
PER,1968,52.702
PER,1969,53.42
PER,1970,54.174
PER,1971,54.935
PER,1972,55.671
PER,1973,56.36
PER,1974,56.994
PER,1975,57.575
PER,1976,58.114
PER,1977,58.636
PER,1978,59.158
PER,1979,59.691
PER,1980,60.24
PER,1981,60.804
PER,1982,61.378
PER,1983,61.958
PER,1984,62.542
PER,1985,63.132
PER,1986,63.731
PER,1987,64.338
PER,1988,64.949
PER,1989,65.56
PER,1990,66.165
PER,1991,66.757
PER,1992,67.33
PER,1993,67.88
PER,1994,68.405
PER,1995,68.903
PER,1996,69.378
PER,1997,69.834
PER,1998,70.274
PER,1999,70.7
PER,2000,71.111
PER,2001,71.505
PER,2002,71.882
PER,2003,72.24
PER,2004,72.581
PER,2005,72.908
PER,2006,73.222
PER,2007,73.528
PER,2008,73.826
PER,2009,74.12
PER,2010,74.41
PER,2011,74.697
PER,2012,74.981
PER,2013,75.258
PER,2014,75.529
PER,2015,75.792
PER,2016,76.044
PER,2017,76.286
PER,2018,76.516
PER,2019,0
PER,2020,0
PHL,1960,61.105
PHL,1961,61.509
PHL,1962,61.86
PHL,1963,62.16
PHL,1964,62.411
PHL,1965,62.618
PHL,1966,62.784
PHL,1967,62.915
PHL,1968,63.017
PHL,1969,63.097
PHL,1970,63.155
PHL,1971,63.19
PHL,1972,63.202
PHL,1973,63.197
PHL,1974,63.185
PHL,1975,63.183
PHL,1976,63.206
PHL,1977,63.263
PHL,1978,63.362
PHL,1979,63.503
PHL,1980,63.677
PHL,1981,63.87
PHL,1982,64.067
PHL,1983,64.26
PHL,1984,64.451
PHL,1985,64.655
PHL,1986,64.895
PHL,1987,65.186
PHL,1988,65.534
PHL,1989,65.933
PHL,1990,66.366
PHL,1991,66.811
PHL,1992,67.239
PHL,1993,67.628
PHL,1994,67.962
PHL,1995,68.231
PHL,1996,68.431
PHL,1997,68.574
PHL,1998,68.675
PHL,1999,68.744
PHL,2000,68.793
PHL,2001,68.835
PHL,2002,68.88
PHL,2003,68.937
PHL,2004,69.013
PHL,2005,69.112
PHL,2006,69.233
PHL,2007,69.37
PHL,2008,69.515
PHL,2009,69.667
PHL,2010,69.823
PHL,2011,69.984
PHL,2012,70.149
PHL,2013,70.315
PHL,2014,70.481
PHL,2015,70.644
PHL,2016,70.802
PHL,2017,70.952
PHL,2018,71.095
PHL,2019,0
PHL,2020,0
POL,1960,67.6804878
POL,1961,67.77804878
POL,1962,67.42682927
POL,1963,68.37560976
POL,1964,68.62926829
POL,1965,69.42926829
POL,1966,69.82682927
POL,1967,69.42439024
POL,1968,70.2195122
POL,1969,69.7195122
POL,1970,69.86829268
POL,1971,69.61219512
POL,1972,70.66585366
POL,1973,70.66341463
POL,1974,71.11707317
POL,1975,70.56097561
POL,1976,70.65609756
POL,1977,70.40243902
POL,1978,70.35121951
POL,1979,70.75121951
POL,1980,70.09756098
POL,1981,71.05121951
POL,1982,71.10243902
POL,1983,71
POL,1984,70.8
POL,1985,70.54878049
POL,1986,70.84878049
POL,1987,70.89756098
POL,1988,71.33170732
POL,1989,71.04390244
POL,1990,70.8902439
POL,1991,70.58780488
POL,1992,71.0902439
POL,1993,71.59512195
POL,1994,71.69512195
POL,1995,71.89268293
POL,1996,72.24634146
POL,1997,72.64634146
POL,1998,72.99756098
POL,1999,73.04390244
POL,2000,73.74878049
POL,2001,74.2
POL,2002,74.49756098
POL,2003,74.59756098
POL,2004,74.84634146
POL,2005,74.99512195
POL,2006,75.14390244
POL,2007,75.24390244
POL,2008,75.54390244
POL,2009,75.69512195
POL,2010,76.24634146
POL,2011,76.69512195
POL,2012,76.74634146
POL,2013,77
POL,2014,77.60243902
POL,2015,77.45121951
POL,2016,77.85121951
POL,2017,77.75365854
POL,2018,77.60243902
POL,2019,0
POL,2020,0
PRT,1960,63.27290244
PRT,1961,63.68636585
PRT,1962,64.09521951
PRT,1963,64.4965122
PRT,1964,64.89126829
PRT,1965,65.28004878
PRT,1966,65.66346341
PRT,1967,66.04553659
PRT,1968,66.42729268
PRT,1969,66.81270732
PRT,1970,67.07317073
PRT,1971,66.77073171
PRT,1972,68.32439024
PRT,1973,67.52439024
PRT,1974,68.0195122
PRT,1975,68.3097561
PRT,1976,68.86097561
PRT,1977,70.01219512
PRT,1978,70.31707317
PRT,1979,71.16829268
PRT,1980,71.21463415
PRT,1981,71.61463415
PRT,1982,72.41463415
PRT,1983,72.26585366
PRT,1984,72.51463415
PRT,1985,72.81463415
PRT,1986,73.26585366
PRT,1987,73.66585366
PRT,1988,73.71463415
PRT,1989,74.26585366
PRT,1990,73.96585366
PRT,1991,74.01463415
PRT,1992,74.31219512
PRT,1993,74.51219512
PRT,1994,74.91463415
PRT,1995,75.31219512
PRT,1996,75.26097561
PRT,1997,75.41219512
PRT,1998,75.71219512
PRT,1999,75.96341463
PRT,2000,76.31463415
PRT,2001,76.81463415
PRT,2002,77.06585366
PRT,2003,77.2195122
PRT,2004,77.67073171
PRT,2005,78.07073171
PRT,2006,78.4195122
PRT,2007,78.32195122
PRT,2008,78.52439024
PRT,2009,78.72682927
PRT,2010,79.02682927
PRT,2011,80.47073171
PRT,2012,80.37317073
PRT,2013,80.72195122
PRT,2014,81.12195122
PRT,2015,81.12439024
PRT,2016,81.12439024
PRT,2017,81.42439024
PRT,2018,81.32439024
PRT,2019,0
PRT,2020,0
PRI,1960,68.71960976
PRI,1961,68.94317073
PRI,1962,69.14543902
PRI,1963,69.356
PRI,1964,69.59329268
PRI,1965,69.8707561
PRI,1966,70.18670732
PRI,1967,70.5235122
PRI,1968,70.86414634
PRI,1969,71.20260976
PRI,1970,71.53553659
PRI,1971,71.85909756
PRI,1972,72.16946341
PRI,1973,72.46473171
PRI,1974,72.73790244
PRI,1975,72.98246341
PRI,1976,73.19082927
PRI,1977,73.36131707
PRI,1978,73.49873171
PRI,1979,73.60643902
PRI,1980,73.7002439
PRI,1981,73.79746341
PRI,1982,73.90858537
PRI,1983,74.03663415
PRI,1984,74.17763415
PRI,1985,74.30919512
PRI,1986,74.40039024
PRI,1987,74.43097561
PRI,1988,74.39409756
PRI,1989,74.29895122
PRI,1990,74.16917073
PRI,1991,74.03880488
PRI,1992,73.94636585
PRI,1993,73.92087805
PRI,1994,73.97690244
PRI,1995,74.12456098
PRI,1996,74.36146341
PRI,1997,74.66404878
PRI,1998,75.00729268
PRI,1999,75.3754878
PRI,2000,76.68926829
PRI,2001,77.06682927
PRI,2002,77.7604878
PRI,2003,78.07121951
PRI,2004,78.17585366
PRI,2005,78.29609756
PRI,2006,78.41634146
PRI,2007,78.42585366
PRI,2008,77.96292683
PRI,2009,78.191
PRI,2010,78.41909756
PRI,2011,78.64065854
PRI,2012,78.84758537
PRI,2013,79.03434146
PRI,2014,79.20246341
PRI,2015,79.3534878
PRI,2016,79.49497561
PRI,2017,79.63453659
PRI,2018,79.77819512
PRI,2019,0
PRI,2020,0
QAT,1960,61.094
QAT,1961,61.851
QAT,1962,62.61
QAT,1963,63.369
QAT,1964,64.123
QAT,1965,64.866
QAT,1966,65.588
QAT,1967,66.282
QAT,1968,66.942
QAT,1969,67.567
QAT,1970,68.156
QAT,1971,68.713
QAT,1972,69.245
QAT,1973,69.758
QAT,1974,70.254
QAT,1975,70.734
QAT,1976,71.198
QAT,1977,71.644
QAT,1978,72.072
QAT,1979,72.48
QAT,1980,72.869
QAT,1981,73.239
QAT,1982,73.589
QAT,1983,73.922
QAT,1984,74.237
QAT,1985,74.537
QAT,1986,74.821
QAT,1987,75.091
QAT,1988,75.349
QAT,1989,75.593
QAT,1990,75.824
QAT,1991,76.041
QAT,1992,76.241
QAT,1993,76.427
QAT,1994,76.599
QAT,1995,76.759
QAT,1996,76.909
QAT,1997,77.052
QAT,1998,77.19
QAT,1999,77.327
QAT,2000,77.467
QAT,2001,77.612
QAT,2002,77.762
QAT,2003,77.919
QAT,2004,78.083
QAT,2005,78.252
QAT,2006,78.425
QAT,2007,78.601
QAT,2008,78.775
QAT,2009,78.945
QAT,2010,79.108
QAT,2011,79.26
QAT,2012,79.399
QAT,2013,79.527
QAT,2014,79.646
QAT,2015,79.758
QAT,2016,79.868
QAT,2017,79.981
QAT,2018,80.1
QAT,2019,0
QAT,2020,0
ROU,1960,65.64243902
ROU,1961,66.41587805
ROU,1962,67.02907317
ROU,1963,67.44107317
ROU,1964,67.65043902
ROU,1965,67.69785366
ROU,1966,67.65946341
ROU,1967,67.62690244
ROU,1968,67.6712439
ROU,1969,67.81492683
ROU,1970,68.05641463
ROU,1971,68.50414634
ROU,1972,68.4702439
ROU,1973,69.00560976
ROU,1974,69.4997561
ROU,1975,69.61390244
ROU,1976,69.69878049
ROU,1977,69.74195122
ROU,1978,69.4804878
ROU,1979,69.15317073
ROU,1980,69.09097561
ROU,1981,69.36829268
ROU,1982,69.53170732
ROU,1983,69.72634146
ROU,1984,69.65878049
ROU,1985,69.70682927
ROU,1986,69.49634146
ROU,1987,69.22682927
ROU,1988,69.38804878
ROU,1989,69.53073171
ROU,1990,69.74121951
ROU,1991,69.78439024
ROU,1992,69.78439024
ROU,1993,69.56341463
ROU,1994,69.5097561
ROU,1995,69.45609756
ROU,1996,69.10487805
ROU,1997,69.00487805
ROU,1998,69.80731707
ROU,1999,70.51219512
ROU,2000,71.16341463
ROU,2001,71.16097561
ROU,2002,71.0097561
ROU,2003,71.3097561
ROU,2004,71.59427561
ROU,2005,71.87889512
ROU,2006,72.16341463
ROU,2007,72.56585366
ROU,2008,72.56585366
ROU,2009,73.3097561
ROU,2010,73.45853659
ROU,2011,74.4097561
ROU,2012,74.41219512
ROU,2013,75.06341463
ROU,2014,74.9097561
ROU,2015,74.91219512
ROU,2016,75.2097561
ROU,2017,75.3097561
ROU,2018,75.35853659
ROU,2019,0
ROU,2020,0
RUS,1960,66.05529268
RUS,1961,66.59702439
RUS,1962,67.02141463
RUS,1963,67.33990244
RUS,1964,67.5665122
RUS,1965,67.71885366
RUS,1966,67.8125122
RUS,1967,67.86014634
RUS,1968,67.87434146
RUS,1969,67.86712195
RUS,1970,68.13365854
RUS,1971,68.37658537
RUS,1972,68.30853659
RUS,1973,68.29463415
RUS,1974,68.3202439
RUS,1975,67.72390244
RUS,1976,67.48756098
RUS,1977,67.37634146
RUS,1978,67.39097561
RUS,1979,67.11439024
RUS,1980,67.03390244
RUS,1981,67.26390244
RUS,1982,67.80609756
RUS,1983,67.65268293
RUS,1984,67.20268293
RUS,1985,67.85682927
RUS,1986,69.3897561
RUS,1987,69.44
RUS,1988,69.46439024
RUS,1989,69.17170732
RUS,1990,68.88609756
RUS,1991,68.47439024
RUS,1992,66.87317073
RUS,1993,64.93585366
RUS,1994,64.46707317
RUS,1995,64.69073171
RUS,1996,65.85414634
RUS,1997,66.69878049
RUS,1998,67.0297561
RUS,1999,65.98219512
RUS,2000,65.48365854
RUS,2001,65.38341463
RUS,2002,65.12878049
RUS,2003,65.04780488
RUS,2004,65.47097561
RUS,2005,65.5297561
RUS,2006,66.72756098
RUS,2007,67.58682927
RUS,2008,67.94926829
RUS,2009,68.68463415
RUS,2010,68.84121951
RUS,2011,69.68390244
RUS,2012,70.07219512
RUS,2013,70.57878049
RUS,2014,70.74365854
RUS,2015,71.18341463
RUS,2016,71.65121951
RUS,2017,72.43195122
RUS,2018,72.65731707
RUS,2019,0
RUS,2020,0
RWA,1960,42.616
RWA,1961,42.941
RWA,1962,43.251
RWA,1963,43.54
RWA,1964,43.803
RWA,1965,44.034
RWA,1966,44.225
RWA,1967,44.38
RWA,1968,44.505
RWA,1969,44.609
RWA,1970,44.696
RWA,1971,44.772
RWA,1972,44.848
RWA,1973,44.945
RWA,1974,45.084
RWA,1975,45.315
RWA,1976,45.692
RWA,1977,46.225
RWA,1978,46.895
RWA,1979,47.661
RWA,1980,48.527
RWA,1981,49.498
RWA,1982,50.487
RWA,1983,51.342
RWA,1984,51.888
RWA,1985,51.685
RWA,1986,50.233
RWA,1987,47.409
RWA,1988,43.361
RWA,1989,38.439
RWA,1990,33.413
RWA,1991,29.248
RWA,1992,26.691
RWA,1993,26.172
RWA,1994,27.738
RWA,1995,31.037
RWA,1996,35.38
RWA,1997,39.838
RWA,1998,43.686
RWA,1999,46.639
RWA,2000,48.649
RWA,2001,49.936
RWA,2002,50.987
RWA,2003,52.178
RWA,2004,53.595
RWA,2005,55.254
RWA,2006,57.083
RWA,2007,58.915
RWA,2008,60.612
RWA,2009,62.129
RWA,2010,63.433
RWA,2011,64.523
RWA,2012,65.438
RWA,2013,66.219
RWA,2014,66.884
RWA,2015,67.45
RWA,2016,67.93
RWA,2017,68.341
RWA,2018,68.7
RWA,2019,0
RWA,2020,0
WSM,1960,56.902
WSM,1961,57.188
WSM,1962,57.472
WSM,1963,57.756
WSM,1964,58.045
WSM,1965,58.34
WSM,1966,58.642
WSM,1967,58.951
WSM,1968,59.266
WSM,1969,59.589
WSM,1970,59.919
WSM,1971,60.256
WSM,1972,60.599
WSM,1973,60.948
WSM,1974,61.301
WSM,1975,61.661
WSM,1976,62.031
WSM,1977,62.41
WSM,1978,62.796
WSM,1979,63.184
WSM,1980,63.567
WSM,1981,63.937
WSM,1982,64.289
WSM,1983,64.617
WSM,1984,64.92
WSM,1985,65.194
WSM,1986,65.443
WSM,1987,65.67
WSM,1988,65.883
WSM,1989,66.085
WSM,1990,66.281
WSM,1991,66.47
WSM,1992,66.655
WSM,1993,66.842
WSM,1994,67.037
WSM,1995,67.249
WSM,1996,67.491
WSM,1997,67.764
WSM,1998,68.067
WSM,1999,68.399
WSM,2000,68.748
WSM,2001,69.103
WSM,2002,69.451
WSM,2003,69.781
WSM,2004,70.089
WSM,2005,70.374
WSM,2006,70.642
WSM,2007,70.901
WSM,2008,71.158
WSM,2009,71.412
WSM,2010,71.663
WSM,2011,71.906
WSM,2012,72.136
WSM,2013,72.351
WSM,2014,72.549
WSM,2015,72.73
WSM,2016,72.895
WSM,2017,73.046
WSM,2018,73.187
WSM,2019,0
WSM,2020,0
SMR,1960,0
SMR,1961,0
SMR,1962,0
SMR,1963,0
SMR,1964,0
SMR,1965,0
SMR,1966,0
SMR,1967,0
SMR,1968,0
SMR,1969,0
SMR,1970,0
SMR,1971,0
SMR,1972,0
SMR,1973,0
SMR,1974,0
SMR,1975,0
SMR,1976,0
SMR,1977,0
SMR,1978,0
SMR,1979,0
SMR,1980,0
SMR,1981,0
SMR,1982,0
SMR,1983,0
SMR,1984,0
SMR,1985,0
SMR,1986,0
SMR,1987,0
SMR,1988,0
SMR,1989,0
SMR,1990,0
SMR,1991,0
SMR,1992,0
SMR,1993,0
SMR,1994,0
SMR,1995,0
SMR,1996,0
SMR,1997,0
SMR,1998,0
SMR,1999,0
SMR,2000,0
SMR,2001,0
SMR,2002,0
SMR,2003,0
SMR,2004,0
SMR,2005,0
SMR,2006,0
SMR,2007,0
SMR,2008,0
SMR,2009,0
SMR,2010,0
SMR,2011,0
SMR,2012,85.41707317
SMR,2013,0
SMR,2014,0
SMR,2015,0
SMR,2016,0
SMR,2017,0
SMR,2018,0
SMR,2019,0
SMR,2020,0
STP,1960,50.378
STP,1961,50.909
STP,1962,51.428
STP,1963,51.931
STP,1964,52.417
STP,1965,52.891
STP,1966,53.361
STP,1967,53.838
STP,1968,54.328
STP,1969,54.833
STP,1970,55.358
STP,1971,55.907
STP,1972,56.472
STP,1973,57.04
STP,1974,57.597
STP,1975,58.13
STP,1976,58.623
STP,1977,59.063
STP,1978,59.436
STP,1979,59.731
STP,1980,59.928
STP,1981,60.014
STP,1982,59.992
STP,1983,59.878
STP,1984,59.688
STP,1985,59.442
STP,1986,59.161
STP,1987,58.874
STP,1988,58.608
STP,1989,58.392
STP,1990,58.247
STP,1991,58.188
STP,1992,58.212
STP,1993,58.318
STP,1994,58.511
STP,1995,58.795
STP,1996,59.172
STP,1997,59.631
STP,1998,60.159
STP,1999,60.742
STP,2000,61.365
STP,2001,62.017
STP,2002,62.687
STP,2003,63.359
STP,2004,64.02
STP,2005,64.659
STP,2006,65.27
STP,2007,65.854
STP,2008,66.412
STP,2009,66.938
STP,2010,67.43
STP,2011,67.885
STP,2012,68.306
STP,2013,68.695
STP,2014,69.052
STP,2015,69.377
STP,2016,69.67
STP,2017,69.933
STP,2018,70.17
STP,2019,0
STP,2020,0
SAU,1960,45.638
SAU,1961,46.145
SAU,1962,46.665
SAU,1963,47.207
SAU,1964,47.781
SAU,1965,48.408
SAU,1966,49.107
SAU,1967,49.888
SAU,1968,50.751
SAU,1969,51.692
SAU,1970,52.703
SAU,1971,53.771
SAU,1972,54.872
SAU,1973,55.981
SAU,1974,57.078
SAU,1975,58.148
SAU,1976,59.179
SAU,1977,60.169
SAU,1978,61.116
SAU,1979,62.016
SAU,1980,62.863
SAU,1981,63.66
SAU,1982,64.411
SAU,1983,65.122
SAU,1984,65.795
SAU,1985,66.43
SAU,1986,67.028
SAU,1987,67.589
SAU,1988,68.116
SAU,1989,68.611
SAU,1990,69.078
SAU,1991,69.522
SAU,1992,69.945
SAU,1993,70.349
SAU,1994,70.733
SAU,1995,71.099
SAU,1996,71.445
SAU,1997,71.766
SAU,1998,72.06
SAU,1999,72.327
SAU,2000,72.561
SAU,2001,72.759
SAU,2002,72.92
SAU,2003,73.051
SAU,2004,73.159
SAU,2005,73.256
SAU,2006,73.355
SAU,2007,73.467
SAU,2008,73.598
SAU,2009,73.75
SAU,2010,73.917
SAU,2011,74.089
SAU,2012,74.254
SAU,2013,74.402
SAU,2014,74.533
SAU,2015,74.651
SAU,2016,74.761
SAU,2017,74.874
SAU,2018,74.998
SAU,2019,0
SAU,2020,0
SEN,1960,38.223
SEN,1961,38.38
SEN,1962,38.462
SEN,1963,38.477
SEN,1964,38.449
SEN,1965,38.407
SEN,1966,38.386
SEN,1967,38.424
SEN,1968,38.558
SEN,1969,38.816
SEN,1970,39.227
SEN,1971,39.814
SEN,1972,40.562
SEN,1973,41.445
SEN,1974,42.442
SEN,1975,43.521
SEN,1976,44.641
SEN,1977,45.767
SEN,1978,46.869
SEN,1979,47.927
SEN,1980,48.944
SEN,1981,49.94
SEN,1982,50.938
SEN,1983,51.945
SEN,1984,52.946
SEN,1985,53.914
SEN,1986,54.813
SEN,1987,55.61
SEN,1988,56.283
SEN,1989,56.818
SEN,1990,57.202
SEN,1991,57.43
SEN,1992,57.529
SEN,1993,57.535
SEN,1994,57.48
