LOCATION,TIME,"Population, total","Immunization, DPT (% of children ages 12-23 months)"
BEL,1974,9772419,0
BEL,1975,9800700,0
BEL,1976,9818227,0
BEL,1977,9830358,0
BEL,1978,9839534,0
BEL,1979,9848382,0
BEL,1980,9859242,95
BEL,1981,9858982,95
BEL,1982,9856303,95
BEL,1983,9855520,95
BEL,1984,9855372,95
BEL,1985,9858308,95
BEL,1986,9861823,95
BEL,1987,9870234,95
BEL,1988,9901664,80
BEL,1989,9937697,94
BEL,1990,9967379,93
BEL,1991,10004486,92
BEL,1992,10045158,95
BEL,1993,10084475,97
BEL,1994,10115603,96
BEL,1995,10136811,94
BEL,1996,10156637,95
BEL,1997,10181245,87
BEL,1998,10203008,79
BEL,1999,10226419,87
BEL,2000,10251250,95
BEL,2001,10286570,95
BEL,2002,10332785,95
BEL,2003,10376133,95
BEL,2004,10421137,95
BEL,2005,10478617,97
BEL,2006,10547958,98
BEL,2007,10625700,98
BEL,2008,10709973,99
BEL,2009,10796493,98
BEL,2010,10895586,98
BEL,2011,11038264,98
BEL,2012,11106932,99
BEL,2013,11159407,99
BEL,2014,11209057,99
BEL,2015,11274196,99
BEL,2016,11331422,98
BEL,2017,11375158,98
BEL,2018,11427054,98
BEL,2019,11484055,98
BEL,2020,0,0
BLZ,1960,92064,0
BLZ,1961,94703,0
BLZ,1962,97384,0
BLZ,1963,100164,0
BLZ,1964,103069,0
BLZ,1965,106119,0
BLZ,1966,109347,0
BLZ,1967,112692,0
BLZ,1968,116061,0
BLZ,1969,119261,0
BLZ,1970,122182,0
BLZ,1971,124793,0
BLZ,1972,127150,0
BLZ,1973,129294,0
BLZ,1974,131307,0
BLZ,1975,133260,0
BLZ,1976,135147,0
BLZ,1977,136989,0
BLZ,1978,138965,0
BLZ,1979,141305,0
BLZ,1980,144155,47
BLZ,1981,147566,44
BLZ,1982,151500,61
BLZ,1983,155822,59
BLZ,1984,160347,53
BLZ,1985,164921,58
BLZ,1986,169568,82
BLZ,1987,174320,85
BLZ,1988,179028,61
BLZ,1989,183469,79
BLZ,1990,187552,91
BLZ,1991,191128,82
BLZ,1992,194324,74
BLZ,1993,197622,85
BLZ,1994,201680,88
BLZ,1995,206963,83
BLZ,1996,213664,85
BLZ,1997,221580,86
BLZ,1998,230244,87
BLZ,1999,238988,87
BLZ,2000,247315,91
BLZ,2001,255063,96
BLZ,2002,262378,89
BLZ,2003,269425,96
BLZ,2004,276504,97
BLZ,2005,283800,96
BLZ,2006,291329,98
BLZ,2007,299025,96
BLZ,2008,306823,94
BLZ,2009,314655,97
BLZ,2010,322464,96
BLZ,2011,330237,95
BLZ,2012,338000,98
BLZ,2013,345715,95
BLZ,2014,353366,95
BLZ,2015,360933,94
BLZ,2016,368400,95
BLZ,2017,375769,88
BLZ,2018,383071,96
BLZ,2019,390353,98
BLZ,2020,0,0
BEN,1960,2431622,0
BEN,1961,2465867,0
BEN,1962,2502896,0
BEN,1963,2542859,0
BEN,1964,2585965,0
BEN,1965,2632356,0
BEN,1966,2682159,0
BEN,1967,2735307,0
BEN,1968,2791590,0
BEN,1969,2850661,0
BEN,1970,2912340,0
BEN,1971,2976572,0
BEN,1972,3043567,0
BEN,1973,3113675,0
BEN,1974,3187412,0
BEN,1975,3265165,0
BEN,1976,3347173,0
BEN,1977,3433439,0
BEN,1978,3523938,0
BEN,1979,3618526,0
BEN,1980,3717165,0
BEN,1981,3820128,0
BEN,1982,3927714,0
BEN,1983,4039949,0
BEN,1984,4156819,0
BEN,1985,4278501,17
BEN,1986,4404506,17
BEN,1987,4535263,25
BEN,1988,4672852,30
BEN,1989,4820016,48
BEN,1990,4978496,74
BEN,1991,5149499,69
BEN,1992,5331803,73
BEN,1993,5521763,75
BEN,1994,5714220,81
BEN,1995,5905558,67
BEN,1996,6094259,66
BEN,1997,6281639,66
BEN,1998,6470265,70
BEN,1999,6664098,74
BEN,2000,6865951,78
BEN,2001,7076733,76
BEN,2002,7295394,75
BEN,2003,7520555,73
BEN,2004,7750004,72
BEN,2005,7982225,70
BEN,2006,8216897,74
BEN,2007,8454793,82
BEN,2008,8696921,75
BEN,2009,8944708,79
BEN,2010,9199259,76
BEN,2011,9460830,75
BEN,2012,9729248,80
BEN,2013,10004588,77
BEN,2014,10286842,74
BEN,2015,10575952,74
BEN,2016,10872067,76
BEN,2017,11175204,76
BEN,2018,11485048,76
BEN,2019,11801151,76
BEN,2020,0,0
BMU,1960,44400,0
BMU,1961,45500,0
BMU,1962,46600,0
BMU,1963,47700,0
BMU,1964,48900,0
BMU,1965,50100,0
BMU,1966,51000,0
BMU,1967,52000,0
BMU,1968,53000,0
BMU,1969,54000,0
BMU,1970,55000,0
BMU,1971,54600,0
BMU,1972,54200,0
BMU,1973,53800,0
BMU,1974,53400,0
BMU,1975,53000,0
BMU,1976,53200,0
BMU,1977,53400,0
BMU,1978,53600,0
BMU,1979,53800,0
BMU,1980,54670,0
BMU,1981,55050,0
BMU,1982,55449,0
BMU,1983,55930,0
BMU,1984,56423,0
BMU,1985,56898,0
BMU,1986,57382,0
BMU,1987,57849,0
BMU,1988,58347,0
BMU,1989,58841,0
BMU,1990,59326,0
BMU,1991,59021,0
BMU,1992,58595,0
BMU,1993,58910,0
BMU,1994,59320,0
BMU,1995,59746,0
BMU,1996,60129,0
BMU,1997,60497,0
BMU,1998,60943,0
BMU,1999,61285,0
BMU,2000,61833,0
BMU,2001,62504,0
BMU,2002,62912,0
BMU,2003,63325,0
BMU,2004,63740,0
BMU,2005,64154,0
BMU,2006,64523,0
BMU,2007,64888,0
BMU,2008,65273,0
BMU,2009,65636,0
BMU,2010,65124,0
BMU,2011,64564,0
BMU,2012,64798,0
BMU,2013,65001,0
BMU,2014,65138,0
BMU,2015,65237,0
BMU,2016,64554,0
BMU,2017,63873,0
BMU,2018,63920,0
BMU,2019,63918,0
BMU,2020,0,0
BTN,1960,223288,0
BTN,1961,228851,0
BTN,1962,234554,0
BTN,1963,240523,0
BTN,1964,246964,0
BTN,1965,253994,0
BTN,1966,261668,0
BTN,1967,269947,0
BTN,1968,278734,0
BTN,1969,287891,0
BTN,1970,297316,0
BTN,1971,306955,0
BTN,1972,316828,0
BTN,1973,326982,0
BTN,1974,337485,0
BTN,1975,348396,0
BTN,1976,359725,0
BTN,1977,371428,0
BTN,1978,383326,0
BTN,1979,395195,0
BTN,1980,406875,6
BTN,1981,418111,13
BTN,1982,428934,15
BTN,1983,439822,16
BTN,1984,451476,28
BTN,1985,464266,41
BTN,1986,478692,53
BTN,1987,494312,63
BTN,1988,509540,70
BTN,1989,522179,76
BTN,1990,530804,96
BTN,1991,534632,91
BTN,1992,534516,86
BTN,1993,532596,79
BTN,1994,531897,86
BTN,1995,534620,87
BTN,1996,541465,87
BTN,1997,551709,87
BTN,1998,564377,86
BTN,1999,577881,90
BTN,2000,591021,92
BTN,2001,603640,88
BTN,2002,616018,86
BTN,2003,627839,95
BTN,2004,638815,89
BTN,2005,648739,95
BTN,2006,657410,95
BTN,2007,664876,95
BTN,2008,671613,96
BTN,2009,678323,93
BTN,2010,685503,91
BTN,2011,693298,95
BTN,2012,701583,97
BTN,2013,710238,97
BTN,2014,719056,99
BTN,2015,727876,99
BTN,2016,736709,98
BTN,2017,745568,98
BTN,2018,754394,97
BTN,2019,763092,97
BTN,2020,0,0
BOL,1960,3656955,0
BOL,1961,3728964,0
BOL,1962,3802990,0
BOL,1963,3879192,0
BOL,1964,3957757,0
BOL,1965,4038872,0
BOL,1966,4122517,0
BOL,1967,4208676,0
BOL,1968,4297517,0
BOL,1969,4389246,0
BOL,1970,4484004,0
BOL,1971,4581740,0
BOL,1972,4682390,0
BOL,1973,4785923,0
BOL,1974,4892293,0
BOL,1975,5001419,0
BOL,1976,5113456,0
BOL,1977,5228252,0
BOL,1978,5344939,0
BOL,1979,5462419,0
BOL,1980,5579935,11
BOL,1981,5697096,13
BOL,1982,5814345,12
BOL,1983,5932810,10
BOL,1984,6054123,6
BOL,1985,6179460,33
BOL,1986,6309130,42
BOL,1987,6442831,35
BOL,1988,6580312,28
BOL,1989,6721115,52
BOL,1990,6864842,41
BOL,1991,7011453,43
BOL,1992,7160920,45
BOL,1993,7312850,52
BOL,1994,7466793,58
BOL,1995,7622338,64
BOL,1996,7779267,61
BOL,1997,7937458,58
BOL,1998,8096761,61
BOL,1999,8257066,77
BOL,2000,8418264,75
BOL,2001,8580235,71
BOL,2002,8742814,77
BOL,2003,8905823,88
BOL,2004,9069039,84
BOL,2005,9232306,85
BOL,2006,9395446,83
BOL,2007,9558439,84
BOL,2008,9721454,88
BOL,2009,9884781,93
BOL,2010,10048590,91
BOL,2011,10212954,95
BOL,2012,10377676,93
BOL,2013,10542376,87
BOL,2014,10706517,85
BOL,2015,10869730,89
BOL,2016,11031813,87
BOL,2017,11192854,84
BOL,2018,11353142,83
BOL,2019,11513100,75
BOL,2020,0,0
BIH,1960,3225668,0
BIH,1961,3288603,0
BIH,1962,3353226,0
BIH,1963,3417574,0
BIH,1964,3478997,0
BIH,1965,3535643,0
BIH,1966,3586636,0
BIH,1967,3632672,0
BIH,1968,3675454,0
BIH,1969,3717468,0
BIH,1970,3760529,0
BIH,1971,3805287,0
BIH,1972,3851153,0
BIH,1973,3897256,0
BIH,1974,3942225,0
BIH,1975,3985105,0
BIH,1976,4025266,0
BIH,1977,4063193,0
BIH,1978,4100349,0
BIH,1979,4138819,0
BIH,1980,4179855,0
BIH,1981,4222471,0
BIH,1982,4265185,0
BIH,1983,4307905,0
BIH,1984,4350577,0
BIH,1985,4392131,0
BIH,1986,4435917,0
BIH,1987,4479519,0
BIH,1988,4509461,0
BIH,1989,4507824,0
BIH,1990,4463423,0
BIH,1991,4369319,0
BIH,1992,4233676,58
BIH,1993,4078937,38
BIH,1994,3936524,82
BIH,1995,3829050,55
BIH,1996,3764425,67
BIH,1997,3736070,79
BIH,1998,3734337,89
BIH,1999,3743354,90
BIH,2000,3751176,85
BIH,2001,3755512,91
BIH,2002,3759387,80
BIH,2003,3762173,87
BIH,2004,3764194,84
BIH,2005,3765331,93
BIH,2006,3765424,87
BIH,2007,3762786,95
BIH,2008,3754271,91
BIH,2009,3735938,90
BIH,2010,3705472,89
BIH,2011,3661175,88
BIH,2012,3604972,92
BIH,2013,3542605,89
BIH,2014,3482104,86
BIH,2015,3429361,82
BIH,2016,3386267,78
BIH,2017,3351527,75
BIH,2018,3323929,73
BIH,2019,3301000,73
BIH,2020,0,0
BWA,1960,502745,0
BWA,1961,512685,0
BWA,1962,523778,0
BWA,1963,535685,0
BWA,1964,547873,0
BWA,1965,559994,0
BWA,1966,571964,0
BWA,1967,584092,0
BWA,1968,596947,0
BWA,1969,611300,0
BWA,1970,627715,0
BWA,1971,646347,0
BWA,1972,667092,0
BWA,1973,689912,0
BWA,1974,714712,0
BWA,1975,741355,0
BWA,1976,769979,0
BWA,1977,800529,0
BWA,1978,832467,0
BWA,1979,865075,0
BWA,1980,897868,71
BWA,1981,930408,75
BWA,1982,962875,82
BWA,1983,996130,82
BWA,1984,1031439,83
BWA,1985,1069582,84
BWA,1986,1110943,86
BWA,1987,1154906,88
BWA,1988,1200067,88
BWA,1989,1244484,92
BWA,1990,1286756,92
BWA,1991,1326322,93
BWA,1992,1363554,94
BWA,1993,1399110,94
BWA,1994,1434059,94
BWA,1995,1469174,95
BWA,1996,1504730,96
BWA,1997,1540425,96
BWA,1998,1575824,98
BWA,1999,1610264,97
BWA,2000,1643334,97
BWA,2001,1674678,97
BWA,2002,1704642,97
BWA,2003,1734398,96
BWA,2004,1765527,96
BWA,2005,1799078,96
BWA,2006,1835908,96
BWA,2007,1875459,96
BWA,2008,1915639,96
BWA,2009,1953498,96
BWA,2010,1987105,95
BWA,2011,2015402,95
BWA,2012,2039551,95
BWA,2013,2062536,95
BWA,2014,2088614,95
BWA,2015,2120716,95
BWA,2016,2159944,95
BWA,2017,2205128,95
BWA,2018,2254126,95
BWA,2019,2303697,95
BWA,2020,0,0
BRA,1960,72179226,0
BRA,1961,74311343,0
BRA,1962,76514328,0
BRA,1963,78772657,0
BRA,1964,81064571,0
BRA,1965,83373530,0
BRA,1966,85696505,0
BRA,1967,88035814,0
BRA,1968,90387079,0
BRA,1969,92746614,0
BRA,1970,95113265,0
BRA,1971,97482920,0
BRA,1972,99859383,0
BRA,1973,102259497,0
BRA,1974,104706198,0
BRA,1975,107216205,0
BRA,1976,109790938,0
BRA,1977,112425392,0
BRA,1978,115121153,0
BRA,1979,117878411,0
BRA,1980,120694009,37
BRA,1981,123570327,47
BRA,1982,126498314,56
BRA,1983,129448819,60
BRA,1984,132383568,68
BRA,1985,135274080,66
BRA,1986,138108912,58
BRA,1987,140891602,58
BRA,1988,143627503,58
BRA,1989,146328304,56
BRA,1990,149003223,66
BRA,1991,151648011,78
BRA,1992,154259380,71
BRA,1993,156849078,75
BRA,1994,159432716,74
BRA,1995,162019896,81
BRA,1996,164614688,77
BRA,1997,167209040,79
BRA,1998,169785250,93
BRA,1999,172318675,94
BRA,2000,174790340,98
BRA,2001,177196054,98
BRA,2002,179537520,99
BRA,2003,181809246,99
BRA,2004,184006481,99
BRA,2005,186127103,99
BRA,2006,188167356,99
BRA,2007,190130443,99
BRA,2008,192030362,99
BRA,2009,193886508,99
BRA,2010,195713635,99
BRA,2011,197514534,99
BRA,2012,199287296,95
BRA,2013,201035903,97
BRA,2014,202763735,93
BRA,2015,204471769,96
BRA,2016,206163058,89
BRA,2017,207833831,89
BRA,2018,209469333,87
BRA,2019,211049527,73
BRA,2020,0,0
VGB,1960,8048,0
VGB,1961,8167,0
VGB,1962,8310,0
VGB,1963,8476,0
VGB,1964,8646,0
VGB,1965,8830,0
VGB,1966,9025,0
VGB,1967,9222,0
VGB,1968,9421,0
VGB,1969,9626,0
VGB,1970,9827,0
VGB,1971,10017,0
VGB,1972,10208,0
VGB,1973,10392,0
VGB,1974,10562,0
VGB,1975,10699,0
VGB,1976,10821,0
VGB,1977,10928,0
VGB,1978,11045,0
VGB,1979,11218,0
VGB,1980,11478,0
VGB,1981,11826,0
VGB,1982,12249,0
VGB,1983,12752,0
VGB,1984,13322,0
VGB,1985,13956,0
VGB,1986,14649,0
VGB,1987,15407,0
VGB,1988,16154,0
VGB,1989,16862,0
VGB,1990,17489,0
VGB,1991,18006,0
VGB,1992,18438,0
VGB,1993,18786,0
VGB,1994,19074,0
VGB,1995,19313,0
VGB,1996,19502,0
VGB,1997,19665,0
VGB,1998,19821,0
VGB,1999,20026,0
VGB,2000,20311,0
VGB,2001,20675,0
VGB,2002,21129,0
VGB,2003,21672,0
VGB,2004,22334,0
VGB,2005,23107,0
VGB,2006,24023,0
VGB,2007,25047,0
VGB,2008,26097,0
VGB,2009,27039,0
VGB,2010,27794,0
VGB,2011,28319,0
VGB,2012,28650,0
VGB,2013,28847,0
VGB,2014,28989,0
VGB,2015,29152,0
VGB,2016,29355,0
VGB,2017,29577,0
VGB,2018,29802,0
VGB,2019,30030,0
VGB,2020,0,0
BRN,1960,81702,0
BRN,1961,85562,0
BRN,1962,89481,0
BRN,1963,93540,0
BRN,1964,97812,0
BRN,1965,102386,0
BRN,1966,107274,0
BRN,1967,112448,0
BRN,1968,117898,0
BRN,1969,123600,0
BRN,1970,129529,0
BRN,1971,135671,0
BRN,1972,142022,0
BRN,1973,148512,0
BRN,1974,155072,0
BRN,1975,161626,0
BRN,1976,168181,0
BRN,1977,174714,0
BRN,1978,181205,0
BRN,1979,187604,0
BRN,1980,193879,89
BRN,1981,200021,94
BRN,1982,206065,99
BRN,1983,212076,85
BRN,1984,218175,96
BRN,1985,224449,88
BRN,1986,230915,86
BRN,1987,237563,85
BRN,1988,244404,89
BRN,1989,251458,91
BRN,1990,258721,93
BRN,1991,266210,95
BRN,1992,273892,96
BRN,1993,281681,99
BRN,1994,289454,99
BRN,1995,297114,99
BRN,1996,304622,99
BRN,1997,311958,99
BRN,1998,319144,97
BRN,1999,326210,92
BRN,2000,333165,99
BRN,2001,340034,97
BRN,2002,346782,94
BRN,2003,353293,92
BRN,2004,359433,92
BRN,2005,365114,94
BRN,2006,370263,97
BRN,2007,374965,99
BRN,2008,379421,98
BRN,2009,383906,99
BRN,2010,388646,95
BRN,2011,393688,97
BRN,2012,398989,95
BRN,2013,404421,99
BRN,2014,409769,99
BRN,2015,414907,99
BRN,2016,419800,99
BRN,2017,424473,99
BRN,2018,428962,99
BRN,2019,433285,99
BRN,2020,0,0
BGR,1960,7867374,0
BGR,1961,7943118,0
BGR,1962,8012946,0
BGR,1963,8078145,0
BGR,1964,8144340,0
BGR,1965,8204168,0
BGR,1966,8258057,0
BGR,1967,8310226,0
BGR,1968,8369603,0
BGR,1969,8434172,0
BGR,1970,8489574,0
BGR,1971,8536395,0
BGR,1972,8576200,0
BGR,1973,8620967,0
BGR,1974,8678745,0
BGR,1975,8720742,0
BGR,1976,8758599,0
BGR,1977,8804183,0
BGR,1978,8814032,0
BGR,1979,8825940,0
BGR,1980,8861535,98
BGR,1981,8891117,99
BGR,1982,8917457,99
BGR,1983,8939738,99
BGR,1984,8960679,99
BGR,1985,8960547,99
BGR,1986,8958171,99
BGR,1987,8971359,99
BGR,1988,8981446,99
BGR,1989,8876972,99
BGR,1990,8718289,99
BGR,1991,8632367,99
BGR,1992,8540164,98
BGR,1993,8472313,98
BGR,1994,8443591,93
BGR,1995,8406067,96
BGR,1996,8362826,95
BGR,1997,8312068,94
BGR,1998,8256786,95
BGR,1999,8210624,96
BGR,2000,8170172,93
BGR,2001,8009142,94
BGR,2002,7837161,93
BGR,2003,7775327,96
BGR,2004,7716860,95
BGR,2005,7658972,96
BGR,2006,7601022,95
BGR,2007,7545338,95
BGR,2008,7492561,95
BGR,2009,7444443,94
BGR,2010,7395599,94
BGR,2011,7348328,95
BGR,2012,7305888,95
BGR,2013,7265115,95
BGR,2014,7223938,88
BGR,2015,7177991,91
BGR,2016,7127822,92
BGR,2017,7075947,92
BGR,2018,7025037,92
BGR,2019,6975761,92
BGR,2020,0,0
BFA,1960,4829288,0
BFA,1961,4894580,0
BFA,1962,4960326,0
BFA,1963,5027821,0
BFA,1964,5098890,0
BFA,1965,5174870,0
BFA,1966,5256363,0
BFA,1967,5343019,0
BFA,1968,5434041,0
BFA,1969,5528174,0
BFA,1970,5624600,0
BFA,1971,5723381,0
BFA,1972,5825173,0
BFA,1973,5930483,0
BFA,1974,6040041,0
BFA,1975,6154545,0
BFA,1976,6274037,0
BFA,1977,6398935,0
BFA,1978,6530819,0
BFA,1979,6671656,0
BFA,1980,6822843,0
BFA,1981,6985160,0
BFA,1982,7158255,0
BFA,1983,7340905,0
BFA,1984,7531242,0
BFA,1985,7727907,9
BFA,1986,7930694,19
BFA,1987,8140073,23
BFA,1988,8356305,34
BFA,1989,8579823,44
BFA,1990,8811034,66
BFA,1991,9050084,53
BFA,1992,9297113,39
BFA,1993,9552476,39
BFA,1994,9816588,36
BFA,1995,10089878,34
BFA,1996,10372745,37
BFA,1997,10665546,39
BFA,1998,10968724,15
BFA,1999,11282701,15
BFA,2000,11607942,45
BFA,2001,11944587,62
BFA,2002,12293100,69
BFA,2003,12654621,79
BFA,2004,13030569,79
BFA,2005,13421930,82
BFA,2006,13829176,86
BFA,2007,14252021,89
BFA,2008,14689725,93
BFA,2009,15141098,92
BFA,2010,15605217,91
BFA,2011,16081911,91
BFA,2012,16571246,90
BFA,2013,17072775,88
BFA,2014,17586017,91
BFA,2015,18110624,91
BFA,2016,18646378,91
BFA,2017,19193284,91
BFA,2018,19751535,91
BFA,2019,20321378,91
BFA,2020,0,0
BDI,1960,2797932,0
BDI,1961,2852438,0
BDI,1962,2907321,0
BDI,1963,2964427,0
BDI,1964,3026290,0
BDI,1965,3094379,0
BDI,1966,3170490,0
BDI,1967,3253218,0
BDI,1968,3336927,0
BDI,1969,3413904,0
BDI,1970,3479074,0
BDI,1971,3529997,0
BDI,1972,3569666,0
BDI,1973,3605126,0
BDI,1974,3646431,0
BDI,1975,3700880,0
BDI,1976,3770871,0
BDI,1977,3854445,0
BDI,1978,3949266,0
BDI,1979,4051234,0
BDI,1980,4157298,0
BDI,1981,4266520,36
BDI,1982,4379724,33
BDI,1983,4497533,44
BDI,1984,4621103,26
BDI,1985,4750837,36
BDI,1986,4886743,55
BDI,1987,5027138,68
BDI,1988,5168698,51
BDI,1989,5307069,82
BDI,1990,5438957,86
BDI,1991,5564926,83
BDI,1992,5685565,80
BDI,1993,5798053,63
BDI,1994,5898967,48
BDI,1995,5987043,73
BDI,1996,6060111,73
BDI,1997,6122130,74
BDI,1998,6185562,65
BDI,1999,6267124,79
BDI,2000,6378871,80
BDI,2001,6525545,81
BDI,2002,6704113,81
BDI,2003,6909154,82
BDI,2004,7131693,83
BDI,2005,7364862,87
BDI,2006,7607849,92
BDI,2007,7862214,99
BDI,2008,8126102,92
BDI,2009,8397668,94
BDI,2010,8675602,96
BDI,2011,8958406,96
BDI,2012,9245988,96
BDI,2013,9540289,96
BDI,2014,9844297,95
BDI,2015,10160030,94
BDI,2016,10487998,94
BDI,2017,10827024,91
BDI,2018,11175378,90
BDI,2019,11530580,93
BDI,2020,0,0
CPV,1960,201765,0
CPV,1961,205327,0
CPV,1962,210142,0
CPV,1963,216096,0
CPV,1964,222948,0
CPV,1965,230418,0
CPV,1966,238655,0
CPV,1967,247527,0
CPV,1968,256176,0
CPV,1969,263453,0
CPV,1970,268627,0
CPV,1971,271309,0
CPV,1972,271843,0
CPV,1973,271068,0
CPV,1974,270230,0
CPV,1975,270247,0
CPV,1976,271342,0
CPV,1977,273335,0
CPV,1978,276174,0
CPV,1979,279730,0
CPV,1980,283847,0
CPV,1981,288677,0
CPV,1982,294254,0
CPV,1983,300230,23
CPV,1984,306136,31
CPV,1985,311678,39
CPV,1986,316616,54
CPV,1987,321135,92
CPV,1988,325746,88
CPV,1989,331179,99
CPV,1990,337950,88
CPV,1991,346230,87
CPV,1992,355757,88
CPV,1993,366053,89
CPV,1994,376407,89
CPV,1995,386284,88
CPV,1996,395533,88
CPV,1997,404259,87
CPV,1998,412514,88
CPV,1999,420452,89
CPV,2000,428188,90
CPV,2001,435709,90
CPV,2002,442951,91
CPV,2003,449930,92
CPV,2004,456617,93
CPV,2005,463032,95
CPV,2006,469170,96
CPV,2007,475060,98
CPV,2008,480842,99
CPV,2009,486671,99
CPV,2010,492654,99
CPV,2011,498856,90
CPV,2012,505235,94
CPV,2013,511748,93
CPV,2014,518269,95
CPV,2015,524743,93
CPV,2016,531146,96
CPV,2017,537497,96
CPV,2018,543767,98
CPV,2019,549935,96
CPV,2020,0,0
KHM,1960,5722370,0
KHM,1961,5872966,0
KHM,1962,6028431,0
KHM,1963,6183584,0
KHM,1964,6331449,0
KHM,1965,6467197,0
KHM,1966,6585035,0
KHM,1967,6685960,0
KHM,1968,6779787,0
KHM,1969,6880623,0
KHM,1970,6996576,0
KHM,1971,7139647,0
KHM,1972,7302111,0
KHM,1973,7449238,0
KHM,1974,7533336,0
KHM,1975,7524447,0
KHM,1976,7404684,0
KHM,1977,7196042,0
KHM,1978,6957265,0
KHM,1979,6770396,0
KHM,1980,6693764,0
KHM,1981,6749847,0
KHM,1982,6919801,0
KHM,1983,7169997,0
KHM,1984,7447853,17
KHM,1985,7714880,23
KHM,1986,7960949,37
KHM,1987,8198082,37
KHM,1988,8435912,45
KHM,1989,8691334,47
KHM,1990,8975597,38
KHM,1991,9289299,38
KHM,1992,9623889,32
KHM,1993,9970733,35
KHM,1994,10317899,37
KHM,1995,10656138,39
KHM,1996,10982917,43
KHM,1997,11298600,46
KHM,1998,11600508,47
KHM,1999,11886458,53
KHM,2000,12155239,59
KHM,2001,12405408,60
KHM,2002,12637727,54
KHM,2003,12856163,69
KHM,2004,13066469,85
KHM,2005,13273354,82
KHM,2006,13477709,80
KHM,2007,13679962,82
KHM,2008,13883834,91
KHM,2009,14093604,94
KHM,2010,14312212,90
KHM,2011,14541423,91
KHM,2012,14780454,90
KHM,2013,15026332,86
KHM,2014,15274503,91
KHM,2015,15521436,92
KHM,2016,15766293,93
KHM,2017,16009414,93
KHM,2018,16249798,92
KHM,2019,16486542,92
KHM,2020,0,0
CMR,1960,5176918,0
CMR,1961,5285017,0
CMR,1962,5398729,0
CMR,1963,5518104,0
CMR,1964,5643036,0
CMR,1965,5773543,0
CMR,1966,5909882,0
CMR,1967,6052420,0
CMR,1968,6201413,0
CMR,1969,6357092,0
CMR,1970,6519762,0
CMR,1971,6689662,0
CMR,1972,6867178,0
CMR,1973,7052849,0
CMR,1974,7247287,0
CMR,1975,7451054,0
CMR,1976,7664406,0
CMR,1977,7887560,0
CMR,1978,8121084,0
CMR,1979,8365567,0
CMR,1980,8621406,0
CMR,1981,8888535,5
CMR,1982,9166816,15
CMR,1983,9456494,25
CMR,1984,9757841,27
CMR,1985,10070806,33
CMR,1986,10395480,39
CMR,1987,10731064,44
CMR,1988,11075422,50
CMR,1989,11425800,56
CMR,1990,11780088,48
CMR,1991,12137912,42
CMR,1992,12499499,37
CMR,1993,12864090,37
CMR,1994,13230984,38
CMR,1995,13599988,46
CMR,1996,13970813,46
CMR,1997,14344449,48
CMR,1998,14723768,56
CMR,1999,15112592,59
CMR,2000,15513945,62
CMR,2001,15928910,63
CMR,2002,16357602,66
CMR,2003,16800865,73
CMR,2004,17259322,73
CMR,2005,17733410,80
CMR,2006,18223674,81
CMR,2007,18730282,82
CMR,2008,19252666,84
CMR,2009,19789919,80
CMR,2010,20341241,84
CMR,2011,20906388,82
CMR,2012,21485266,85
CMR,2013,22077298,89
CMR,2014,22681858,83
CMR,2015,23298368,78
CMR,2016,23926539,75
CMR,2017,24566045,74
CMR,2018,25216237,67
CMR,2019,25876380,67
CMR,2020,0,0
CAN,1960,17909009,0
CAN,1961,18271000,0
CAN,1962,18614000,0
CAN,1963,18964000,0
CAN,1964,19325000,0
CAN,1965,19678000,0
CAN,1966,20048000,0
CAN,1967,20412000,0
CAN,1968,20744000,0
CAN,1969,21028000,0
CAN,1970,21324000,0
CAN,1971,21962032,0
CAN,1972,22218463,0
CAN,1973,22491777,0
CAN,1974,22807969,0
CAN,1975,23143275,0
CAN,1976,23449808,0
CAN,1977,23725843,0
CAN,1978,23963203,0
CAN,1979,24201544,0
CAN,1980,24515667,0
CAN,1981,24819915,0
CAN,1982,25116942,0
CAN,1983,25366451,0
CAN,1984,25607053,0
CAN,1985,25842116,0
CAN,1986,26100278,0
CAN,1987,26446601,85
CAN,1988,26791747,86
CAN,1989,27276781,87
CAN,1990,27691138,88
CAN,1991,28037420,88
CAN,1992,28371264,89
CAN,1993,28684764,90
CAN,1994,29000663,93
CAN,1995,29302311,87
CAN,1996,29610218,90
CAN,1997,29905948,86
CAN,1998,30155173,90
CAN,1999,30401286,90
CAN,2000,30685730,89
CAN,2001,31020902,89
CAN,2002,31360079,88
CAN,2003,31644028,91
CAN,2004,31940655,91
CAN,2005,32243753,93
CAN,2006,32571174,95
CAN,2007,32889025,94
CAN,2008,33247118,92
CAN,2009,33628895,91
CAN,2010,34004889,89
CAN,2011,34339328,87
CAN,2012,34714222,91
CAN,2013,35082954,91
CAN,2014,35437435,91
CAN,2015,35702908,91
CAN,2016,36109487,91
CAN,2017,36543321,91
CAN,2018,37057765,91
CAN,2019,37589262,91
CAN,2020,0,0
CYM,1960,7865,0
CYM,1961,8026,0
CYM,1962,8146,0
CYM,1963,8227,0
CYM,1964,8298,0
CYM,1965,8369,0
CYM,1966,8441,0
CYM,1967,8522,0
CYM,1968,8631,0
CYM,1969,8827,0
CYM,1970,9144,0
CYM,1971,9580,0
CYM,1972,10133,0
CYM,1973,10782,0
CYM,1974,11491,0
CYM,1975,12244,0
CYM,1976,13025,0
CYM,1977,13853,0
CYM,1978,14683,0
