,ds,yhat_lower,yhat_upper,yhat
0,1960-01-01,-28.16225255211262,3.579412565258428,-11.705278375398427
1,1961-01-01,-25.679056067741417,6.441877463283089,-9.487587250852915
2,1962-01-01,-25.614958979488957,7.160414100403453,-9.333431995155074
3,1963-01-01,-25.76138185160925,6.939768666560678,-9.22884694649964
4,1964-01-01,-25.565665836141967,7.3295218321645095,-9.173193206295608
5,1965-01-01,-23.572280990910084,9.436011071581616,-6.955502082409462
6,1966-01-01,-22.469017858597326,10.028488874395656,-6.801346827368873
7,1967-01-01,-22.448740201735326,9.412044889582813,-6.696761782505215
8,1968-01-01,-22.832807838978912,8.931820673468922,-6.641108046093073
9,1969-01-01,-20.819821271653318,11.511560116550415,-4.42341692435302
10,1970-01-01,-21.398140678586504,13.334719930388351,-4.269261673814509
11,1971-01-01,-21.029804565810068,11.67899737096841,-4.164676631383206
12,1972-01-01,-20.92843852881976,11.817796582198747,-4.109022895452063
13,1973-01-01,-17.654342904845134,13.44935379431841,-1.8913317741251676
14,1974-01-01,-19.00776142098249,14.755251564322794,-1.7371765188619586
15,1975-01-01,-18.09305409235712,13.882871143426062,-1.632591471706986
16,1976-01-01,-17.798795137371602,14.860887912376969,-1.5769377316787603
17,1977-01-01,-13.914862071590676,16.96577455133687,0.6407533937561753
18,1978-01-01,-14.099686050687716,16.662016216513454,0.7949086503988037
19,1979-01-01,-15.323110307165681,16.62995250549134,0.8994936989323818
20,1980-01-01,-14.057742430253455,18.394485195464586,0.9551474419596193
21,1981-01-01,-13.33542752469623,18.644325581352344,3.1728385704025106
22,1982-01-01,-13.001701155361788,19.28407503747223,3.3270087336656564
23,1983-01-01,-12.478502819443591,19.94169970382053,3.4316086888205355
24,1984-01-01,-13.270977529796033,19.18619074759336,3.4872773355873825
25,1985-01-01,-10.656597180374764,22.202685499787204,5.704983407284933
26,1986-01-01,-11.006102878969056,22.45721745697382,5.8591535692974
27,1987-01-01,-10.715786000609556,22.569470273496126,5.963758157365778
28,1988-01-01,-9.849611529940779,22.258192006818273,6.019431436981913
29,1989-01-01,-8.448484771009605,24.61115855742228,8.237142158556711
30,1990-01-01,-7.594910867299973,24.31833738643503,8.39131695773954
31,1991-01-01,-8.199324542417642,25.28381424672792,8.496064702768868
32,1992-01-01,-6.441540609602182,24.84534573830791,8.551881139347827
33,1993-01-01,-4.857456683906557,26.92291875070847,10.769741731131695
34,1994-01-01,-5.5856374956240735,27.480070203227683,10.924065991042168
35,1995-01-01,-4.376493904963361,26.162192114975625,11.02882004431791
36,1996-01-01,-4.473341947202254,27.020672151527148,11.084642789141311
37,1997-01-01,-3.1872885701145517,29.05965692107482,13.302503385591365
38,1998-01-01,-1.7435646792390966,27.98984375558482,13.456827650155066
39,1999-01-01,-2.4919509248469205,29.743938960699744,13.561594231274439
40,2000-01-01,-1.8024272242371884,28.75977187960676,13.617661929096553
41,2001-01-01,-0.3019482376157674,32.78364157984276,15.835768146466386
42,2002-01-01,-0.5230110248038293,32.0920822347573,15.990337361955255
43,2003-01-01,-1.1914405505266141,31.15672721033134,16.095336369336707
44,2004-01-01,-0.5314614549086472,32.258914576087044,16.151407821688025
45,2005-01-01,1.9510997264209422,34.512951380758665,18.36951780385956
46,2006-01-01,2.3869538990427523,33.8310293082688,18.524090772048492
47,2007-01-01,1.79569479739325,33.936022538790056,18.629093532128643
48,2008-01-01,2.0539532410783212,34.69453244559477,18.685164987479386
49,2009-01-01,4.3539638600494825,37.2434457811835,20.903274972665322
50,2010-01-01,4.979050000798793,36.58939524231876,21.057847944574583
51,2011-01-01,4.61535912581704,35.96559385711653,21.1628507083755
52,2012-01-01,5.185786221821943,37.06243627891354,21.21892216372739
53,2013-01-01,6.467727019555775,39.53950099026092,23.43703214891283
54,2014-01-01,7.123645625039221,39.77496616694882,23.591605120820525
55,2015-01-01,8.29795193224215,38.912704653497435,23.696607884623347
56,2016-01-01,6.561694813761291,38.78493200344932,23.752679339975117
57,2017-01-01,9.864486822252294,41.8587830952503,25.97078932516082
58,2018-01-01,11.608223686042951,42.51970997024983,26.12536229707008
59,2019-01-01,9.092413131263394,42.70076436602356,26.230365060870675
60,2020-01-01,11.223518867046396,41.729298435429264,26.28643651622396
61,2021-01-01,11.865181526313318,43.262530073337075,28.504546501407976
62,2022-01-01,13.353113331772306,45.190760408632286,28.659119473317286
63,2023-01-01,11.726792006213966,44.13195291764436,28.76412223711976
64,2024-01-01,12.62691575640307,45.47956989836684,28.82019369247002
65,2025-01-01,15.32607777764604,47.5767985946988,31.038303677656355
66,2026-01-01,15.94015947939455,47.08463974537141,31.192876649564692
67,2027-01-01,15.453741033476518,46.67246798232648,31.297879413365678
68,2028-01-01,15.123941440808398,48.229326045056126,31.353950868719984
69,2029-01-01,17.222957369175226,49.47966690909021,33.57206085390347
70,2030-01-01,18.00631866237697,50.00397429495257,33.72663382581596
