,ds,yhat_lower,yhat_upper,yhat
0,1960-01-01,69.69034035703392,70.20894326118872,69.95052616848906
1,1961-01-01,69.71753788506687,70.23677431710615,69.97494810118522
2,1962-01-01,69.78065040944263,70.32403065881073,70.05077253343944
3,1963-01-01,69.81366526319196,70.37587733167595,70.10333525774624
4,1964-01-01,69.84415857413872,70.417127666403,70.12972248775284
5,1965-01-01,69.88508490167521,70.4156242649793,70.15414442023115
6,1966-01-01,69.96321151935388,70.50135817339651,70.22996885226935
7,1967-01-01,69.99241520203817,70.56471425531817,70.28253157845317
8,1968-01-01,70.03269113260282,70.57250024972166,70.30891881033854
9,1969-01-01,70.2296610768404,70.78959469483155,70.51874666551515
10,1970-01-01,70.49417346927171,71.0465468427099,70.77964206054128
11,1971-01-01,70.74308026421369,71.287135105001,71.01727574845434
12,1972-01-01,71.06198959102636,71.61334372160783,71.34568377405336
13,1973-01-01,71.40238330133974,71.96872122938369,71.67295395573618
14,1974-01-01,71.79082066943008,72.3269497999872,72.05111505250181
15,1975-01-01,72.12799396586945,72.68325627249446,72.4060144421547
16,1976-01-01,72.4622947882308,72.99997900536076,72.73473833764818
17,1977-01-01,72.76790893029856,73.33645774007596,73.0623252546224
18,1978-01-01,73.10018578914355,73.62048390509695,73.37773001372324
19,1979-01-01,73.38803736680092,73.9281215928988,73.66987306571104
20,1980-01-01,73.58839392819957,74.12489616946239,73.8530459126576
21,1981-01-01,73.74672045664398,74.3018584348321,74.03468301108889
22,1982-01-01,73.90501356059835,74.46961897144767,74.1929424201313
23,1983-01-01,74.05459557655074,74.60712958113008,74.32794012206527
24,1984-01-01,74.15926057548677,74.72613991608536,74.43482520338263
25,1985-01-01,74.27220052370077,74.83596793351894,74.53994489455647
26,1986-01-01,74.42356192092215,74.94044218941782,74.69624659961063
27,1987-01-01,74.55458052632466,75.130196267309,74.82928659732977
28,1988-01-01,74.65111816276085,75.18918782902979,74.9361511007435
29,1989-01-01,74.77271888526451,75.324317120106,75.04127232038539
30,1990-01-01,74.913749517841,75.46385074173617,75.19757554973636
31,1991-01-01,75.06750991100354,75.60857688608364,75.33061707347464
32,1992-01-01,75.16181668030019,75.73103124865555,75.43748310291616
33,1993-01-01,75.26733894191665,75.81828707732753,75.54260691614363
34,1994-01-01,75.43130592473351,75.96237525301106,75.69891273198205
35,1995-01-01,75.59924737753968,76.17918887241416,75.87949627100393
36,1996-01-01,75.74877303596642,76.3126196163705,76.03390431574583
37,1997-01-01,75.90819346517291,76.44492524271448,76.18669968796796
38,1998-01-01,76.12391950219325,76.66852455833408,76.39054681265338
39,1999-01-01,76.30101309841555,76.84973477877124,76.57113223136703
40,2000-01-01,76.46540477394348,76.99257403348064,76.72554225735
41,2001-01-01,76.60626904200882,77.1649357741479,76.8783377325531
42,2002-01-01,76.82039031974803,77.37274354380966,77.08239135993715
43,2003-01-01,76.99072309740654,77.53539181151707,77.26318328019566
44,2004-01-01,77.11947106789938,77.68812120212601,77.42025276023502
45,2005-01-01,77.28955642275677,77.84528958935822,77.57571497569012
46,2006-01-01,77.51098509842026,78.05443683719822,77.7822216568181
47,2007-01-01,77.6971089053208,78.22429291117041,77.96546663086325
48,2008-01-01,77.78918742155415,78.32811634873217,78.05650179063758
49,2009-01-01,77.86865022820082,78.40954005377421,78.14574876986953
50,2010-01-01,78.02038676633356,78.55204998800795,78.28622113106043
51,2011-01-01,78.10740083103025,78.67456980515962,78.403431785128
52,2012-01-01,78.21115160703386,78.7787771652742,78.4944669449125
53,2013-01-01,78.2973285945955,78.85590532461421,78.58371392414364
54,2014-01-01,78.45323314516918,79.00368646465728,78.72418628534733
55,2015-01-01,78.56432278314414,79.08904559043938,78.8413969394175
56,2016-01-01,78.65742225551047,79.22578974352639,78.93243209918649
57,2017-01-01,78.7480304555904,79.307719574658,79.02167907843307
58,2018-01-01,78.90016045755435,79.42695156980092,79.16215143962394
59,2019-01-01,79.02610747002316,79.57794568151243,79.27936209372159
60,2020-01-01,79.09877539271378,79.65381542848486,79.3703972534656
61,2021-01-01,79.1844670598254,79.74731914883324,79.45964423272491
62,2022-01-01,79.31446825295382,79.87343945229497,79.6001165939074
63,2023-01-01,79.43252730854032,80.00569379931643,79.71732724797963
64,2024-01-01,79.49475279194787,80.10423510708704,79.80836240777103
65,2025-01-01,79.56843297019142,80.22953103565004,79.89760938698315
66,2026-01-01,79.6497313417475,80.39738516468927,80.03808174819376
67,2027-01-01,79.76807222404224,80.54965044260568,80.15529240228588
68,2028-01-01,79.78754838148808,80.68305604907458,80.24632756203619
69,2029-01-01,79.84621641723093,80.8569191519893,80.33557454128848
70,2030-01-01,79.88333346594402,81.07228621294794,80.4760469024662
