,Country,LOCATION,ISO CODE 2 letter,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Nominal_house_price,Flag Codes
815,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1973,13.45614167,
816,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1974,15.01112802,
817,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1975,16.92527131,
818,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1976,22.14912805,
819,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1977,30.68176036,
820,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1978,33.21710304,
821,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1979,31.48612957,
822,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1980,28.87811038,
823,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1981,25.97606252,
824,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1982,23.11867368,
825,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1983,23.53488111,
826,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1984,23.3680715,
827,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1985,23.40771835,
828,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1986,24.52427832,
829,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1987,25.67876748,
830,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1988,26.86301994,
831,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1989,28.65019733,
832,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1990,29.21674177,
833,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1991,29.96986292,
834,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1992,32.48208766,
835,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1993,35.16115016,
836,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1994,39.49417326,
837,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1995,42.34066485,
838,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1996,46.90230497,
839,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1997,52.48704775,
840,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1998,58.19380032,
841,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,1999,67.7112682,
842,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2000,80.06334489,
843,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2001,88.94257737,
844,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2002,94.65873481,
845,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2003,98.03772748,
846,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2004,102.2895984,
847,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2005,106.2215,
848,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2006,110.76025,
849,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2007,116.124,
850,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2008,118.66975,
851,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2009,113.37825,
852,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2010,111.428,
853,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2011,109.21725,
854,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2012,101.8855,
855,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2013,95.7715,
856,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2014,96.5565,
857,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
858,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2016,105.0515,
859,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2017,112.97825,
860,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2018,123.65575,
861,Netherlands,NLD,NL,HOUSECOST,NOMINAL,IDX2015,A,2019,132.658,
862,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1970,1.890739481,
863,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1971,2.102257345,
864,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1972,2.391149928,
865,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1973,3.010224203,
866,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1974,4.204503758,
867,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1975,4.596580853,
868,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1976,4.924171727,
869,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1977,5.2466028289999995,
870,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1978,5.357526999,
871,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1979,5.643839696000001,
872,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1980,6.186484534,
873,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1981,7.62398094,
874,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1982,10.00997498,
875,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1983,11.00772248,
876,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1984,12.42371894,
877,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1985,14.18471454,
878,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1986,15.639710899999999,
879,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1987,18.31220422,
880,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1988,20.70469824,
881,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1989,22.000945,
882,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1990,23.200442000000002,
883,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1991,22.65894335,
884,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1992,22.81919295,
885,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1993,23.758940600000003,
886,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1994,27.0014325,
887,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1995,29.49067627,
888,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1996,32.438918900000004,
889,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1997,34.40566399,
890,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1998,33.78791553,
891,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,1999,34.49891375,
892,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2000,34.37641406,
893,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2001,35.01841245,
894,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2002,38.70015325,
895,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2003,46.26363434,
896,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2004,54.52311369,
897,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2005,62.24309439,
898,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2006,68.53582866,
899,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2007,75.99306002,
900,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2008,72.66106835,
901,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2009,71.51032122,
902,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2010,72.89881775,
903,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2011,73.44556639,
904,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2012,76.72705818,
905,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2013,83.53379117,
906,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2014,88.95877759999999,
907,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
908,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2016,114.17821459999999,
909,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2017,121.59619599999999,
910,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2018,125.9656851,
911,New Zealand,NZL,NZ,HOUSECOST,NOMINAL,IDX2015,A,2019,129.8999253,
912,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1970,4.250488102,
913,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1971,4.3963410110000005,
914,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1972,4.627514987,
915,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1973,5.046625912,
916,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1974,5.827774885,
917,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1975,6.5114964220000005,
918,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1976,7.107590915,
919,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1977,7.835125973999999,
920,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1978,8.196011034,
921,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1979,8.524035954,
922,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1980,9.402612363,
923,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1981,10.34690906,
924,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1982,11.30561809,
925,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1983,12.08215511,
926,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1984,13.78511752,
927,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1985,16.6364554,
928,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1986,21.81509837,
929,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1987,23.43043374,
930,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1988,24.313622100000003,
931,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1989,22.75017116,
932,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1990,21.10082267,
933,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1991,19.79794689,
934,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1992,18.8,
935,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1993,18.975,
936,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1994,21.475,
937,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1995,23.05,
938,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1996,25.125,
939,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1997,28.125,
940,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1998,31.25,
941,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,1999,34.725,
942,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2000,40.25,
943,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2001,43.025,
944,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2002,45.175,
945,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2003,45.925,
946,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2004,50.6,
947,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2005,54.775,
948,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2006,62.275,
949,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2007,70.1,
950,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2008,69.35,
951,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2009,70.675,
952,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2010,76.475,
953,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2011,82.6,
954,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2012,88.2,
955,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2013,91.75,
956,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2014,94.25,
957,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
958,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2016,107.025,
959,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2017,112.35,
960,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2018,113.975,
961,Norway,NOR,NO,HOUSECOST,NOMINAL,IDX2015,A,2019,116.8,
962,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2005,56.005,
963,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2006,76.515,
964,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2007,113.8175,
965,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2008,112.9175,
966,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2009,109.77,
967,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2010,105.61,
968,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2011,105.695,
969,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2012,102.005,
970,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2013,97.535,
971,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2014,98.5,
972,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
973,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2016,101.8575,
974,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2017,105.7825,
975,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2018,112.7425,
976,Poland,POL,PL,HOUSECOST,NOMINAL,IDX2015,A,2019,122.5225,
977,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,1988,40.470146299999996,
978,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,1989,47.7943152,
979,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,1990,54.9766528,
980,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,1991,65.62818426,
981,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,1992,73.7891579,
982,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,1993,74.72240792,
983,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,1994,76.42722028,
984,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,1995,77.59874691,
985,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,1996,78.86388221,
986,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,1997,81.72603807,
987,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,1998,85.36826613,
988,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,1999,93.03283018,
989,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2000,100.2406974,
990,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2001,105.6728366,
991,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2002,106.33093390000002,
992,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2003,107.47976750000001,
993,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2004,108.1662311,
994,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2005,110.62274939999999,
995,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2006,112.9544561,
996,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2007,113.4678855,
997,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2008,106.3082409,
998,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2009,106.5375,
999,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2010,107.3575,
1000,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2011,102.0925,
1001,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2012,94.8725,
1002,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2013,93.085,
1003,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2014,97.0375,
1004,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1005,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2016,107.115,
1006,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2017,117.015,
1007,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2018,129.0325,
1008,Portugal,PRT,PT,HOUSECOST,NOMINAL,IDX2015,A,2019,141.4625,
1009,Romania,ROU,RO,HOUSECOST,NOMINAL,IDX2015,A,2009,129.2775,
1010,Romania,ROU,RO,HOUSECOST,NOMINAL,IDX2015,A,2010,119.5425,
1011,Romania,ROU,RO,HOUSECOST,NOMINAL,IDX2015,A,2011,104.8275,
1012,Romania,ROU,RO,HOUSECOST,NOMINAL,IDX2015,A,2012,99.51,
1013,Romania,ROU,RO,HOUSECOST,NOMINAL,IDX2015,A,2013,99.26,
1014,Romania,ROU,RO,HOUSECOST,NOMINAL,IDX2015,A,2014,97.22,
1015,Romania,ROU,RO,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1016,Romania,ROU,RO,HOUSECOST,NOMINAL,IDX2015,A,2016,105.95,
1017,Romania,ROU,RO,HOUSECOST,NOMINAL,IDX2015,A,2017,112.355,
1018,Romania,ROU,RO,HOUSECOST,NOMINAL,IDX2015,A,2018,118.6175,
1019,Romania,ROU,RO,HOUSECOST,NOMINAL,IDX2015,A,2019,122.69,
1020,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2001,18.69825,
1021,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2002,23.4905,
1022,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2003,29.37025,
1023,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2004,37.8025,
1024,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2005,45.7065,
1025,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2006,60.51525,
1026,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2007,84.37575,
1027,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2008,98.69975,
1028,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2009,93.955,
1029,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2010,92.5275,
1030,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2011,81.87275,
1031,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2012,89.869,
1032,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2013,95.574,
1033,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2014,97.9095,
1034,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1035,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2016,102.8555,
1036,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2017,108.78200000000001,
1037,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2018,116.1475,
1038,Russia,RUS,RU,HOUSECOST,NOMINAL,IDX2015,A,2019,119.822,
1039,Saudi Arabia,SAU,SA,HOUSECOST,NOMINAL,IDX2015,A,2014,101.189,
1040,Saudi Arabia,SAU,SA,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1041,Saudi Arabia,SAU,SA,HOUSECOST,NOMINAL,IDX2015,A,2016,95.09100000000001,
1042,Saudi Arabia,SAU,SA,HOUSECOST,NOMINAL,IDX2015,A,2017,88.9675,
1043,Saudi Arabia,SAU,SA,HOUSECOST,NOMINAL,IDX2015,A,2018,86.4625,
1044,Saudi Arabia,SAU,SA,HOUSECOST,NOMINAL,IDX2015,A,2019,83.50225,
1045,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2005,65.09653625,
1046,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2006,75.98681003,
1047,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2007,98.00475499,
1048,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2008,115.55271110000001,
1049,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2009,100.81724799999999,
1050,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2010,96.78425804,
1051,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2011,95.32926168,
1052,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2012,92.75426811,
1053,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2013,93.58676603,
1054,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2014,94.90676273,
1055,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1056,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2016,106.7027332,
1057,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2017,112.9902175,
1058,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2018,121.3201967,
1059,Slovakia,SVK,SK,HOUSECOST,NOMINAL,IDX2015,A,2019,132.39516899999998,
1060,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2007,120.845,
1061,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2008,129.3075,
1062,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2009,117.055,
1063,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2010,117.205,
1064,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2011,120.385,
1065,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2012,112.09,
1066,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2013,106.21,
1067,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2014,99.2025,
1068,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2015,100.0,
1069,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2016,103.2525,
1070,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2017,111.785,
1071,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2018,121.5475,
1072,Slovenia,SVN,SI,HOUSECOST,NOMINAL,IDX2015,A,2019,129.69,
1073,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1966,0.726805395,
1074,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1967,0.868128667,
1075,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1968,0.928695783,
1076,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1969,1.0296409770000001,
1077,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1970,1.1911532870000001,
1078,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1971,1.2719094420000001,
1079,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1972,1.332476558,
1080,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1973,1.5141779069999999,
1081,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1974,1.6756902169999999,
1082,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1975,1.79682445,
1083,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1976,1.9179586819999999,
1084,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1977,1.938147721,
1085,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1978,2.039092915,
1086,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1979,2.3015504190000002,
1087,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1980,2.826465427,
1088,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1981,3.8964844810000003,
1089,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1982,4.683856993,
1090,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1983,5.652930854,
1091,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1984,6.137467784,
1092,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1985,5.693308931,
1093,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1986,5.451040466,
1094,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1987,5.996144512000001,
1095,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1988,6.924840296,
1096,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1989,7.893914156,
1097,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1990,9.085067443,
1098,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1991,10.27622073,
1099,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1992,10.72037958,
1100,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1993,11.28567267,
1101,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1994,12.45663692,
1102,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1995,13.40552174,
1103,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1996,13.91024771,
1104,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1997,15.14177907,
1105,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1998,17.2414391,
1106,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,1999,18.08937873,
1107,South Africa,ZAF,ZA,HOUSECOST,NOMINAL,IDX2015,A,2000,21.1984907,
