,ds,yhat_lower,yhat_upper,yhat
0,1960-01-01,299.9400358968728,368.36323960375125,332.8994027824144
1,1961-01-01,304.97674729925086,373.3876604501608,336.2113972587288
2,1962-01-01,309.734055994622,376.76714777624414,342.919933142679
3,1963-01-01,316.5406582254642,381.89514245218055,346.04941551476304
4,1964-01-01,310.92654179815395,379.0208395599718,345.59982348804874
5,1965-01-01,312.17443488460196,385.8637843982909,348.9118179590685
6,1966-01-01,323.63655243747723,392.3116789970705,355.6203538377359
7,1967-01-01,325.9605260605594,392.02147917383286,358.74983621341187
8,1968-01-01,323.3951333965556,394.53505446704276,358.3002441902807
9,1969-01-01,328.95489845275785,394.65738818924507,361.61223867288646
10,1970-01-01,334.4771856353012,403.5194851416611,368.3207745587491
11,1971-01-01,338.790000797632,406.76913455396925,371.45025693756486
12,1972-01-01,336.59696726903553,403.0759740775529,371.00066492389783
13,1973-01-01,341.8185792789564,408.3920296113918,374.3126594084796
14,1974-01-01,345.6307027903483,414.24640255388385,381.021195313618
15,1975-01-01,347.6054056502214,417.9032011109589,384.15067771171454
16,1976-01-01,349.0483802288744,417.95388723762153,383.7028143427704
17,1977-01-01,353.43546170406984,421.8651251869229,387.01654220808905
18,1978-01-01,359.9334115640954,428.90628400142907,393.7300132760027
19,1979-01-01,363.5678284782524,430.91281630728776,396.8644308368769
20,1980-01-01,362.2018144956754,432.50384396632364,396.42741097593404
21,1981-01-01,366.43649085914916,436.4457444831494,399.75201205750113
22,1982-01-01,370.8903464032799,438.2895331197486,406.4825570761235
23,1983-01-01,374.36472305517896,441.5059498197282,409.6340485876972
24,1984-01-01,379.57171437225844,445.65285711389106,412.0655842707685
25,1985-01-01,383.17351904833237,453.550249804882,418.27758267320945
26,1986-01-01,396.77309138235114,462.69545552793863,427.87819897525804
27,1987-01-01,399.30115386183166,472.8426304035527,435.36078940027295
28,1988-01-01,405.399171164906,474.8935219017778,439.26430542646875
29,1989-01-01,412.7416767616563,481.1648941612763,446.94943998552657
30,1990-01-01,422.54240443419945,489.16359398743407,458.01916748204866
31,1991-01-01,432.60525534195034,498.0912183983173,465.5107089909061
32,1992-01-01,435.9592940338103,503.2943884844203,469.4231761009552
33,1993-01-01,442.2406618194477,508.96875536253447,477.11393927302254
34,1994-01-01,453.03667158682896,519.2163987748847,488.1892800037935
35,1995-01-01,461.65056057802553,528.8805928720654,495.68556723537426
36,1996-01-01,466.787284493068,537.0902380299442,499.6027800681243
37,1997-01-01,474.0218680643666,540.5678576039037,507.29354324729474
38,1998-01-01,484.68625926240696,554.0705883306664,518.3688839851255
39,1999-01-01,493.1820487462733,558.6552334041547,525.865171208379
40,2000-01-01,494.0325451551043,564.2735374232878,529.7823840379477
41,2001-01-01,502.3783366757139,573.2388493914577,537.4731472146756
42,2002-01-01,515.0231250560366,581.6796685325683,548.5483795077859
43,2003-01-01,521.606022899856,590.9601986541419,556.0445582938406
44,2004-01-01,526.9956828586744,594.0528133203752,559.9536877466929
45,2005-01-01,531.4793020757495,603.0772624390189,567.6363454004392
46,2006-01-01,545.9487476367501,617.6437390095177,578.6960551636053
47,2007-01-01,553.0960487430802,621.217303368757,586.1767114197537
48,2008-01-01,554.9534700045256,624.5482117467095,590.0717262437529
49,2009-01-01,564.6981037260042,631.8197369689276,597.7402305984666
50,2010-01-01,571.8508707884315,643.9354744879535,608.7933733283334
51,2011-01-01,583.1335212010646,651.4431252630604,616.2674625511464
52,2012-01-01,584.5421241447488,653.7630316970035,620.1624773751518
53,2013-01-01,593.2316731146515,659.4030028295891,627.830981729852
54,2014-01-01,604.7371785255815,674.9396991274564,638.8841244597319
55,2015-01-01,611.2097748663156,678.6989401980011,646.3582136825364
56,2016-01-01,616.7760112703353,684.3681107415789,650.2532285065491
57,2017-01-01,625.0247325537441,692.6998307467488,657.9217328612499
58,2018-01-01,636.6421506963358,701.9664165764212,668.9748755911157
59,2019-01-01,644.3663800837859,711.1164207686776,676.4489648139199
60,2020-01-01,643.5477349037048,715.9666245617866,680.3439796379519
61,2021-01-01,654.2619424833549,722.2376003522326,688.0124839926601
62,2022-01-01,664.6890299233396,735.4469302038574,699.0656267225102
63,2023-01-01,671.1955655050078,740.0788090584907,706.5397159453228
64,2024-01-01,680.0779331318188,744.3069235540113,710.4347307693104
65,2025-01-01,684.6788889308065,753.1209987119352,718.1032351240167
66,2026-01-01,693.5631853269497,764.0530155503094,729.1563778539047
67,2027-01-01,703.0722594442176,771.2273150329013,736.6304670767018
68,2028-01-01,705.323746647679,774.005922292771,740.5254819007334
69,2029-01-01,715.2284968740167,782.9713420632402,748.1939862554427
70,2030-01-01,724.8948977903244,794.545655438784,759.2471289852803
