LOCATION,TIME,broad_money_growth_%
COG,1990,18.39878782
COG,1991,-4.801268745
COG,1992,8.813275873
COG,1993,-26.55995082
COG,1994,28.19381842
COG,1995,-0.051485546
COG,1996,15.69673212
COG,1997,9.516052842
COG,1998,-12.78290919
COG,1999,19.8714159
COG,2000,58.52195397
COG,2001,-29.24524351
COG,2002,12.67805123
COG,2003,-1.936173805
COG,2004,20.1010159
COG,2005,34.37195343
COG,2006,47.07537865
COG,2007,16.564433
COG,2008,32.96816235
COG,2009,4.909264778
COG,2010,31.95524279
COG,2011,38.0524976
COG,2012,19.83495318
COG,2013,1.054921978
COG,2014,13.65567434
COG,2015,-11.708263
COG,2016,-14.73173559
COG,2017,-11.5569235
COG,2018,-6.009807106
COG,2019,0
COG,2020,0
CRI,1960,0
CRI,1961,-2.864768683
CRI,1962,13.07931856
CRI,1963,10.51352665
CRI,1964,7.446496629
CRI,1965,6.603001364
CRI,1966,3.173790632
CRI,1967,33.49044902
CRI,1968,-0.669020628
CRI,1969,11.84284378
CRI,1970,6.866845099
CRI,1971,41.81732801
CRI,1972,19.5419426
CRI,1973,21.92419556
CRI,1974,30.49223779
CRI,1975,42.32655311
CRI,1976,34.36901121
CRI,1977,31.46052073
CRI,1978,27.91339173
CRI,1979,34.90724366
CRI,1980,16.15757616
CRI,1981,87.09931883
CRI,1982,27.35235012
CRI,1983,37.55014257
CRI,1984,17.74564748
CRI,1985,14.33708335
CRI,1986,20.94974619
CRI,1987,16.27016238
CRI,1988,39.82740222
CRI,1989,16.62607426
CRI,1990,27.40272451
CRI,1991,33.67292704
CRI,1992,24.16309429
CRI,1993,15.13116113
CRI,1994,21.98246041
CRI,1995,4.687476048
CRI,1996,47.58677241
CRI,1997,-45.47297403
CRI,1998,20.31059411
CRI,1999,30.14750611
CRI,2000,24.03617731
CRI,2001,154.3907828
CRI,2002,19.28433984
CRI,2003,24.67671635
CRI,2004,22.79420641
CRI,2005,27.67643605
CRI,2006,22.75513537
CRI,2007,20.46143223
CRI,2008,22.50289525
CRI,2009,9.241200924
CRI,2010,0.941285852
CRI,2011,5.43347065
CRI,2012,9.932915774
CRI,2013,9.61917073
CRI,2014,14.26858649
CRI,2015,4.028818581
CRI,2016,3.079365985
CRI,2017,1.548238725
CRI,2018,2.158745307
CRI,2019,4.037118174
CRI,2020,0
CIV,1960,0
CIV,1961,0
CIV,1962,0
CIV,1963,14.28571429
CIV,1964,36.26101322
CIV,1965,-1.272984441
CIV,1966,10.41751944
CIV,1967,7.933271548
CIV,1968,24.57496136
CIV,1969,26.71629446
CIV,1970,16.16623151
CIV,1971,10.1329837
CIV,1972,4.447278912
CIV,1973,20.41846454
CIV,1974,50.90933676
CIV,1975,9.564983648
CIV,1976,43.01193981
CIV,1977,49.961401
CIV,1978,10.89057942
CIV,1979,-2.65641925
CIV,1980,2.766002543
CIV,1981,9.939500189
CIV,1982,3.234581412
CIV,1983,4.786927946
CIV,1984,19.38001301
CIV,1985,13.72731675
CIV,1986,2.70906903
CIV,1987,-3.583385835
CIV,1988,1.471011872
CIV,1989,-8.080231448
CIV,1990,-2.571951844
CIV,1991,0.115518092
CIV,1992,-1.185464823
CIV,1993,-1.362285747
CIV,1994,46.78375219
CIV,1995,18.08176301
CIV,1996,3.926615065
CIV,1997,8.187893358
CIV,1998,6.017081315
CIV,1999,-1.682658614
CIV,2000,-1.758462951
CIV,2001,4.55722942
CIV,2002,29.77880974
CIV,2003,-27.67933784
CIV,2004,7.567924811
CIV,2005,-0.176792556
CIV,2006,13.16570965
CIV,2007,32.15272899
CIV,2008,8.016905864
CIV,2009,21.16978489
CIV,2010,19.12041219
CIV,2011,11.01579644
CIV,2012,4.85589316
CIV,2013,11.34016442
CIV,2014,14.17779256
CIV,2015,18.15469153
CIV,2016,11.03846834
CIV,2017,9.193404654
CIV,2018,13.39670524
CIV,2019,10.76158784
CIV,2020,0
HRV,1960,0
HRV,1961,0
HRV,1962,0
HRV,1963,0
HRV,1964,0
HRV,1965,0
HRV,1966,0
HRV,1967,0
HRV,1968,0
HRV,1969,0
HRV,1970,0
HRV,1971,0
HRV,1972,0
HRV,1973,0
HRV,1974,0
HRV,1975,0
HRV,1976,0
HRV,1977,0
HRV,1978,0
HRV,1979,0
HRV,1980,0
HRV,1981,0
HRV,1982,0
HRV,1983,0
HRV,1984,0
HRV,1985,0
HRV,1986,0
HRV,1987,0
HRV,1988,0
HRV,1989,0
HRV,1990,0
HRV,1991,0
HRV,1992,0
HRV,1993,0
HRV,1994,74.56251858
HRV,1995,40.41406403
HRV,1996,49.23501984
HRV,1997,38.41084034
HRV,1998,12.98963134
HRV,1999,-1.838996574
HRV,2000,29.09938192
HRV,2001,46.1382102
HRV,2002,9.494018403
HRV,2003,10.97912687
HRV,2004,9.32192
HRV,2005,10.55204675
HRV,2006,18.05363343
HRV,2007,18.29733926
HRV,2008,4.356822221
HRV,2009,-0.584034834
HRV,2010,12.62899851
HRV,2011,1.550129333
HRV,2012,-10.53771267
HRV,2013,-1.45860639
HRV,2014,0.890695375
HRV,2015,4.693774444
HRV,2016,4.566538674
HRV,2017,3.837584939
HRV,2018,8.307982314
HRV,2019,3.892658285
HRV,2020,0
CUB,1960,0
CUB,1961,0
CUB,1962,0
CUB,1963,0
CUB,1964,0
CUB,1965,0
CUB,1966,0
CUB,1967,0
CUB,1968,0
CUB,1969,0
CUB,1970,0
CUB,1971,0
CUB,1972,0
CUB,1973,0
CUB,1974,0
CUB,1975,0
CUB,1976,0
CUB,1977,0
CUB,1978,0
CUB,1979,0
CUB,1980,0
CUB,1981,0
CUB,1982,0
CUB,1983,0
CUB,1984,0
CUB,1985,0
CUB,1986,0
CUB,1987,0
CUB,1988,0
CUB,1989,0
CUB,1990,0
CUB,1991,0
CUB,1992,0
CUB,1993,0
CUB,1994,0
CUB,1995,0
CUB,1996,0
CUB,1997,0
CUB,1998,0
CUB,1999,0
CUB,2000,0
CUB,2001,0
CUB,2002,0
CUB,2003,0
CUB,2004,0
CUB,2005,0
CUB,2006,0
CUB,2007,0
CUB,2008,0
CUB,2009,0
CUB,2010,0
CUB,2011,0
CUB,2012,0
CUB,2013,0
CUB,2014,0
CUB,2015,0
CUB,2016,0
CUB,2017,0
CUB,2018,0
CUB,2019,0
CUB,2020,0
CUW,1960,0
CUW,1961,0
CUW,1962,0
CUW,1963,0
CUW,1964,0
CUW,1965,0
CUW,1966,0
CUW,1967,0
CUW,1968,0
CUW,1969,0
CUW,1970,0
CUW,1971,0
CUW,1972,0
CUW,1973,0
CUW,1974,0
CUW,1975,0
CUW,1976,0
CUW,1977,0
CUW,1978,0
CUW,1979,0
CUW,1980,0
CUW,1981,0
CUW,1982,0
CUW,1983,0
CUW,1984,0
CUW,1985,0
CUW,1986,0
CUW,1987,0
CUW,1988,0
CUW,1989,0
CUW,1990,0
CUW,1991,0
CUW,1992,0
CUW,1993,0
CUW,1994,0
CUW,1995,0
CUW,1996,0
CUW,1997,0
CUW,1998,0
CUW,1999,0
CUW,2000,0
CUW,2001,0
CUW,2002,0
CUW,2003,0
CUW,2004,0
CUW,2005,0
CUW,2006,0
CUW,2007,0
CUW,2008,0
CUW,2009,0
CUW,2010,0
CUW,2011,0
CUW,2012,0
CUW,2013,0
CUW,2014,0
CUW,2015,0
CUW,2016,0
CUW,2017,0
CUW,2018,0
CUW,2019,0
CUW,2020,0
CYP,1960,0
CYP,1961,0
CYP,1962,0
CYP,1963,0
CYP,1964,0
CYP,1965,0
CYP,1966,0
CYP,1967,0
CYP,1968,0
CYP,1969,0
CYP,1970,0
CYP,1971,0
CYP,1972,0
CYP,1973,0
CYP,1974,0
CYP,1975,0
CYP,1976,0
CYP,1977,0
CYP,1978,0
CYP,1979,0
CYP,1980,0
CYP,1981,0
CYP,1982,0
CYP,1983,0
CYP,1984,0
CYP,1985,0
CYP,1986,0
CYP,1987,0
CYP,1988,0
CYP,1989,0
CYP,1990,0
CYP,1991,0
CYP,1992,0
CYP,1993,0
CYP,1994,0
CYP,1995,0
CYP,1996,0
CYP,1997,0
CYP,1998,0
CYP,1999,0
CYP,2000,0
CYP,2001,0
CYP,2002,0
CYP,2003,0
CYP,2004,0
CYP,2005,0
CYP,2006,0
CYP,2007,0
CYP,2008,0
CYP,2009,0
CYP,2010,0
CYP,2011,0
CYP,2012,0
CYP,2013,0
CYP,2014,0
CYP,2015,0
CYP,2016,0
CYP,2017,0
CYP,2018,0
CYP,2019,0
CYP,2020,0
CZE,1960,0
CZE,1961,0
CZE,1962,0
CZE,1963,0
CZE,1964,0
CZE,1965,0
CZE,1966,0
CZE,1967,0
CZE,1968,0
CZE,1969,0
CZE,1970,0
CZE,1971,0
CZE,1972,0
CZE,1973,0
CZE,1974,0
CZE,1975,0
CZE,1976,0
CZE,1977,0
CZE,1978,0
CZE,1979,0
CZE,1980,0
CZE,1981,0
CZE,1982,0
CZE,1983,0
CZE,1984,0
CZE,1985,0
CZE,1986,0
CZE,1987,0
CZE,1988,0
CZE,1989,0
CZE,1990,0
CZE,1991,0
CZE,1992,0
CZE,1993,0
CZE,1994,20.40626681
CZE,1995,29.30350884
CZE,1996,6.441231249
CZE,1997,1.664410969
CZE,1998,3.362617675
CZE,1999,2.624103961
CZE,2000,16.00083775
CZE,2001,11.18365011
CZE,2002,-11.09219842
CZE,2003,6.564930262
CZE,2004,7.359152455
CZE,2005,10.99717707
CZE,2006,12.95059717
CZE,2007,16.11737431
CZE,2008,13.58622831
CZE,2009,0.213326566
CZE,2010,1.876466797
CZE,2011,2.75445023
CZE,2012,4.790316757
CZE,2013,5.810228999
CZE,2014,5.919957157
CZE,2015,7.950922787
CZE,2016,6.527790796
CZE,2017,10.3570967
CZE,2018,6.311374883
CZE,2019,6.35843733
CZE,2020,0
DNK,1960,0
DNK,1961,9.572723765
DNK,1962,8.991681704
DNK,1963,12.42529478
DNK,1964,10.19359937
DNK,1965,9.742820822
DNK,1966,12.91136985
DNK,1967,9.45416283
DNK,1968,12.76646879
DNK,1969,10.57522218
DNK,1970,4.822388836
DNK,1971,8.871931599
DNK,1972,13.36598548
DNK,1973,13.62850843
DNK,1974,8.429043424
DNK,1975,26.94526064
DNK,1976,11.72929466
DNK,1977,9.283114093
DNK,1978,6.438200144
DNK,1979,10.21467154
DNK,1980,11.71181955
DNK,1981,10.84528841
DNK,1982,11.07143049
DNK,1983,27.79209477
DNK,1984,17.20846292
DNK,1985,18.36056154
DNK,1986,9.416147578
DNK,1987,6.508571913
DNK,1988,5.532101117
DNK,1989,1.320560157
DNK,1990,6.526592252
DNK,1991,3.930802104
DNK,1992,-0.739939745
DNK,1993,19.70661729
DNK,1994,-9.951172591
DNK,1995,6.212688252
DNK,1996,8.143561872
DNK,1997,6.818733821
DNK,1998,3.325471379
DNK,1999,-0.892051976
DNK,2000,-5.165168722
DNK,2001,3.565120985
DNK,2002,4.241608487
DNK,2003,-2.174690515
DNK,2004,2.727368829
DNK,2005,14.41704113
DNK,2006,11.47894432
DNK,2007,17.16567425
DNK,2008,7.00027065
DNK,2009,4.528667498
DNK,2010,7.878265509
DNK,2011,-5.936200096
DNK,2012,2.048302112
DNK,2013,-9.373542067
DNK,2014,14.10322643
DNK,2015,9.911316313
DNK,2016,-7.204906581
DNK,2017,5.161180208
DNK,2018,1.500906798
DNK,2019,5.80775708
DNK,2020,0
DJI,1960,0
DJI,1961,0
DJI,1962,0
DJI,1963,0
DJI,1964,0
DJI,1965,0
DJI,1966,0
DJI,1967,0
DJI,1968,0
DJI,1969,0
DJI,1970,0
DJI,1971,0
DJI,1972,0
DJI,1973,0
DJI,1974,0
DJI,1975,0
DJI,1976,0
DJI,1977,0
DJI,1978,0
DJI,1979,0
DJI,1980,0
DJI,1981,0
DJI,1982,0
DJI,1983,0
DJI,1984,0
DJI,1985,18.40148699
DJI,1986,11.3051938
DJI,1987,2.655939611
DJI,1988,7.314666099
DJI,1989,2.427105685
DJI,1990,3.557910674
DJI,1991,4.044267646
DJI,1992,-5.287322517
DJI,1993,0.916038436
DJI,1994,3.658244726
DJI,1995,5.278868037
DJI,1996,-7.407697489
DJI,1997,-4.549145661
DJI,1998,-4.108399355
DJI,1999,-3.848215441
DJI,2000,1.128390458
DJI,2001,7.529273114
DJI,2002,15.68544609
DJI,2003,17.75540058
DJI,2004,13.8805177
DJI,2005,11.35111007
DJI,2006,11.60953225
DJI,2007,8.226430823
DJI,2008,21.05657333
DJI,2009,17.00957129
DJI,2010,12.20016894
DJI,2011,-4.466900883
DJI,2012,15.0441792
DJI,2013,6.936260547
DJI,2014,6.487673949
DJI,2015,19.02503161
DJI,2016,8.765866155
DJI,2017,21.91880847
DJI,2018,-5.582255563
DJI,2019,8.780660012
DJI,2020,0
DMA,1960,0
DMA,1961,0
DMA,1962,0
DMA,1963,0
DMA,1964,0
DMA,1965,0
DMA,1966,0
DMA,1967,0
DMA,1968,0
DMA,1969,0
DMA,1970,0
DMA,1971,0
DMA,1972,0
DMA,1973,0
DMA,1974,0
DMA,1975,0
DMA,1976,12.55525842
DMA,1977,9.464930783
DMA,1978,19.47243693
DMA,1979,43.86296646
DMA,1980,2.408381011
DMA,1981,2.282536207
DMA,1982,18.38055286
DMA,1983,9.852641643
DMA,1984,15.96836599
DMA,1985,4.576267039
DMA,1986,14.87375097
DMA,1987,29.59115072
DMA,1988,10.03222514
DMA,1989,9.066579044
DMA,1990,18.82242501
DMA,1991,14.35663393
DMA,1992,14.02658663
DMA,1993,-1.111984693
DMA,1994,5.059344856
DMA,1995,20.68543707
DMA,1996,6.348384258
DMA,1997,4.85393049
DMA,1998,3.1601981
DMA,1999,8.667341104
DMA,2000,-3.203196519
DMA,2001,5.25422117
DMA,2002,9.447589656
DMA,2003,8.408572928
DMA,2004,6.551729915
DMA,2005,5.465746482
DMA,2006,11.18973225
DMA,2007,10.1667993
DMA,2008,5.600305809
DMA,2009,10.08864275
DMA,2010,2.637464941
DMA,2011,2.645864161
DMA,2012,11.30184588
DMA,2013,3.042768802
DMA,2014,4.969583975
DMA,2015,3.520844046
DMA,2016,6.116410356
DMA,2017,17.20655335
DMA,2018,1.566083139
DMA,2019,-8.017365992
DMA,2020,0
DOM,1960,0
DOM,1961,-2.091402014
DOM,1962,10.75949367
DOM,1963,12.5
DOM,1964,-6.412698413
DOM,1965,32.80868385
DOM,1966,-15.48835309
DOM,1967,-2.224371373
DOM,1968,25.9272997
DOM,1969,16.04320079
DOM,1970,22.27345799
DOM,1971,26.00422102
DOM,1972,26.4587166
DOM,1973,30.09879492
DOM,1974,41.76610979
DOM,1975,21.05789833
DOM,1976,3.448443532
DOM,1977,17.9666275
DOM,1978,3.014654904
DOM,1979,14.10304015
DOM,1980,11.92263103
DOM,1981,10.95180117
DOM,1982,12.13264398
DOM,1983,16.84697405
DOM,1984,24.04621821
DOM,1985,21.12656659
DOM,1986,60.43317295
DOM,1987,16.29986483
DOM,1988,44.17644777
DOM,1989,30.89713258
DOM,1990,38.04164291
DOM,1991,35.48132938
DOM,1992,26.89705734
DOM,1993,19.59220326
DOM,1994,11.44814359
DOM,1995,16.64679801
DOM,1996,17.13002036
DOM,1997,24.11891293
DOM,1998,17.72362484
DOM,1999,21.89944828
DOM,2000,16.79824852
DOM,2001,37.56644498
DOM,2002,5.484381244
DOM,2003,87.19903757
DOM,2004,15.65640294
DOM,2005,7.437511467
DOM,2006,5.962323916
DOM,2007,17.13647131
DOM,2008,5.411899482
DOM,2009,13.53137437
DOM,2010,12.33795208
DOM,2011,12.56869091
DOM,2012,9.953643675
DOM,2013,11.95057469
DOM,2014,9.26752299
DOM,2015,12.11131552
DOM,2016,9.752233798
DOM,2017,9.710397989
DOM,2018,6.636940293
DOM,2019,11.66885622
DOM,2020,0
ECU,1960,0
ECU,1961,-10.19668737
ECU,1962,12.72128447
ECU,1963,4.090577068
ECU,1964,14.81403509
ECU,1965,2.350100851
ECU,1966,20.68197426
ECU,1967,15.60409327
ECU,1968,24.87865013
ECU,1969,13.09881266
ECU,1970,-11.47863825
ECU,1971,16.07577541
ECU,1972,24.21650607
ECU,1973,32.29074061
ECU,1974,48.52092609
ECU,1975,8.757034494
ECU,1976,38.0378234
ECU,1977,21.04916921
ECU,1978,5.694445608
ECU,1979,25.8447683
ECU,1980,30.13767545
ECU,1981,11.62282173
ECU,1982,-6.159968225
ECU,1983,-18.94181956
ECU,1984,19.80695353
ECU,1985,-13.83852763
ECU,1986,-19.92681934
ECU,1987,-5.211826733
ECU,1988,-20.620504
ECU,1989,-7.637603865
ECU,1990,50.32698416
ECU,1991,5.991209257
ECU,1992,4.441768876
ECU,1993,46.76380039
ECU,1994,39.10153667
ECU,1995,6.772149054
ECU,1996,12.42905508
ECU,1997,9.081171354
ECU,1998,-16.37096407
ECU,1999,-50.81202675
ECU,2000,47.00314969
ECU,2001,31.75894662
ECU,2002,36.12216214
ECU,2003,17.89178167
ECU,2004,24.3693924
ECU,2005,19.5599976
ECU,2006,12.97100232
ECU,2007,16.10677585
ECU,2008,23.90217713
ECU,2009,7.088880374
ECU,2010,16.43795053
ECU,2011,16.61884158
ECU,2012,16.95915289
ECU,2013,13.95672374
ECU,2014,14.94066027
ECU,2015,-4.826604284
ECU,2016,17.83346565
ECU,2017,-20.01024463
ECU,2018,4.676518279
ECU,2019,8.854971413
ECU,2020,0
EGY,1960,0
EGY,1961,11.62886598
EGY,1962,6.64942741
EGY,1963,19.29338414
EGY,1964,16.20209059
EGY,1965,6.434282859
EGY,1966,1.537739171
EGY,1967,5.953757225
EGY,1968,3.055100927
EGY,1969,5.738485971
EGY,1970,5.407029138
EGY,1971,3.020803648
EGY,1972,15.74919318
EGY,1973,22.37712101
EGY,1974,30.21741961
EGY,1975,21.46570686
EGY,1976,25.9774467
EGY,1977,34.03462921
EGY,1978,27.0278834
EGY,1979,31.32567109
EGY,1980,51.41942931
EGY,1981,30.89756455
EGY,1982,31.15209683
EGY,1983,22.62571873
EGY,1984,18.84797316
EGY,1985,18.30438924
EGY,1986,20.95059575
EGY,1987,20.95886497
EGY,1988,21.54755963
EGY,1989,17.49797428
EGY,1990,28.73037047
EGY,1991,19.33889887
EGY,1992,19.42823715
EGY,1993,13.24900909
EGY,1994,11.21467677
EGY,1995,9.896515195
EGY,1996,10.83590399
EGY,1997,10.77196396
EGY,1998,10.77640971
EGY,1999,5.663641739
EGY,2000,11.58132166
EGY,2001,13.21525123
EGY,2002,12.63037204
EGY,2003,21.27975962
EGY,2004,16.23925111
EGY,2005,11.48935434
EGY,2006,15.00211258
EGY,2007,19.11424882
EGY,2008,10.48289527
EGY,2009,9.472592098
EGY,2010,12.41851334
EGY,2011,6.664885736
EGY,2012,12.34730479
EGY,2013,18.89071658
EGY,2014,15.76638521
EGY,2015,18.60496444
EGY,2016,39.50914199
EGY,2017,20.4504937
EGY,2018,13.30213982
EGY,2019,13.27851085
EGY,2020,0
SLV,1960,0
SLV,1961,3.083333333
SLV,1962,7.651752135
SLV,1963,22.41739585
SLV,1964,12.85005601
SLV,1965,3.646719607
SLV,1966,9.114126097
SLV,1967,2.165008777
SLV,1968,4.215758468
SLV,1969,10.27890636
SLV,1970,5.981917204
SLV,1971,10.5328564
SLV,1972,22.62416627
SLV,1973,18.6445298
SLV,1974,16.57093924
SLV,1975,21.18502858
SLV,1976,30.87289501
SLV,1977,13.17238769
SLV,1978,11.86831506
SLV,1979,9.115893922
SLV,1980,4.806434202
SLV,1981,10.56947679
SLV,1982,6.758640157
SLV,1983,10.85368675
SLV,1984,15.73298347
SLV,1985,29.11793498
SLV,1986,-37.74765069
SLV,1987,5.825040463
SLV,1988,12.1929798
SLV,1989,13.33243353
SLV,1990,-17.51364571
SLV,1991,18.86074082
SLV,1992,15.53336332
SLV,1993,33.47084199
SLV,1994,40.44378327
SLV,1995,11.94988742
SLV,1996,13.80074749
SLV,1997,10.55388955
SLV,1998,8.975970405
SLV,1999,8.802267684
SLV,2000,1.563540989
SLV,2001,26.47993435
SLV,2002,-2.100009832
SLV,2003,1.975606287
SLV,2004,3.609192858
SLV,2005,3.852577855
SLV,2006,10.49342831
SLV,2007,17.36181639
SLV,2008,-1.155099414
SLV,2009,2.194495411
SLV,2010,0.144602282
SLV,2011,-2.301336282
SLV,2012,1.037889896
SLV,2013,2.172111024
SLV,2014,0.207060196
SLV,2015,6.586617375
SLV,2016,3.071990005
SLV,2017,10.98111753
SLV,2018,5.845107046
SLV,2019,11.11714743
SLV,2020,0
GNQ,1960,0
GNQ,1961,0
GNQ,1962,0
GNQ,1963,0
GNQ,1964,0
GNQ,1965,0
GNQ,1966,0
GNQ,1967,0
GNQ,1968,0
GNQ,1969,0
GNQ,1970,0
GNQ,1971,0
GNQ,1972,0
GNQ,1973,0
GNQ,1974,0
GNQ,1975,0
GNQ,1976,0
GNQ,1977,0
GNQ,1978,0
GNQ,1979,0
GNQ,1980,0
GNQ,1981,0
GNQ,1982,0
GNQ,1983,0
GNQ,1984,0
GNQ,1985,0
GNQ,1986,17.42086491
GNQ,1987,-10.45087803
GNQ,1988,-40.61903752
GNQ,1989,40.71760086
GNQ,1990,-51.98528479
GNQ,1991,-11.83619551
GNQ,1992,30.26670662
GNQ,1993,-25.46583851
GNQ,1994,139.537037
GNQ,1995,48.94987759
GNQ,1996,42.78546713
GNQ,1997,9.305707016
GNQ,1998,15.55814211
GNQ,1999,68.65077462
GNQ,2000,36.24651613
GNQ,2001,28.22969503
GNQ,2002,54.39761684
GNQ,2003,60.40296053
GNQ,2004,32.93829984
GNQ,2005,36.93380997
GNQ,2006,12.74408738
GNQ,2007,40.36769233
GNQ,2008,30.67923519
GNQ,2009,29.93007481
GNQ,2010,33.5109335
GNQ,2011,7.680036394
GNQ,2012,57.83380956
GNQ,2013,7.306283552
GNQ,2014,-14.07204234
GNQ,2015,-10.92873117
GNQ,2016,-16.35950665
GNQ,2017,1.010376184
GNQ,2018,-2.510574524
GNQ,2019,0
GNQ,2020,0
ERI,1960,0
ERI,1961,0
ERI,1962,0
ERI,1963,0
ERI,1964,0
ERI,1965,0
ERI,1966,0
ERI,1967,0
ERI,1968,0
ERI,1969,0
ERI,1970,0
ERI,1971,0
ERI,1972,0
ERI,1973,0
ERI,1974,0
ERI,1975,0
ERI,1976,0
ERI,1977,0
ERI,1978,0
ERI,1979,0
ERI,1980,0
ERI,1981,0
ERI,1982,0
ERI,1983,0
ERI,1984,0
ERI,1985,0
ERI,1986,0
ERI,1987,0
ERI,1988,0
ERI,1989,0
ERI,1990,0
ERI,1991,0
ERI,1992,0
ERI,1993,0
ERI,1994,0
ERI,1995,0
ERI,1996,21.04285044
ERI,1997,28.07153296
ERI,1998,20.52427757
ERI,1999,36.08917197
ERI,2000,17.26427337
ERI,2001,32.37068315
ERI,2002,20.7579543
ERI,2003,15.06195833
ERI,2004,11.69338183
ERI,2005,10.66597669
ERI,2006,5.762414973
ERI,2007,12.11368537
ERI,2008,15.8757591
ERI,2009,15.72140248
ERI,2010,15.59063134
ERI,2011,14.62415077
ERI,2012,14.39938415
ERI,2013,16.46712371
ERI,2014,12.90645947
ERI,2015,0
ERI,2016,0
ERI,2017,0
ERI,2018,0
ERI,2019,0
ERI,2020,0
EST,1960,0
EST,1961,0
EST,1962,0
EST,1963,0
EST,1964,0
EST,1965,0
EST,1966,0
EST,1967,0
EST,1968,0
EST,1969,0
EST,1970,0
EST,1971,0
EST,1972,0
EST,1973,0
EST,1974,0
EST,1975,0
EST,1976,0
EST,1977,0
EST,1978,0
EST,1979,0
EST,1980,0
EST,1981,0
EST,1982,0
EST,1983,0
EST,1984,0
EST,1985,0
EST,1986,0
EST,1987,0
EST,1988,0
EST,1989,0
EST,1990,0
EST,1991,0
EST,1992,0
EST,1993,0
EST,1994,0
EST,1995,0
EST,1996,0
EST,1997,0
EST,1998,0
EST,1999,0
EST,2000,0
EST,2001,0
EST,2002,0
EST,2003,0
EST,2004,0
EST,2005,0
EST,2006,0
EST,2007,0
EST,2008,0
EST,2009,0
EST,2010,0
EST,2011,0
EST,2012,0
EST,2013,0
EST,2014,0
EST,2015,0
EST,2016,0
EST,2017,0
EST,2018,0
EST,2019,0
EST,2020,0
SWZ,1960,0
SWZ,1961,0
SWZ,1962,0
SWZ,1963,0
SWZ,1964,0
SWZ,1965,0
SWZ,1966,0
SWZ,1967,0
SWZ,1968,0
SWZ,1969,0
SWZ,1970,0
SWZ,1971,0
SWZ,1972,0
SWZ,1973,0
SWZ,1974,0
SWZ,1975,51.29025116
SWZ,1976,25.37194517
SWZ,1977,16.05473056
SWZ,1978,28.04523714
SWZ,1979,2.63920405
SWZ,1980,13.69001054
SWZ,1981,5.6939209
SWZ,1982,14.19999009
SWZ,1983,22.77673127
SWZ,1984,20.45351314
SWZ,1985,22.87393838
SWZ,1986,11.12929735
SWZ,1987,14.0684259
SWZ,1988,37.19579609
SWZ,1989,25.66389033
SWZ,1990,0.597270157
SWZ,1991,20.09278101
SWZ,1992,21.21489208
SWZ,1993,13.56434779
SWZ,1994,10.87370352
SWZ,1995,3.863800217
SWZ,1996,16.33403263
SWZ,1997,19.4081152
SWZ,1998,12.87239508
SWZ,1999,15.6285918
SWZ,2000,-6.606884465
SWZ,2001,9.730031175
SWZ,2002,13.24112232
SWZ,2003,14.44233147
SWZ,2004,7.009710282
SWZ,2005,9.717415175
SWZ,2006,25.08379608
SWZ,2007,21.46543144
SWZ,2008,15.383269
SWZ,2009,26.80055276
SWZ,2010,7.902049317
SWZ,2011,5.475067896
SWZ,2012,10.01810042
SWZ,2013,15.93621964
SWZ,2014,3.94497601
SWZ,2015,13.57916468
SWZ,2016,26.39366156
SWZ,2017,3.800309787
SWZ,2018,4.062750956
SWZ,2019,1.77844168
SWZ,2020,0
ETH,1960,0
ETH,1961,2.785406042
ETH,1962,11.22137405
ETH,1963,5.284831846
ETH,1964,25.43676662
ETH,1965,13.33281364
ETH,1966,6.234093775
ETH,1967,1.834505978
ETH,1968,11.21354697
ETH,1969,15.26250596
ETH,1970,5.768467694
ETH,1971,1.805449174
ETH,1972,16.06375138
ETH,1973,29.88622834
ETH,1974,15.56411118
ETH,1975,9.633181153
ETH,1976,12.77895685
ETH,1977,17.747776
ETH,1978,12.68812127
ETH,1979,13.23914153
ETH,1980,4.203255388
ETH,1981,11.00938315
ETH,1982,10.29729608
ETH,1983,14.45606625
ETH,1984,9.737603836
ETH,1985,17.12745455
ETH,1986,11.39099094
ETH,1987,5.631770264
ETH,1988,11.07545314
ETH,1989,15.5729906
ETH,1990,19.87413428
ETH,1991,15.92659336
ETH,1992,15.21812424
ETH,1993,8.782097975
ETH,1994,23.17488556
ETH,1995,9.030010106
ETH,1996,9.04520467
ETH,1997,19.82504653
ETH,1998,-1.093424235
ETH,1999,13.70535649
ETH,2000,13.07387494
ETH,2001,9.67575066
ETH,2002,15.93412781
ETH,2003,12.4379238
ETH,2004,19.26447175
ETH,2005,18.59189642
ETH,2006,19.99365998
ETH,2007,22.21259982
ETH,2008,23.38968982
ETH,2009,0
ETH,2010,0
ETH,2011,0
ETH,2012,0
ETH,2013,0
ETH,2014,0
ETH,2015,0
ETH,2016,0
ETH,2017,0
ETH,2018,0
ETH,2019,0
ETH,2020,0
FRO,1960,0
FRO,1961,0
FRO,1962,0
FRO,1963,0
FRO,1964,0
FRO,1965,0
FRO,1966,0
FRO,1967,0
FRO,1968,0
FRO,1969,0
FRO,1970,0
FRO,1971,0
FRO,1972,0
FRO,1973,0
FRO,1974,0
FRO,1975,0
FRO,1976,0
FRO,1977,0
FRO,1978,0
FRO,1979,0
FRO,1980,0
FRO,1981,0
FRO,1982,0
FRO,1983,0
FRO,1984,0
FRO,1985,0
FRO,1986,0
FRO,1987,0
FRO,1988,0
FRO,1989,0
FRO,1990,0
FRO,1991,0
FRO,1992,0
FRO,1993,0
