LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CHL,BANKLEVERAGE,TOT,PC_NVA,A,2016,9.394422,
CHL,BANKLEVERAGE,TOT,PC_NVA,A,2017,8.120506,
CHL,BANKLEVERAGE,TOT,PC_NVA,A,2018,7.830643,
CHL,BANKLEVERAGE,TOT,PC_NVA,A,2019,9.943665,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,1995,30.1067,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,1996,32.80762,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,1997,19.67363,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,1998,15.23116,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,1999,12.41227,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2000,11.10292,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2001,8.608005,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2002,9.245713,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2003,9.566262,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2004,10.70523,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2005,10.18626,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2006,10.20447,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2007,12.0551,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2008,15.39847,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2009,14.57224,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2010,16.98368,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2011,23.29131,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2012,21.60458,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2013,16.61532,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2014,18.63871,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2015,16.39287,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2016,15.17986,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2017,17.77818,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2018,12.90369,
FIN,BANKLEVERAGE,TOT,PC_NVA,A,2019,12.81291,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,1995,18.98296,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,1996,22.03358,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,1997,18.06824,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,1998,12.3398,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,1999,17.28315,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2000,15.16259,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2001,13.41011,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2002,17.70957,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2003,18.32589,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2004,15.83172,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2005,15.10256,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2006,13.77884,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2007,14.07307,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2008,24.98866,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2009,19.44352,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2010,16.37801,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2011,17.68923,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2012,14.06272,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2013,11.96308,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2014,11.77488,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2015,11.98644,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2016,11.71306,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2017,11.30331,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2018,12.0434,
BEL,BANKLEVERAGE,TOT,PC_NVA,A,2019,10.68436,
KOR,BANKLEVERAGE,TOT,PC_NVA,A,2008,33.87597,
KOR,BANKLEVERAGE,TOT,PC_NVA,A,2009,24.76361,
KOR,BANKLEVERAGE,TOT,PC_NVA,A,2010,23.20012,
KOR,BANKLEVERAGE,TOT,PC_NVA,A,2011,23.56379,
KOR,BANKLEVERAGE,TOT,PC_NVA,A,2012,21.03934,
KOR,BANKLEVERAGE,TOT,PC_NVA,A,2013,20.54708,
KOR,BANKLEVERAGE,TOT,PC_NVA,A,2014,23.51393,
KOR,BANKLEVERAGE,TOT,PC_NVA,A,2015,24.33992,
KOR,BANKLEVERAGE,TOT,PC_NVA,A,2016,24.16495,
KOR,BANKLEVERAGE,TOT,PC_NVA,A,2017,23.26294,
KOR,BANKLEVERAGE,TOT,PC_NVA,A,2018,23.75485,
KOR,BANKLEVERAGE,TOT,PC_NVA,A,2019,23.36873,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,1995,15.21549,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,1996,12.85715,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,1997,8.561953,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,1998,7.880023,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,1999,7.605934,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2000,7.417033,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2001,8.782869,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2002,11.91102,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2003,10.97793,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2004,10.56289,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2005,10.55747,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2006,9.685813,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2007,11.5843,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2008,20.81013,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2009,15.09961,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2010,18.18579,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2011,17.58155,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2012,18.33442,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2013,12.65665,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2014,10.75713,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2015,12.07966,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2016,12.12124,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2017,11.26438,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2018,14.06464,
ESP,BANKLEVERAGE,TOT,PC_NVA,A,2019,14.10751,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,1995,21.72713,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,1996,22.08684,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,1997,22.84449,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,1998,21.81793,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,1999,25.29324,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2000,24.77548,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2001,26.24332,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2002,23.12784,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2003,22.98983,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2004,26.8851,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2005,28.70457,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2006,27.72247,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2007,29.39525,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2008,34.16893,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2009,25.51907,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2010,24.54897,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2011,26.5074,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2012,22.06185,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2013,19.91531,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2014,18.87895,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2015,20.68846,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2016,20.9535,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2017,21.12536,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2018,23.41492,
LUX,BANKLEVERAGE,TOT,PC_NVA,A,2019,22.74963,
USA,BANKLEVERAGE,TOT,PC_NVA,A,1995,6.850285,
USA,BANKLEVERAGE,TOT,PC_NVA,A,1996,5.908811,
USA,BANKLEVERAGE,TOT,PC_NVA,A,1997,4.890505,
USA,BANKLEVERAGE,TOT,PC_NVA,A,1998,5.058491,
USA,BANKLEVERAGE,TOT,PC_NVA,A,1999,5.62888,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2000,5.63937,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2001,5.876323,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2002,6.161784,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2003,5.44207,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2004,4.859872,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2005,5.196427,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2006,5.026349,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2007,6.314467,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2008,8.890929,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2009,7.581544,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2010,7.227106,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2011,7.871016,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2012,7.110201,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2013,6.855717,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2014,6.850372,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2015,6.913682,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2016,6.343794,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2017,6.087101,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2018,6.488258,
USA,BANKLEVERAGE,TOT,PC_NVA,A,2019,6.10112,
POL,BANKLEVERAGE,TOT,PC_NVA,A,1995,17.64425,
POL,BANKLEVERAGE,TOT,PC_NVA,A,1996,18.70983,
POL,BANKLEVERAGE,TOT,PC_NVA,A,1997,28.03653,
POL,BANKLEVERAGE,TOT,PC_NVA,A,1998,13.65922,
POL,BANKLEVERAGE,TOT,PC_NVA,A,1999,9.22464,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2000,10.45788,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2001,10.07798,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2002,9.491434,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2003,5.828745,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2004,5.187656,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2005,4.786561,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2006,4.089638,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2007,4.437674,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2008,7.734353,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2009,6.304116,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2010,6.090954,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2011,6.775065,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2012,6.674006,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2013,6.428706,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2014,6.440496,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2015,7.844054,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2016,8.077593,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2017,8.213526,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2018,9.322095,
POL,BANKLEVERAGE,TOT,PC_NVA,A,2019,10.45969,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2001,10.88974,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2002,12.64428,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2003,12.79112,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2004,13.3299,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2005,14.72641,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2006,15.44636,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2007,18.83742,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2008,28.12047,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2009,19.98159,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2010,18.5748,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2011,13.05689,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2012,11.14447,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2013,8.587742,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2014,9.087705,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2015,11.34508,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2016,11.06593,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2017,11.23059,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2018,10.98786,
IRL,BANKLEVERAGE,TOT,PC_NVA,A,2019,13.19453,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,1995,23.43635,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,1996,18.58897,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,1997,13.60548,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,1998,13.12365,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,1999,13.86188,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2000,13.37115,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2001,13.03477,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2002,10.62224,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2003,8.987096,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2004,7.477535,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2005,7.300212,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2006,6.995452,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2007,8.013472,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2008,14.60739,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2009,11.6954,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2010,12.55259,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2011,12.93699,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2012,13.18008,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2013,13.42563,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2014,14.03234,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2015,11.26034,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2016,8.579253,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2017,7.656241,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2018,7.87349,
HUN,BANKLEVERAGE,TOT,PC_NVA,A,2019,6.897528,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,1995,14.71282,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,1996,12.39848,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,1997,9.78244,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,1998,10.00531,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,1999,10.66134,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2000,8.690956,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2001,9.10064,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2002,9.55231,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2003,8.58791,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2004,8.692369,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2005,7.670482,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2006,7.435865,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2007,8.495516,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2008,11.92364,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2009,8.282907,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2010,8.527735,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2011,9.477456,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2012,9.215848,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2013,8.36685,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2014,8.398607,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2015,9.86137,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2016,8.515088,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2017,7.780433,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2018,9.018466,
CAN,BANKLEVERAGE,TOT,PC_NVA,A,2019,8.712099,
EST,BANKLEVERAGE,TOT,PC_NVA,A,1995,7.163372,
EST,BANKLEVERAGE,TOT,PC_NVA,A,1996,3.756704,
EST,BANKLEVERAGE,TOT,PC_NVA,A,1997,3.583924,
EST,BANKLEVERAGE,TOT,PC_NVA,A,1998,6.305885,
EST,BANKLEVERAGE,TOT,PC_NVA,A,1999,4.875667,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2000,4.524106,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2001,4.504366,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2002,3.794312,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2003,3.640356,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2004,2.876225,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2005,3.943128,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2006,8.955217,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2007,9.047304,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2008,8.312982,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2009,10.40721,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2010,9.2997,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2011,9.136835,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2012,8.376212,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2013,6.889569,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2014,7.31328,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2015,8.541145,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2016,8.34847,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2017,7.920342,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2018,8.032908,
EST,BANKLEVERAGE,TOT,PC_NVA,A,2019,6.71874,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,1995,16.3252,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,1996,14.59899,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,1997,13.11222,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,1998,13.53963,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,1999,13.69097,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2000,15.83485,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2001,18.90299,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2002,18.73906,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2003,16.69719,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2004,14.77505,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2005,14.37366,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2006,13.03646,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2007,11.60026,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2008,15.86994,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2009,13.03642,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2010,9.82833,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2011,12.02682,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2012,10.97934,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2013,10.96729,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2014,10.67942,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2015,9.969537,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2016,10.70037,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2017,10.27935,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2018,10.98825,
AUT,BANKLEVERAGE,TOT,PC_NVA,A,2019,10.67673,
SVK,BANKLEVERAGE,TOT,PC_NVA,A,1995,285.0259,
SVK,BANKLEVERAGE,TOT,PC_NVA,A,1996,261.5994,
SVK,BANKLEVERAGE,TOT,PC_NVA,A,1997,91.66282,
SVK,BANKLEVERAGE,TOT,PC_NVA,A,1998,75.76861,
