LOCATION,TIME,"Listed domestic companies, total"
MAR,1995,44
MAR,1996,47
MAR,1997,49
MAR,1998,53
MAR,1999,54
MAR,2000,53
MAR,2001,55
MAR,2002,55
MAR,2003,52
MAR,2004,53
MAR,2005,54
MAR,2006,63
MAR,2007,73
MAR,2008,77
MAR,2009,76
MAR,2010,73
MAR,2011,75
MAR,2012,76
MAR,2013,75
MAR,2014,74
MAR,2015,74
MAR,2016,74
MAR,2017,73
MAR,2018,75
MAR,2019,74
MAR,2020,0
MOZ,1960,0
MOZ,1961,0
MOZ,1962,0
MOZ,1963,0
MOZ,1964,0
MOZ,1965,0
MOZ,1966,0
MOZ,1967,0
MOZ,1968,0
MOZ,1969,0
MOZ,1970,0
MOZ,1971,0
MOZ,1972,0
MOZ,1973,0
MOZ,1974,0
MOZ,1975,0
MOZ,1976,0
MOZ,1977,0
MOZ,1978,0
MOZ,1979,0
MOZ,1980,0
MOZ,1981,0
MOZ,1982,0
MOZ,1983,0
MOZ,1984,0
MOZ,1985,0
MOZ,1986,0
MOZ,1987,0
MOZ,1988,0
MOZ,1989,0
MOZ,1990,0
MOZ,1991,0
MOZ,1992,0
MOZ,1993,0
MOZ,1994,0
MOZ,1995,0
MOZ,1996,0
MOZ,1997,0
MOZ,1998,0
MOZ,1999,0
MOZ,2000,0
MOZ,2001,0
MOZ,2002,0
MOZ,2003,0
MOZ,2004,0
MOZ,2005,0
MOZ,2006,0
MOZ,2007,0
MOZ,2008,0
MOZ,2009,0
MOZ,2010,0
MOZ,2011,0
MOZ,2012,0
MOZ,2013,0
MOZ,2014,0
MOZ,2015,0
MOZ,2016,0
MOZ,2017,0
MOZ,2018,0
MOZ,2019,0
MOZ,2020,0
MMR,1960,0
MMR,1961,0
MMR,1962,0
MMR,1963,0
MMR,1964,0
MMR,1965,0
MMR,1966,0
MMR,1967,0
MMR,1968,0
MMR,1969,0
MMR,1970,0
MMR,1971,0
MMR,1972,0
MMR,1973,0
MMR,1974,0
MMR,1975,0
MMR,1976,0
MMR,1977,0
MMR,1978,0
MMR,1979,0
MMR,1980,0
MMR,1981,0
MMR,1982,0
MMR,1983,0
MMR,1984,0
MMR,1985,0
MMR,1986,0
MMR,1987,0
MMR,1988,0
MMR,1989,0
MMR,1990,0
MMR,1991,0
MMR,1992,0
MMR,1993,0
MMR,1994,0
MMR,1995,0
MMR,1996,0
MMR,1997,0
MMR,1998,0
MMR,1999,0
MMR,2000,0
MMR,2001,0
MMR,2002,0
MMR,2003,0
MMR,2004,0
MMR,2005,0
MMR,2006,0
MMR,2007,0
MMR,2008,0
MMR,2009,0
MMR,2010,0
MMR,2011,0
MMR,2012,0
MMR,2013,0
MMR,2014,0
MMR,2015,0
MMR,2016,0
MMR,2017,0
MMR,2018,0
MMR,2019,0
MMR,2020,0
NAM,1960,0
NAM,1961,0
NAM,1962,0
NAM,1963,0
NAM,1964,0
NAM,1965,0
NAM,1966,0
NAM,1967,0
NAM,1968,0
NAM,1969,0
NAM,1970,0
NAM,1971,0
NAM,1972,0
NAM,1973,0
NAM,1974,0
NAM,1975,0
NAM,1976,0
NAM,1977,0
NAM,1978,0
NAM,1979,0
NAM,1980,0
NAM,1981,0
NAM,1982,0
NAM,1983,0
NAM,1984,0
NAM,1985,0
NAM,1986,0
NAM,1987,0
NAM,1988,0
NAM,1989,0
NAM,1990,0
NAM,1991,0
NAM,1992,0
NAM,1993,4
NAM,1994,8
NAM,1995,10
NAM,1996,12
NAM,1997,13
NAM,1998,15
NAM,1999,14
NAM,2000,12
NAM,2001,13
NAM,2002,12
NAM,2003,11
NAM,2004,9
NAM,2005,9
NAM,2006,9
NAM,2007,7
NAM,2008,7
NAM,2009,7
NAM,2010,7
NAM,2011,6
NAM,2012,7
NAM,2013,8
NAM,2014,8
NAM,2015,8
NAM,2016,8
NAM,2017,10
NAM,2018,10
NAM,2019,11
NAM,2020,0
NRU,1960,0
NRU,1961,0
NRU,1962,0
NRU,1963,0
NRU,1964,0
NRU,1965,0
NRU,1966,0
NRU,1967,0
NRU,1968,0
NRU,1969,0
NRU,1970,0
NRU,1971,0
NRU,1972,0
NRU,1973,0
NRU,1974,0
NRU,1975,0
NRU,1976,0
NRU,1977,0
NRU,1978,0
NRU,1979,0
NRU,1980,0
NRU,1981,0
NRU,1982,0
NRU,1983,0
NRU,1984,0
NRU,1985,0
NRU,1986,0
NRU,1987,0
NRU,1988,0
NRU,1989,0
NRU,1990,0
NRU,1991,0
NRU,1992,0
NRU,1993,0
NRU,1994,0
NRU,1995,0
NRU,1996,0
NRU,1997,0
NRU,1998,0
NRU,1999,0
NRU,2000,0
NRU,2001,0
NRU,2002,0
NRU,2003,0
NRU,2004,0
NRU,2005,0
NRU,2006,0
NRU,2007,0
NRU,2008,0
NRU,2009,0
NRU,2010,0
NRU,2011,0
NRU,2012,0
NRU,2013,0
NRU,2014,0
NRU,2015,0
NRU,2016,0
NRU,2017,0
NRU,2018,0
NRU,2019,0
NRU,2020,0
NPL,1960,0
NPL,1961,0
NPL,1962,0
NPL,1963,0
NPL,1964,0
NPL,1965,0
NPL,1966,0
NPL,1967,0
NPL,1968,0
NPL,1969,0
NPL,1970,0
NPL,1971,0
NPL,1972,0
NPL,1973,0
NPL,1974,0
NPL,1975,0
NPL,1976,0
NPL,1977,0
NPL,1978,0
NPL,1979,0
NPL,1980,0
NPL,1981,0
NPL,1982,0
NPL,1983,0
NPL,1984,0
NPL,1985,0
NPL,1986,0
NPL,1987,0
NPL,1988,0
NPL,1989,0
NPL,1990,0
NPL,1991,0
NPL,1992,0
NPL,1993,0
NPL,1994,0
NPL,1995,0
NPL,1996,0
NPL,1997,0
NPL,1998,0
NPL,1999,0
NPL,2000,0
NPL,2001,0
NPL,2002,0
NPL,2003,0
NPL,2004,0
NPL,2005,0
NPL,2006,0
NPL,2007,0
NPL,2008,0
NPL,2009,0
NPL,2010,0
NPL,2011,0
NPL,2012,0
NPL,2013,0
NPL,2014,0
NPL,2015,0
NPL,2016,0
NPL,2017,0
NPL,2018,0
NPL,2019,0
NPL,2020,0
NLD,1960,0
NLD,1961,0
NLD,1962,0
NLD,1963,0
NLD,1964,0
NLD,1965,0
NLD,1966,0
NLD,1967,0
NLD,1968,0
NLD,1969,0
NLD,1970,0
NLD,1971,0
NLD,1972,0
NLD,1973,0
NLD,1974,0
NLD,1975,242
NLD,1976,234
NLD,1977,231
NLD,1978,229
NLD,1979,219
NLD,1980,214
NLD,1981,202
NLD,1982,216
NLD,1983,215
NLD,1984,263
NLD,1985,232
NLD,1986,267
NLD,1987,226
NLD,1988,232
NLD,1989,251
NLD,1990,260
NLD,1991,204
NLD,1992,187
NLD,1993,239
NLD,1994,234
NLD,1995,184
NLD,1996,185
NLD,1997,198
NLD,1998,214
NLD,1999,387
NLD,2000,392
NLD,2001,329
NLD,2002,294
NLD,2003,268
NLD,2004,256
NLD,2005,237
NLD,2006,224
NLD,2007,221
NLD,2008,211
NLD,2009,164
NLD,2010,150
NLD,2011,144
NLD,2012,135
NLD,2013,99
NLD,2014,98
NLD,2015,100
NLD,2016,103
NLD,2017,102
NLD,2018,103
NLD,2019,0
NLD,2020,0
NCL,1960,0
NCL,1961,0
NCL,1962,0
NCL,1963,0
NCL,1964,0
NCL,1965,0
NCL,1966,0
NCL,1967,0
NCL,1968,0
NCL,1969,0
NCL,1970,0
NCL,1971,0
NCL,1972,0
NCL,1973,0
NCL,1974,0
NCL,1975,0
NCL,1976,0
NCL,1977,0
NCL,1978,0
NCL,1979,0
NCL,1980,0
NCL,1981,0
NCL,1982,0
NCL,1983,0
NCL,1984,0
NCL,1985,0
NCL,1986,0
NCL,1987,0
NCL,1988,0
NCL,1989,0
NCL,1990,0
NCL,1991,0
NCL,1992,0
NCL,1993,0
NCL,1994,0
NCL,1995,0
NCL,1996,0
NCL,1997,0
NCL,1998,0
NCL,1999,0
NCL,2000,0
NCL,2001,0
NCL,2002,0
NCL,2003,0
NCL,2004,0
NCL,2005,0
NCL,2006,0
NCL,2007,0
NCL,2008,0
NCL,2009,0
NCL,2010,0
NCL,2011,0
NCL,2012,0
NCL,2013,0
NCL,2014,0
NCL,2015,0
NCL,2016,0
NCL,2017,0
NCL,2018,0
NCL,2019,0
NCL,2020,0
NZL,1960,0
NZL,1961,0
NZL,1962,0
NZL,1963,0
NZL,1964,0
NZL,1965,0
NZL,1966,0
NZL,1967,0
NZL,1968,0
NZL,1969,0
NZL,1970,0
NZL,1971,0
NZL,1972,0
NZL,1973,0
NZL,1974,0
NZL,1975,0
NZL,1976,0
NZL,1977,0
NZL,1978,0
NZL,1979,0
NZL,1980,0
NZL,1981,0
NZL,1982,0
NZL,1983,0
NZL,1984,237
NZL,1985,317
NZL,1986,339
NZL,1987,289
NZL,1988,235
NZL,1989,247
NZL,1990,171
NZL,1991,139
NZL,1992,123
NZL,1993,132
NZL,1994,144
NZL,1995,135
NZL,1996,132
NZL,1997,120
NZL,1998,122
NZL,1999,113
NZL,2000,131
NZL,2001,145
NZL,2002,149
NZL,2003,166
NZL,2004,158
NZL,2005,153
NZL,2006,151
NZL,2007,152
NZL,2008,147
NZL,2009,143
NZL,2010,137
NZL,2011,144
NZL,2012,141
NZL,2013,143
NZL,2014,154
NZL,2015,171
NZL,2016,173
NZL,2017,164
NZL,2018,131
NZL,2019,123
NZL,2020,0
NIC,1960,0
NIC,1961,0
NIC,1962,0
NIC,1963,0
NIC,1964,0
NIC,1965,0
NIC,1966,0
NIC,1967,0
NIC,1968,0
NIC,1969,0
NIC,1970,0
NIC,1971,0
NIC,1972,0
NIC,1973,0
NIC,1974,0
NIC,1975,0
NIC,1976,0
NIC,1977,0
NIC,1978,0
NIC,1979,0
NIC,1980,0
NIC,1981,0
NIC,1982,0
NIC,1983,0
NIC,1984,0
NIC,1985,0
NIC,1986,0
NIC,1987,0
NIC,1988,0
NIC,1989,0
NIC,1990,0
NIC,1991,0
NIC,1992,0
NIC,1993,0
NIC,1994,0
NIC,1995,0
NIC,1996,0
NIC,1997,0
NIC,1998,0
NIC,1999,0
NIC,2000,0
NIC,2001,0
NIC,2002,0
NIC,2003,0
NIC,2004,0
NIC,2005,0
NIC,2006,0
NIC,2007,0
NIC,2008,0
NIC,2009,0
NIC,2010,0
NIC,2011,0
NIC,2012,0
NIC,2013,0
NIC,2014,0
NIC,2015,0
NIC,2016,0
NIC,2017,0
NIC,2018,0
NIC,2019,0
NIC,2020,0
NER,1960,0
NER,1961,0
NER,1962,0
NER,1963,0
NER,1964,0
NER,1965,0
NER,1966,0
NER,1967,0
NER,1968,0
NER,1969,0
NER,1970,0
NER,1971,0
NER,1972,0
NER,1973,0
NER,1974,0
NER,1975,0
NER,1976,0
NER,1977,0
NER,1978,0
NER,1979,0
NER,1980,0
NER,1981,0
NER,1982,0
NER,1983,0
NER,1984,0
NER,1985,0
NER,1986,0
NER,1987,0
NER,1988,0
NER,1989,0
NER,1990,0
NER,1991,0
NER,1992,0
NER,1993,0
NER,1994,0
NER,1995,0
NER,1996,0
NER,1997,0
NER,1998,0
NER,1999,0
NER,2000,0
NER,2001,0
NER,2002,0
NER,2003,0
NER,2004,0
NER,2005,0
NER,2006,0
NER,2007,0
NER,2008,0
NER,2009,0
NER,2010,0
NER,2011,0
NER,2012,0
NER,2013,0
NER,2014,0
NER,2015,0
NER,2016,0
NER,2017,0
NER,2018,0
NER,2019,0
NER,2020,0
NGA,1960,0
NGA,1961,0
NGA,1962,0
NGA,1963,0
NGA,1964,0
NGA,1965,0
NGA,1966,0
NGA,1967,0
NGA,1968,0
NGA,1969,0
NGA,1970,0
NGA,1971,0
NGA,1972,0
NGA,1973,0
NGA,1974,0
NGA,1975,0
NGA,1976,0
NGA,1977,0
NGA,1978,0
NGA,1979,0
NGA,1980,0
NGA,1981,0
NGA,1982,0
NGA,1983,0
NGA,1984,0
NGA,1985,0
NGA,1986,0
NGA,1987,0
NGA,1988,0
NGA,1989,0
NGA,1990,0
NGA,1991,0
NGA,1992,0
NGA,1993,174
NGA,1994,177
NGA,1995,181
NGA,1996,183
NGA,1997,182
NGA,1998,186
NGA,1999,194
NGA,2000,0
NGA,2001,0
NGA,2002,0
NGA,2003,0
NGA,2004,206
NGA,2005,215
NGA,2006,201
NGA,2007,211
NGA,2008,212
NGA,2009,214
NGA,2010,215
NGA,2011,196
NGA,2012,189
NGA,2013,188
NGA,2014,188
NGA,2015,183
NGA,2016,169
NGA,2017,166
NGA,2018,164
NGA,2019,180
NGA,2020,0
MKD,1960,0
MKD,1961,0
MKD,1962,0
MKD,1963,0
MKD,1964,0
MKD,1965,0
MKD,1966,0
MKD,1967,0
MKD,1968,0
MKD,1969,0
MKD,1970,0
MKD,1971,0
MKD,1972,0
MKD,1973,0
MKD,1974,0
MKD,1975,0
MKD,1976,0
MKD,1977,0
MKD,1978,0
MKD,1979,0
MKD,1980,0
MKD,1981,0
MKD,1982,0
MKD,1983,0
MKD,1984,0
MKD,1985,0
MKD,1986,0
MKD,1987,0
MKD,1988,0
MKD,1989,0
MKD,1990,0
MKD,1991,0
MKD,1992,0
MKD,1993,0
MKD,1994,0
MKD,1995,0
MKD,1996,0
MKD,1997,0
MKD,1998,0
MKD,1999,0
MKD,2000,0
MKD,2001,0
MKD,2002,0
MKD,2003,0
MKD,2004,0
MKD,2005,0
MKD,2006,0
MKD,2007,0
MKD,2008,0
MKD,2009,0
MKD,2010,0
MKD,2011,0
MKD,2012,0
MKD,2013,0
MKD,2014,0
MKD,2015,0
MKD,2016,0
MKD,2017,0
MKD,2018,0
MKD,2019,0
MKD,2020,0
MNP,1960,0
MNP,1961,0
MNP,1962,0
MNP,1963,0
MNP,1964,0
MNP,1965,0
MNP,1966,0
MNP,1967,0
MNP,1968,0
MNP,1969,0
MNP,1970,0
MNP,1971,0
MNP,1972,0
MNP,1973,0
MNP,1974,0
MNP,1975,0
MNP,1976,0
MNP,1977,0
MNP,1978,0
MNP,1979,0
MNP,1980,0
MNP,1981,0
MNP,1982,0
MNP,1983,0
MNP,1984,0
MNP,1985,0
MNP,1986,0
MNP,1987,0
MNP,1988,0
MNP,1989,0
MNP,1990,0
MNP,1991,0
MNP,1992,0
MNP,1993,0
MNP,1994,0
MNP,1995,0
MNP,1996,0
MNP,1997,0
MNP,1998,0
MNP,1999,0
MNP,2000,0
MNP,2001,0
MNP,2002,0
MNP,2003,0
MNP,2004,0
MNP,2005,0
MNP,2006,0
MNP,2007,0
MNP,2008,0
MNP,2009,0
MNP,2010,0
MNP,2011,0
MNP,2012,0
MNP,2013,0
MNP,2014,0
MNP,2015,0
MNP,2016,0
MNP,2017,0
MNP,2018,0
MNP,2019,0
MNP,2020,0
NOR,1960,0
NOR,1961,0
NOR,1962,0
NOR,1963,0
NOR,1964,0
NOR,1965,0
NOR,1966,0
NOR,1967,0
NOR,1968,0
NOR,1969,0
NOR,1970,0
NOR,1971,0
NOR,1972,0
NOR,1973,0
NOR,1974,0
NOR,1975,0
NOR,1976,0
NOR,1977,0
NOR,1978,0
NOR,1979,0
NOR,1980,117
NOR,1981,109
NOR,1982,112
NOR,1983,113
NOR,1984,140
NOR,1985,156
NOR,1986,149
NOR,1987,139
NOR,1988,128
NOR,1989,122
NOR,1990,112
NOR,1991,103
NOR,1992,115
NOR,1993,120
NOR,1994,132
NOR,1995,151
NOR,1996,158
NOR,1997,196
NOR,1998,214
NOR,1999,195
NOR,2000,191
NOR,2001,188
NOR,2002,180
NOR,2003,160
NOR,2004,166
NOR,2005,191
NOR,2006,195
NOR,2007,208
NOR,2008,209
NOR,2009,190
NOR,2010,195
NOR,2011,194
NOR,2012,184
NOR,2013,173
NOR,2014,173
NOR,2015,171
NOR,2016,171
NOR,2017,180
NOR,2018,186
NOR,2019,0
NOR,2020,0
OMN,1960,0
OMN,1961,0
OMN,1962,0
OMN,1963,0
OMN,1964,0
OMN,1965,0
OMN,1966,0
OMN,1967,0
OMN,1968,0
OMN,1969,0
OMN,1970,0
OMN,1971,0
OMN,1972,0
OMN,1973,0
OMN,1974,0
OMN,1975,0
OMN,1976,0
OMN,1977,0
OMN,1978,0
OMN,1979,0
OMN,1980,0
OMN,1981,0
OMN,1982,0
OMN,1983,0
OMN,1984,0
OMN,1985,0
OMN,1986,0
OMN,1987,0
OMN,1988,0
OMN,1989,0
OMN,1990,0
OMN,1991,0
OMN,1992,0
OMN,1993,90
OMN,1994,100
OMN,1995,114
OMN,1996,133
OMN,1997,154
OMN,1998,131
OMN,1999,134
OMN,2000,208
OMN,2001,208
OMN,2002,0
OMN,2003,0
OMN,2004,225
OMN,2005,235
OMN,2006,215
OMN,2007,120
OMN,2008,122
OMN,2009,120
OMN,2010,114
OMN,2011,114
OMN,2012,115
OMN,2013,116
OMN,2014,117
OMN,2015,116
OMN,2016,113
OMN,2017,112
OMN,2018,110
OMN,2019,111
OMN,2020,0
PAK,1960,0
PAK,1961,0
PAK,1962,0
PAK,1963,0
PAK,1964,0
PAK,1965,0
PAK,1966,0
PAK,1967,0
PAK,1968,0
PAK,1969,0
PAK,1970,0
PAK,1971,0
PAK,1972,0
PAK,1973,0
PAK,1974,0
PAK,1975,0
PAK,1976,0
PAK,1977,0
PAK,1978,0
PAK,1979,0
PAK,1980,0
PAK,1981,0
PAK,1982,0
PAK,1983,0
PAK,1984,0
PAK,1985,0
PAK,1986,0
PAK,1987,0
PAK,1988,0
PAK,1989,0
PAK,1990,0
PAK,1991,0
PAK,1992,0
PAK,1993,653
PAK,1994,724
PAK,1995,764
PAK,1996,782
PAK,1997,781
PAK,1998,773
PAK,1999,765
PAK,2000,762
PAK,2001,747
PAK,2002,712
PAK,2003,701
PAK,2004,661
PAK,2005,661
PAK,2006,651
PAK,2007,654
PAK,2008,653
PAK,2009,651
PAK,2010,644
PAK,2011,638
PAK,2012,573
PAK,2013,550
PAK,2014,557
PAK,2015,0
PAK,2016,0
PAK,2017,0
PAK,2018,0
PAK,2019,0
PAK,2020,0
PLW,1960,0
PLW,1961,0
PLW,1962,0
PLW,1963,0
PLW,1964,0
PLW,1965,0
PLW,1966,0
PLW,1967,0
PLW,1968,0
PLW,1969,0
PLW,1970,0
PLW,1971,0
PLW,1972,0
PLW,1973,0
PLW,1974,0
PLW,1975,0
PLW,1976,0
PLW,1977,0
PLW,1978,0
PLW,1979,0
PLW,1980,0
PLW,1981,0
PLW,1982,0
PLW,1983,0
PLW,1984,0
PLW,1985,0
PLW,1986,0
PLW,1987,0
PLW,1988,0
PLW,1989,0
PLW,1990,0
PLW,1991,0
PLW,1992,0
PLW,1993,0
PLW,1994,0
PLW,1995,0
PLW,1996,0
PLW,1997,0
PLW,1998,0
PLW,1999,0
PLW,2000,0
PLW,2001,0
PLW,2002,0
PLW,2003,0
PLW,2004,0
PLW,2005,0
PLW,2006,0
PLW,2007,0
PLW,2008,0
PLW,2009,0
PLW,2010,0
PLW,2011,0
PLW,2012,0
PLW,2013,0
PLW,2014,0
PLW,2015,0
PLW,2016,0
PLW,2017,0
PLW,2018,0
PLW,2019,0
PLW,2020,0
PAN,1960,0
PAN,1961,0
PAN,1962,0
PAN,1963,0
PAN,1964,0
PAN,1965,0
PAN,1966,0
PAN,1967,0
PAN,1968,0
PAN,1969,0
PAN,1970,0
PAN,1971,0
PAN,1972,0
PAN,1973,0
PAN,1974,0
PAN,1975,0
PAN,1976,0
PAN,1977,0
PAN,1978,0
PAN,1979,0
PAN,1980,0
PAN,1981,0
PAN,1982,0
PAN,1983,0
PAN,1984,0
PAN,1985,0
PAN,1986,0
PAN,1987,0
PAN,1988,0
PAN,1989,0
PAN,1990,0
PAN,1991,0
PAN,1992,0
PAN,1993,57
PAN,1994,77
PAN,1995,97
PAN,1996,18
PAN,1997,21
PAN,1998,27
PAN,1999,140
PAN,2000,151
PAN,2001,30
PAN,2002,30
PAN,2003,28
PAN,2004,26
PAN,2005,27
PAN,2006,26
PAN,2007,28
PAN,2008,21
PAN,2009,32
PAN,2010,34
PAN,2011,37
PAN,2012,20
PAN,2013,20
PAN,2014,29
PAN,2015,30
PAN,2016,30
PAN,2017,30
PAN,2018,30
PAN,2019,27
PAN,2020,0
PNG,1960,0
PNG,1961,0
PNG,1962,0
PNG,1963,0
PNG,1964,0
PNG,1965,0
PNG,1966,0
PNG,1967,0
PNG,1968,0
PNG,1969,0
PNG,1970,0
PNG,1971,0
PNG,1972,0
PNG,1973,0
PNG,1974,0
PNG,1975,0
PNG,1976,0
PNG,1977,0
PNG,1978,0
PNG,1979,0
PNG,1980,0
PNG,1981,0
PNG,1982,0
PNG,1983,0
PNG,1984,0
PNG,1985,0
PNG,1986,0
PNG,1987,0
PNG,1988,0
PNG,1989,0
PNG,1990,0
PNG,1991,0
PNG,1992,0
PNG,1993,0
PNG,1994,0
PNG,1995,0
PNG,1996,0
PNG,1997,0
PNG,1998,0
PNG,1999,0
PNG,2000,8
PNG,2001,9
PNG,2002,8
PNG,2003,9
PNG,2004,9
PNG,2005,9
PNG,2006,9
PNG,2007,9
PNG,2008,11
PNG,2009,11
PNG,2010,10
PNG,2011,12
PNG,2012,8
PNG,2013,11
PNG,2014,6
PNG,2015,6
PNG,2016,6
PNG,2017,0
PNG,2018,0
PNG,2019,0
PNG,2020,0
PRY,1960,0
PRY,1961,0
PRY,1962,0
PRY,1963,0
PRY,1964,0
PRY,1965,0
PRY,1966,0
PRY,1967,0
PRY,1968,0
PRY,1969,0
PRY,1970,0
PRY,1971,0
PRY,1972,0
PRY,1973,0
PRY,1974,0
PRY,1975,0
PRY,1976,0
PRY,1977,0
PRY,1978,0
PRY,1979,0
PRY,1980,0
PRY,1981,0
PRY,1982,0
PRY,1983,0
PRY,1984,0
PRY,1985,0
PRY,1986,0
PRY,1987,0
PRY,1988,0
PRY,1989,0
PRY,1990,0
PRY,1991,0
PRY,1992,0
PRY,1993,0
PRY,1994,0
PRY,1995,30
PRY,1996,60
PRY,1997,59
PRY,1998,59
PRY,1999,55
PRY,2000,0
PRY,2001,0
PRY,2002,0
PRY,2003,0
PRY,2004,0
PRY,2005,0
PRY,2006,0
PRY,2007,0
PRY,2008,0
PRY,2009,0
PRY,2010,0
PRY,2011,0
PRY,2012,0
PRY,2013,0
PRY,2014,0
PRY,2015,0
PRY,2016,0
PRY,2017,0
PRY,2018,0
PRY,2019,0
PRY,2020,0
PER,1960,0
PER,1961,0
PER,1962,0
PER,1963,0
PER,1964,0
PER,1965,0
PER,1966,0
PER,1967,0
PER,1968,0
PER,1969,0
PER,1970,0
PER,1971,0
PER,1972,0
PER,1973,0
PER,1974,0
PER,1975,0
PER,1976,0
PER,1977,0
PER,1978,0
PER,1979,0
PER,1980,0
PER,1981,0
PER,1982,0
PER,1983,0
PER,1984,0
PER,1985,0
PER,1986,0
PER,1987,0
PER,1988,0
PER,1989,0
PER,1990,0
PER,1991,0
PER,1992,0
PER,1993,235
PER,1994,220
PER,1995,242
PER,1996,236
PER,1997,245
PER,1998,246
PER,1999,229
PER,2000,209
PER,2001,204
PER,2002,198
PER,2003,195
PER,2004,192
PER,2005,193
PER,2006,189
PER,2007,188
PER,2008,201
PER,2009,195
PER,2010,199
PER,2011,202
PER,2012,214
PER,2013,212
PER,2014,211
PER,2015,212
PER,2016,217
PER,2017,218
PER,2018,211
PER,2019,196
PER,2020,0
PHL,1960,0
PHL,1961,0
PHL,1962,0
PHL,1963,0
PHL,1964,0
PHL,1965,0
PHL,1966,0
PHL,1967,0
PHL,1968,0
PHL,1969,0
PHL,1970,0
PHL,1971,0
PHL,1972,0
PHL,1973,0
PHL,1974,0
PHL,1975,0
PHL,1976,0
PHL,1977,0
PHL,1978,0
PHL,1979,0
PHL,1980,0
PHL,1981,0
PHL,1982,0
PHL,1983,0
PHL,1984,0
PHL,1985,0
PHL,1986,0
PHL,1987,140
PHL,1988,142
PHL,1989,144
PHL,1990,153
PHL,1991,161
PHL,1992,169
PHL,1993,178
PHL,1994,189
PHL,1995,205
PHL,1996,216
PHL,1997,221
PHL,1998,221
PHL,1999,226
PHL,2000,228
PHL,2001,230
PHL,2002,233
PHL,2003,234
PHL,2004,233
PHL,2005,235
PHL,2006,238
PHL,2007,242
PHL,2008,244
PHL,2009,246
PHL,2010,251
PHL,2011,251
PHL,2012,252
PHL,2013,254
PHL,2014,260
PHL,2015,262
PHL,2016,262
PHL,2017,264
PHL,2018,264
PHL,2019,265
PHL,2020,0
POL,1960,0
POL,1961,0
POL,1962,0
POL,1963,0
POL,1964,0
POL,1965,0
POL,1966,0
POL,1967,0
POL,1968,0
POL,1969,0
POL,1970,0
POL,1971,0
POL,1972,0
POL,1973,0
POL,1974,0
POL,1975,0
POL,1976,0
POL,1977,0
POL,1978,0
POL,1979,0
POL,1980,0
POL,1981,0
POL,1982,0
POL,1983,0
POL,1984,0
POL,1985,0
POL,1986,0
POL,1987,0
POL,1988,0
POL,1989,0
POL,1990,0
POL,1991,0
POL,1992,9
POL,1993,22
POL,1994,44
POL,1995,65
POL,1996,83
POL,1997,143
POL,1998,198
POL,1999,221
POL,2000,225
POL,2001,230
POL,2002,202
POL,2003,188
POL,2004,211
POL,2005,234
POL,2006,253
POL,2007,352
POL,2008,432
POL,2009,470
POL,2010,570
POL,2011,757
POL,2012,844
POL,2013,869
POL,2014,872
POL,2015,872
POL,2016,861
POL,2017,861
POL,2018,823
POL,2019,798
POL,2020,0
PRT,1960,0
PRT,1961,0
PRT,1962,0
PRT,1963,0
PRT,1964,0
PRT,1965,0
PRT,1966,0
PRT,1967,0
PRT,1968,0
PRT,1969,0
PRT,1970,0
PRT,1971,0
PRT,1972,0
PRT,1973,0
PRT,1974,0
PRT,1975,0
PRT,1976,0
PRT,1977,37
PRT,1978,38
PRT,1979,24
PRT,1980,25
PRT,1981,23
PRT,1982,26
PRT,1983,25
PRT,1984,23
PRT,1985,23
PRT,1986,40
PRT,1987,131
PRT,1988,158
PRT,1989,152
PRT,1990,152
PRT,1991,153
PRT,1992,100
PRT,1993,89
PRT,1994,83
PRT,1995,78
PRT,1996,81
PRT,1997,81
PRT,1998,76
PRT,1999,81
PRT,2000,111
PRT,2001,99
PRT,2002,60
PRT,2003,57
PRT,2004,55
PRT,2005,51
PRT,2006,51
PRT,2007,52
PRT,2008,55
PRT,2009,54
PRT,2010,52
PRT,2011,51
PRT,2012,49
PRT,2013,46
PRT,2014,47
PRT,2015,47
PRT,2016,45
PRT,2017,43
PRT,2018,40
PRT,2019,0
PRT,2020,0
PRI,1960,0
PRI,1961,0
PRI,1962,0
PRI,1963,0
PRI,1964,0
PRI,1965,0
PRI,1966,0
PRI,1967,0
PRI,1968,0
PRI,1969,0
PRI,1970,0
PRI,1971,0
PRI,1972,0
PRI,1973,0
PRI,1974,0
PRI,1975,0
PRI,1976,0
PRI,1977,0
PRI,1978,0
PRI,1979,0
PRI,1980,0
PRI,1981,0
PRI,1982,0
PRI,1983,0
PRI,1984,0
PRI,1985,0
PRI,1986,0
PRI,1987,0
PRI,1988,0
PRI,1989,0
PRI,1990,0
PRI,1991,0
PRI,1992,0
PRI,1993,0
PRI,1994,0
PRI,1995,0
PRI,1996,0
PRI,1997,0
PRI,1998,0
PRI,1999,0
PRI,2000,0
PRI,2001,0
PRI,2002,0
PRI,2003,0
PRI,2004,0
PRI,2005,0
PRI,2006,0
PRI,2007,0
PRI,2008,0
PRI,2009,0
PRI,2010,0
PRI,2011,0
PRI,2012,0
PRI,2013,0
PRI,2014,0
PRI,2015,0
PRI,2016,0
PRI,2017,0
PRI,2018,0
PRI,2019,0
PRI,2020,0
QAT,1960,0
QAT,1961,0
QAT,1962,0
QAT,1963,0
QAT,1964,0
QAT,1965,0
QAT,1966,0
QAT,1967,0
QAT,1968,0
QAT,1969,0
QAT,1970,0
QAT,1971,0
QAT,1972,0
QAT,1973,0
QAT,1974,0
