LOCATION,TIME,"Listed domestic companies, total"
FIN,1987,49
FIN,1988,66
FIN,1989,79
FIN,1990,73
FIN,1991,63
FIN,1992,61
FIN,1993,57
FIN,1994,65
FIN,1995,73
FIN,1996,113
FIN,1997,124
FIN,1998,129
FIN,1999,147
FIN,2000,158
FIN,2001,152
FIN,2002,147
FIN,2003,142
FIN,2004,134
FIN,2005,0
FIN,2006,0
FIN,2007,0
FIN,2008,0
FIN,2009,0
FIN,2010,0
FIN,2011,0
FIN,2012,0
FIN,2013,0
FIN,2014,0
FIN,2015,0
FIN,2016,0
FIN,2017,0
FIN,2018,0
FIN,2019,0
FIN,2020,0
FRA,1960,0
FRA,1961,0
FRA,1962,0
FRA,1963,0
FRA,1964,0
FRA,1965,0
FRA,1966,0
FRA,1967,0
FRA,1968,0
FRA,1969,0
FRA,1970,0
FRA,1971,0
FRA,1972,0
FRA,1973,0
FRA,1974,0
FRA,1975,724
FRA,1976,685
FRA,1977,674
FRA,1978,630
FRA,1979,595
FRA,1980,586
FRA,1981,568
FRA,1982,535
FRA,1983,518
FRA,1984,504
FRA,1985,489
FRA,1986,482
FRA,1987,481
FRA,1988,459
FRA,1989,462
FRA,1990,443
FRA,1991,839
FRA,1992,786
FRA,1993,726
FRA,1994,218
FRA,1995,710
FRA,1996,708
FRA,1997,740
FRA,1998,784
FRA,1999,1144
FRA,2000,1185
FRA,2001,936
FRA,2002,874
FRA,2003,817
FRA,2004,787
FRA,2005,749
FRA,2006,730
FRA,2007,707
FRA,2008,673
FRA,2009,652
FRA,2010,617
FRA,2011,586
FRA,2012,562
FRA,2013,500
FRA,2014,495
FRA,2015,490
FRA,2016,485
FRA,2017,465
FRA,2018,457
FRA,2019,0
FRA,2020,0
PYF,1960,0
PYF,1961,0
PYF,1962,0
PYF,1963,0
PYF,1964,0
PYF,1965,0
PYF,1966,0
PYF,1967,0
PYF,1968,0
PYF,1969,0
PYF,1970,0
PYF,1971,0
PYF,1972,0
PYF,1973,0
PYF,1974,0
PYF,1975,0
PYF,1976,0
PYF,1977,0
PYF,1978,0
PYF,1979,0
PYF,1980,0
PYF,1981,0
PYF,1982,0
PYF,1983,0
PYF,1984,0
PYF,1985,0
PYF,1986,0
PYF,1987,0
PYF,1988,0
PYF,1989,0
PYF,1990,0
PYF,1991,0
PYF,1992,0
PYF,1993,0
PYF,1994,0
PYF,1995,0
PYF,1996,0
PYF,1997,0
PYF,1998,0
PYF,1999,0
PYF,2000,0
PYF,2001,0
PYF,2002,0
PYF,2003,0
PYF,2004,0
PYF,2005,0
PYF,2006,0
PYF,2007,0
PYF,2008,0
PYF,2009,0
PYF,2010,0
PYF,2011,0
PYF,2012,0
PYF,2013,0
PYF,2014,0
PYF,2015,0
PYF,2016,0
PYF,2017,0
PYF,2018,0
PYF,2019,0
PYF,2020,0
GAB,1960,0
GAB,1961,0
GAB,1962,0
GAB,1963,0
GAB,1964,0
GAB,1965,0
GAB,1966,0
GAB,1967,0
GAB,1968,0
GAB,1969,0
GAB,1970,0
GAB,1971,0
GAB,1972,0
GAB,1973,0
GAB,1974,0
GAB,1975,0
GAB,1976,0
GAB,1977,0
GAB,1978,0
GAB,1979,0
GAB,1980,0
GAB,1981,0
GAB,1982,0
GAB,1983,0
GAB,1984,0
GAB,1985,0
GAB,1986,0
GAB,1987,0
GAB,1988,0
GAB,1989,0
GAB,1990,0
GAB,1991,0
GAB,1992,0
GAB,1993,0
GAB,1994,0
GAB,1995,0
GAB,1996,0
GAB,1997,0
GAB,1998,0
GAB,1999,0
GAB,2000,0
GAB,2001,0
GAB,2002,0
GAB,2003,0
GAB,2004,0
GAB,2005,0
GAB,2006,0
GAB,2007,0
GAB,2008,0
GAB,2009,0
GAB,2010,0
GAB,2011,0
GAB,2012,0
GAB,2013,0
GAB,2014,0
GAB,2015,0
GAB,2016,0
GAB,2017,0
GAB,2018,0
GAB,2019,0
GAB,2020,0
GMB,1960,0
GMB,1961,0
GMB,1962,0
GMB,1963,0
GMB,1964,0
GMB,1965,0
GMB,1966,0
GMB,1967,0
GMB,1968,0
GMB,1969,0
GMB,1970,0
GMB,1971,0
GMB,1972,0
GMB,1973,0
GMB,1974,0
GMB,1975,0
GMB,1976,0
GMB,1977,0
GMB,1978,0
GMB,1979,0
GMB,1980,0
GMB,1981,0
GMB,1982,0
GMB,1983,0
GMB,1984,0
GMB,1985,0
GMB,1986,0
GMB,1987,0
GMB,1988,0
GMB,1989,0
GMB,1990,0
GMB,1991,0
GMB,1992,0
GMB,1993,0
GMB,1994,0
GMB,1995,0
GMB,1996,0
GMB,1997,0
GMB,1998,0
GMB,1999,0
GMB,2000,0
GMB,2001,0
GMB,2002,0
GMB,2003,0
GMB,2004,0
GMB,2005,0
GMB,2006,0
GMB,2007,0
GMB,2008,0
GMB,2009,0
GMB,2010,0
GMB,2011,0
GMB,2012,0
GMB,2013,0
GMB,2014,0
GMB,2015,0
GMB,2016,0
GMB,2017,0
GMB,2018,0
GMB,2019,0
GMB,2020,0
GEO,1960,0
GEO,1961,0
GEO,1962,0
GEO,1963,0
GEO,1964,0
GEO,1965,0
GEO,1966,0
GEO,1967,0
GEO,1968,0
GEO,1969,0
GEO,1970,0
GEO,1971,0
GEO,1972,0
GEO,1973,0
GEO,1974,0
GEO,1975,0
GEO,1976,0
GEO,1977,0
GEO,1978,0
GEO,1979,0
GEO,1980,0
GEO,1981,0
GEO,1982,0
GEO,1983,0
GEO,1984,0
GEO,1985,0
GEO,1986,0
GEO,1987,0
GEO,1988,0
GEO,1989,0
GEO,1990,0
GEO,1991,0
GEO,1992,0
GEO,1993,0
GEO,1994,0
GEO,1995,0
GEO,1996,0
GEO,1997,0
GEO,1998,0
GEO,1999,0
GEO,2000,0
GEO,2001,0
GEO,2002,0
GEO,2003,0
GEO,2004,0
GEO,2005,0
GEO,2006,0
GEO,2007,0
GEO,2008,0
GEO,2009,0
GEO,2010,0
GEO,2011,0
GEO,2012,0
GEO,2013,0
GEO,2014,0
GEO,2015,0
GEO,2016,0
GEO,2017,0
GEO,2018,0
GEO,2019,0
GEO,2020,0
DEU,1960,0
DEU,1961,0
DEU,1962,0
DEU,1963,0
DEU,1964,0
DEU,1965,0
DEU,1966,0
DEU,1967,0
DEU,1968,0
DEU,1969,0
DEU,1970,0
DEU,1971,0
DEU,1972,0
DEU,1973,0
DEU,1974,0
DEU,1975,471
DEU,1976,469
DEU,1977,465
DEU,1978,459
DEU,1979,458
DEU,1980,459
DEU,1981,456
DEU,1982,450
DEU,1983,442
DEU,1984,449
DEU,1985,472
DEU,1986,492
DEU,1987,574
DEU,1988,609
DEU,1989,408
DEU,1990,413
DEU,1991,665
DEU,1992,665
DEU,1993,664
DEU,1994,666
DEU,1995,678
DEU,1996,681
DEU,1997,700
DEU,1998,741
DEU,1999,617
DEU,2000,744
DEU,2001,749
DEU,2002,715
DEU,2003,684
DEU,2004,660
DEU,2005,648
DEU,2006,656
DEU,2007,761
DEU,2008,742
DEU,2009,704
DEU,2010,690
DEU,2011,670
DEU,2012,665
DEU,2013,639
DEU,2014,595
DEU,2015,555
DEU,2016,531
DEU,2017,450
DEU,2018,465
DEU,2019,470
DEU,2020,0
GHA,1960,0
GHA,1961,0
GHA,1962,0
GHA,1963,0
GHA,1964,0
GHA,1965,0
GHA,1966,0
GHA,1967,0
GHA,1968,0
GHA,1969,0
GHA,1970,0
GHA,1971,0
GHA,1972,0
GHA,1973,0
GHA,1974,0
GHA,1975,0
GHA,1976,0
GHA,1977,0
GHA,1978,0
GHA,1979,0
GHA,1980,0
GHA,1981,0
GHA,1982,0
GHA,1983,0
GHA,1984,0
GHA,1985,0
GHA,1986,0
GHA,1987,0
GHA,1988,0
GHA,1989,0
GHA,1990,0
GHA,1991,0
GHA,1992,0
GHA,1993,15
GHA,1994,17
GHA,1995,19
GHA,1996,21
GHA,1997,21
GHA,1998,21
GHA,1999,22
GHA,2000,22
GHA,2001,22
GHA,2002,23
GHA,2003,25
GHA,2004,28
GHA,2005,27
GHA,2006,29
GHA,2007,29
GHA,2008,31
GHA,2009,31
GHA,2010,31
GHA,2011,29
GHA,2012,29
GHA,2013,29
GHA,2014,0
GHA,2015,0
GHA,2016,0
GHA,2017,0
GHA,2018,0
GHA,2019,0
GHA,2020,0
GIB,1960,0
GIB,1961,0
GIB,1962,0
GIB,1963,0
GIB,1964,0
GIB,1965,0
GIB,1966,0
GIB,1967,0
GIB,1968,0
GIB,1969,0
GIB,1970,0
GIB,1971,0
GIB,1972,0
GIB,1973,0
GIB,1974,0
GIB,1975,0
GIB,1976,0
GIB,1977,0
GIB,1978,0
GIB,1979,0
GIB,1980,0
GIB,1981,0
GIB,1982,0
GIB,1983,0
GIB,1984,0
GIB,1985,0
GIB,1986,0
GIB,1987,0
GIB,1988,0
GIB,1989,0
GIB,1990,0
GIB,1991,0
GIB,1992,0
GIB,1993,0
GIB,1994,0
GIB,1995,0
GIB,1996,0
GIB,1997,0
GIB,1998,0
GIB,1999,0
GIB,2000,0
GIB,2001,0
GIB,2002,0
GIB,2003,0
GIB,2004,0
GIB,2005,0
GIB,2006,0
GIB,2007,0
GIB,2008,0
GIB,2009,0
GIB,2010,0
GIB,2011,0
GIB,2012,0
GIB,2013,0
GIB,2014,0
GIB,2015,0
GIB,2016,0
GIB,2017,0
GIB,2018,0
GIB,2019,0
GIB,2020,0
GRC,1960,0
GRC,1961,0
GRC,1962,0
GRC,1963,0
GRC,1964,0
GRC,1965,0
GRC,1966,0
GRC,1967,0
GRC,1968,0
GRC,1969,0
GRC,1970,0
GRC,1971,0
GRC,1972,0
GRC,1973,0
GRC,1974,0
GRC,1975,0
GRC,1976,0
GRC,1977,0
GRC,1978,0
GRC,1979,0
GRC,1980,116
GRC,1981,111
GRC,1982,113
GRC,1983,113
GRC,1984,114
GRC,1985,114
GRC,1986,114
GRC,1987,116
GRC,1988,119
GRC,1989,119
GRC,1990,145
GRC,1991,159
GRC,1992,164
GRC,1993,135
GRC,1994,180
GRC,1995,186
GRC,1996,200
GRC,1997,210
GRC,1998,246
GRC,1999,262
GRC,2000,309
GRC,2001,313
GRC,2002,313
GRC,2003,339
GRC,2004,319
GRC,2005,302
GRC,2006,288
GRC,2007,289
GRC,2008,289
GRC,2009,285
GRC,2010,277
GRC,2011,269
GRC,2012,262
GRC,2013,248
GRC,2014,240
GRC,2015,236
GRC,2016,213
GRC,2017,196
GRC,2018,183
GRC,2019,176
GRC,2020,0
GRL,1960,0
GRL,1961,0
GRL,1962,0
GRL,1963,0
GRL,1964,0
GRL,1965,0
GRL,1966,0
GRL,1967,0
GRL,1968,0
GRL,1969,0
GRL,1970,0
GRL,1971,0
GRL,1972,0
GRL,1973,0
GRL,1974,0
GRL,1975,0
GRL,1976,0
GRL,1977,0
GRL,1978,0
GRL,1979,0
GRL,1980,0
GRL,1981,0
GRL,1982,0
GRL,1983,0
GRL,1984,0
GRL,1985,0
GRL,1986,0
GRL,1987,0
GRL,1988,0
GRL,1989,0
GRL,1990,0
GRL,1991,0
GRL,1992,0
GRL,1993,0
GRL,1994,0
GRL,1995,0
GRL,1996,0
GRL,1997,0
GRL,1998,0
GRL,1999,0
GRL,2000,0
GRL,2001,0
GRL,2002,0
GRL,2003,0
GRL,2004,0
GRL,2005,0
GRL,2006,0
GRL,2007,0
GRL,2008,0
GRL,2009,0
GRL,2010,0
GRL,2011,0
GRL,2012,0
GRL,2013,0
GRL,2014,0
GRL,2015,0
GRL,2016,0
GRL,2017,0
GRL,2018,0
GRL,2019,0
GRL,2020,0
GRD,1960,0
GRD,1961,0
GRD,1962,0
GRD,1963,0
GRD,1964,0
GRD,1965,0
GRD,1966,0
GRD,1967,0
GRD,1968,0
GRD,1969,0
GRD,1970,0
GRD,1971,0
GRD,1972,0
GRD,1973,0
GRD,1974,0
GRD,1975,0
GRD,1976,0
GRD,1977,0
GRD,1978,0
GRD,1979,0
GRD,1980,0
GRD,1981,0
GRD,1982,0
GRD,1983,0
GRD,1984,0
GRD,1985,0
GRD,1986,0
GRD,1987,0
GRD,1988,0
GRD,1989,0
GRD,1990,0
GRD,1991,0
GRD,1992,0
GRD,1993,0
GRD,1994,0
GRD,1995,0
GRD,1996,0
GRD,1997,0
GRD,1998,0
GRD,1999,0
GRD,2000,0
GRD,2001,0
GRD,2002,0
GRD,2003,0
GRD,2004,0
GRD,2005,0
GRD,2006,0
GRD,2007,0
GRD,2008,0
GRD,2009,0
GRD,2010,0
GRD,2011,0
GRD,2012,0
GRD,2013,0
GRD,2014,0
GRD,2015,0
GRD,2016,0
GRD,2017,0
GRD,2018,0
GRD,2019,0
GRD,2020,0
GUM,1960,0
GUM,1961,0
GUM,1962,0
GUM,1963,0
GUM,1964,0
GUM,1965,0
GUM,1966,0
GUM,1967,0
GUM,1968,0
GUM,1969,0
GUM,1970,0
GUM,1971,0
GUM,1972,0
GUM,1973,0
GUM,1974,0
GUM,1975,0
GUM,1976,0
GUM,1977,0
GUM,1978,0
GUM,1979,0
GUM,1980,0
GUM,1981,0
GUM,1982,0
GUM,1983,0
GUM,1984,0
GUM,1985,0
GUM,1986,0
GUM,1987,0
GUM,1988,0
GUM,1989,0
GUM,1990,0
GUM,1991,0
GUM,1992,0
GUM,1993,0
GUM,1994,0
GUM,1995,0
GUM,1996,0
GUM,1997,0
GUM,1998,0
GUM,1999,0
GUM,2000,0
GUM,2001,0
GUM,2002,0
GUM,2003,0
GUM,2004,0
GUM,2005,0
GUM,2006,0
GUM,2007,0
GUM,2008,0
GUM,2009,0
GUM,2010,0
GUM,2011,0
GUM,2012,0
GUM,2013,0
GUM,2014,0
GUM,2015,0
GUM,2016,0
GUM,2017,0
GUM,2018,0
GUM,2019,0
GUM,2020,0
GTM,1960,0
GTM,1961,0
GTM,1962,0
GTM,1963,0
GTM,1964,0
GTM,1965,0
GTM,1966,0
GTM,1967,0
GTM,1968,0
GTM,1969,0
GTM,1970,0
GTM,1971,0
GTM,1972,0
GTM,1973,0
GTM,1974,0
GTM,1975,0
GTM,1976,0
GTM,1977,0
GTM,1978,0
GTM,1979,0
GTM,1980,0
GTM,1981,0
GTM,1982,0
GTM,1983,0
GTM,1984,0
GTM,1985,0
GTM,1986,0
GTM,1987,0
GTM,1988,0
GTM,1989,0
GTM,1990,0
GTM,1991,0
GTM,1992,0
GTM,1993,0
GTM,1994,0
GTM,1995,0
GTM,1996,0
GTM,1997,0
GTM,1998,0
GTM,1999,0
GTM,2000,0
GTM,2001,0
GTM,2002,0
GTM,2003,0
GTM,2004,0
GTM,2005,0
GTM,2006,0
GTM,2007,0
GTM,2008,0
GTM,2009,0
GTM,2010,0
GTM,2011,0
GTM,2012,0
GTM,2013,0
GTM,2014,0
GTM,2015,0
GTM,2016,0
GTM,2017,0
GTM,2018,0
GTM,2019,0
GTM,2020,0
GIN,1960,0
GIN,1961,0
GIN,1962,0
GIN,1963,0
GIN,1964,0
GIN,1965,0
GIN,1966,0
GIN,1967,0
GIN,1968,0
GIN,1969,0
GIN,1970,0
GIN,1971,0
GIN,1972,0
GIN,1973,0
GIN,1974,0
GIN,1975,0
GIN,1976,0
GIN,1977,0
GIN,1978,0
GIN,1979,0
GIN,1980,0
GIN,1981,0
GIN,1982,0
GIN,1983,0
GIN,1984,0
GIN,1985,0
GIN,1986,0
GIN,1987,0
GIN,1988,0
GIN,1989,0
GIN,1990,0
GIN,1991,0
GIN,1992,0
GIN,1993,0
GIN,1994,0
GIN,1995,0
GIN,1996,0
GIN,1997,0
GIN,1998,0
GIN,1999,0
GIN,2000,0
GIN,2001,0
GIN,2002,0
GIN,2003,0
GIN,2004,0
GIN,2005,0
GIN,2006,0
GIN,2007,0
GIN,2008,0
GIN,2009,0
GIN,2010,0
GIN,2011,0
GIN,2012,0
GIN,2013,0
GIN,2014,0
GIN,2015,0
GIN,2016,0
GIN,2017,0
GIN,2018,0
GIN,2019,0
GIN,2020,0
GNB,1960,0
GNB,1961,0
GNB,1962,0
GNB,1963,0
GNB,1964,0
GNB,1965,0
GNB,1966,0
GNB,1967,0
GNB,1968,0
GNB,1969,0
GNB,1970,0
GNB,1971,0
GNB,1972,0
GNB,1973,0
GNB,1974,0
GNB,1975,0
GNB,1976,0
GNB,1977,0
GNB,1978,0
GNB,1979,0
GNB,1980,0
GNB,1981,0
GNB,1982,0
GNB,1983,0
GNB,1984,0
GNB,1985,0
GNB,1986,0
GNB,1987,0
GNB,1988,0
GNB,1989,0
GNB,1990,0
GNB,1991,0
GNB,1992,0
GNB,1993,0
GNB,1994,0
GNB,1995,0
GNB,1996,0
GNB,1997,0
GNB,1998,0
GNB,1999,0
GNB,2000,0
GNB,2001,0
GNB,2002,0
GNB,2003,0
GNB,2004,0
GNB,2005,0
GNB,2006,0
GNB,2007,0
GNB,2008,0
GNB,2009,0
GNB,2010,0
GNB,2011,0
GNB,2012,0
GNB,2013,0
GNB,2014,0
GNB,2015,0
GNB,2016,0
GNB,2017,0
GNB,2018,0
GNB,2019,0
GNB,2020,0
GUY,1960,0
GUY,1961,0
GUY,1962,0
GUY,1963,0
GUY,1964,0
GUY,1965,0
GUY,1966,0
GUY,1967,0
GUY,1968,0
GUY,1969,0
GUY,1970,0
GUY,1971,0
GUY,1972,0
GUY,1973,0
GUY,1974,0
GUY,1975,0
GUY,1976,0
GUY,1977,0
GUY,1978,0
GUY,1979,0
GUY,1980,0
GUY,1981,0
GUY,1982,0
GUY,1983,0
GUY,1984,0
GUY,1985,0
GUY,1986,0
GUY,1987,0
GUY,1988,0
GUY,1989,0
GUY,1990,0
GUY,1991,0
GUY,1992,0
GUY,1993,0
GUY,1994,0
GUY,1995,0
GUY,1996,0
GUY,1997,0
GUY,1998,0
GUY,1999,0
GUY,2000,0
GUY,2001,0
GUY,2002,0
GUY,2003,0
GUY,2004,0
GUY,2005,0
GUY,2006,0
GUY,2007,0
GUY,2008,0
GUY,2009,0
GUY,2010,0
GUY,2011,0
GUY,2012,0
GUY,2013,0
GUY,2014,0
GUY,2015,0
GUY,2016,0
GUY,2017,0
GUY,2018,0
GUY,2019,0
GUY,2020,0
HTI,1960,0
HTI,1961,0
HTI,1962,0
HTI,1963,0
HTI,1964,0
HTI,1965,0
HTI,1966,0
HTI,1967,0
HTI,1968,0
HTI,1969,0
HTI,1970,0
HTI,1971,0
HTI,1972,0
HTI,1973,0
HTI,1974,0
HTI,1975,0
HTI,1976,0
HTI,1977,0
HTI,1978,0
HTI,1979,0
HTI,1980,0
HTI,1981,0
HTI,1982,0
HTI,1983,0
HTI,1984,0
HTI,1985,0
HTI,1986,0
HTI,1987,0
HTI,1988,0
HTI,1989,0
HTI,1990,0
HTI,1991,0
HTI,1992,0
HTI,1993,0
HTI,1994,0
HTI,1995,0
HTI,1996,0
HTI,1997,0
HTI,1998,0
HTI,1999,0
HTI,2000,0
HTI,2001,0
HTI,2002,0
HTI,2003,0
HTI,2004,0
HTI,2005,0
HTI,2006,0
HTI,2007,0
HTI,2008,0
HTI,2009,0
HTI,2010,0
HTI,2011,0
HTI,2012,0
HTI,2013,0
HTI,2014,0
HTI,2015,0
HTI,2016,0
HTI,2017,0
HTI,2018,0
HTI,2019,0
HTI,2020,0
HND,1960,0
HND,1961,0
HND,1962,0
HND,1963,0
HND,1964,0
HND,1965,0
HND,1966,0
HND,1967,0
HND,1968,0
HND,1969,0
HND,1970,0
HND,1971,0
HND,1972,0
HND,1973,0
HND,1974,0
HND,1975,0
HND,1976,0
HND,1977,0
HND,1978,0
HND,1979,0
HND,1980,0
HND,1981,0
HND,1982,0
HND,1983,0
HND,1984,0
HND,1985,0
HND,1986,0
HND,1987,0
HND,1988,0
HND,1989,0
HND,1990,0
HND,1991,0
HND,1992,0
HND,1993,0
HND,1994,0
HND,1995,93
HND,1996,105
HND,1997,107
HND,1998,104
HND,1999,0
HND,2000,0
HND,2001,41
HND,2002,0
HND,2003,0
HND,2004,0
HND,2005,0
HND,2006,0
HND,2007,0
HND,2008,0
HND,2009,0
HND,2010,0
HND,2011,0
HND,2012,0
HND,2013,0
HND,2014,0
HND,2015,0
HND,2016,0
HND,2017,0
HND,2018,0
HND,2019,0
HND,2020,0
HKG,1960,0
HKG,1961,0
HKG,1962,0
HKG,1963,0
HKG,1964,0
HKG,1965,0
HKG,1966,0
HKG,1967,0
HKG,1968,0
HKG,1969,0
HKG,1970,0
HKG,1971,0
HKG,1972,0
HKG,1973,0
HKG,1974,0
HKG,1975,136
HKG,1976,134
HKG,1977,130
HKG,1978,130
HKG,1979,133
HKG,1980,137
HKG,1981,0
HKG,1982,0
HKG,1983,0
HKG,1984,0
HKG,1985,260
HKG,1986,248
HKG,1987,264
HKG,1988,282
HKG,1989,284
HKG,1990,284
HKG,1991,333
HKG,1992,386
HKG,1993,450
HKG,1994,502
HKG,1995,518
HKG,1996,561
HKG,1997,638
HKG,1998,665
HKG,1999,688
HKG,2000,779
HKG,2001,857
HKG,2002,968
HKG,2003,1027
HKG,2004,1086
HKG,2005,1126
HKG,2006,1165
HKG,2007,1232
HKG,2008,1251
HKG,2009,1308
HKG,2010,1396
HKG,2011,1472
HKG,2012,1459
HKG,2013,1553
HKG,2014,1661
HKG,2015,1770
HKG,2016,1872
HKG,2017,1987
HKG,2018,2161
HKG,2019,2272
HKG,2020,0
HUN,1960,0
HUN,1961,0
HUN,1962,0
HUN,1963,0
HUN,1964,0
HUN,1965,0
HUN,1966,0
HUN,1967,0
HUN,1968,0
HUN,1969,0
HUN,1970,0
HUN,1971,0
HUN,1972,0
HUN,1973,0
HUN,1974,0
HUN,1975,0
HUN,1976,0
HUN,1977,0
HUN,1978,0
HUN,1979,0
HUN,1980,0
HUN,1981,0
HUN,1982,0
HUN,1983,0
HUN,1984,0
HUN,1985,0
HUN,1986,0
HUN,1987,0
HUN,1988,0
HUN,1989,0
HUN,1990,6
HUN,1991,20
HUN,1992,23
HUN,1993,28
HUN,1994,40
HUN,1995,42
HUN,1996,44
HUN,1997,47
HUN,1998,53
HUN,1999,64
HUN,2000,58
HUN,2001,55
HUN,2002,48
HUN,2003,50
HUN,2004,47
HUN,2005,44
HUN,2006,41
HUN,2007,39
HUN,2008,40
HUN,2009,42
HUN,2010,48
HUN,2011,52
HUN,2012,51
HUN,2013,50
HUN,2014,48
HUN,2015,45
HUN,2016,43
HUN,2017,41
HUN,2018,43
HUN,2019,44
HUN,2020,0
ISL,1960,0
ISL,1961,0
ISL,1962,0
ISL,1963,0
ISL,1964,0
ISL,1965,0
ISL,1966,0
ISL,1967,0
ISL,1968,0
ISL,1969,0
ISL,1970,0
ISL,1971,0
ISL,1972,0
ISL,1973,0
ISL,1974,0
ISL,1975,0
ISL,1976,0
ISL,1977,0
ISL,1978,0
ISL,1979,0
ISL,1980,0
ISL,1981,0
ISL,1982,0
ISL,1983,0
ISL,1984,0
ISL,1985,0
ISL,1986,0
ISL,1987,0
ISL,1988,0
ISL,1989,0
ISL,1990,0
ISL,1991,0
ISL,1992,0
ISL,1993,17
ISL,1994,24
ISL,1995,27
ISL,1996,26
ISL,1997,41
ISL,1998,67
ISL,1999,64
ISL,2000,64
ISL,2001,62
ISL,2002,64
ISL,2003,48
ISL,2004,34
ISL,2005,0
ISL,2006,0
ISL,2007,0
ISL,2008,0
ISL,2009,0
ISL,2010,0
ISL,2011,0
ISL,2012,0
ISL,2013,0
ISL,2014,0
ISL,2015,0
ISL,2016,0
ISL,2017,0
ISL,2018,0
ISL,2019,0
ISL,2020,0
IND,1960,0
IND,1961,0
IND,1962,0
IND,1963,0
IND,1964,0
IND,1965,0
IND,1966,0
IND,1967,0
IND,1968,0
IND,1969,0
IND,1970,0
IND,1971,0
IND,1972,0
IND,1973,0
IND,1974,0
IND,1975,0
IND,1976,0
IND,1977,0
IND,1978,0
IND,1979,0
IND,1980,0
IND,1981,0
IND,1982,0
IND,1983,1151
IND,1984,1295
IND,1985,1529
IND,1986,1911
IND,1987,2095
IND,1988,2240
IND,1989,2407
IND,1990,2435
IND,1991,2556
IND,1992,2781
IND,1993,3263
IND,1994,4413
IND,1995,5398
IND,1996,5999
IND,1997,5843
IND,1998,5724
IND,1999,5789
IND,2000,5853
IND,2001,5795
IND,2002,5650
IND,2003,5644
IND,2004,4725
IND,2005,4763
IND,2006,4796
IND,2007,4887
IND,2008,4921
IND,2009,4955
IND,2010,5034
IND,2011,5112
IND,2012,5191
IND,2013,5294
IND,2014,5541
IND,2015,5835
IND,2016,5820
IND,2017,5615
IND,2018,5065
IND,2019,0
IND,2020,0
IDN,1960,0
IDN,1961,0
IDN,1962,0
IDN,1963,0
IDN,1964,0
IDN,1965,0
IDN,1966,0
IDN,1967,0
IDN,1968,0
IDN,1969,0
IDN,1970,0
IDN,1971,0
IDN,1972,0
IDN,1973,0
IDN,1974,0
IDN,1975,0
IDN,1976,0
IDN,1977,0
IDN,1978,0
IDN,1979,0
IDN,1980,6
IDN,1981,8
IDN,1982,13
IDN,1983,23
IDN,1984,24
IDN,1985,24
IDN,1986,24
IDN,1987,24
IDN,1988,24
IDN,1989,57
IDN,1990,123
IDN,1991,139
IDN,1992,153
IDN,1993,172
IDN,1994,217
IDN,1995,237
IDN,1996,252
IDN,1997,281
IDN,1998,287
IDN,1999,276
IDN,2000,286
IDN,2001,315
IDN,2002,330
IDN,2003,333
IDN,2004,331
IDN,2005,336
IDN,2006,344
IDN,2007,383
IDN,2008,396
IDN,2009,398
IDN,2010,420
IDN,2011,440
IDN,2012,459
IDN,2013,483
IDN,2014,506
IDN,2015,521
IDN,2016,537
IDN,2017,566
IDN,2018,619
IDN,2019,668
IDN,2020,0
IRN,1960,0
IRN,1961,0
IRN,1962,0
IRN,1963,0
IRN,1964,0
IRN,1965,0
IRN,1966,0
IRN,1967,0
IRN,1968,0
IRN,1969,0
IRN,1970,0
IRN,1971,0
IRN,1972,0
IRN,1973,0
IRN,1974,0
IRN,1975,54
IRN,1976,60
IRN,1977,84
IRN,1978,106
IRN,1979,0
IRN,1980,0
IRN,1981,0
IRN,1982,0
IRN,1983,0
IRN,1984,0
IRN,1985,0
IRN,1986,0
IRN,1987,0
IRN,1988,0
IRN,1989,0
IRN,1990,0
IRN,1991,97
IRN,1992,118
IRN,1993,119
IRN,1994,142
IRN,1995,142
IRN,1996,221
IRN,1997,250
IRN,1998,277
IRN,1999,295
IRN,2000,285
IRN,2001,297
IRN,2002,307
IRN,2003,345
IRN,2004,404
IRN,2005,408
IRN,2006,320
IRN,2007,329
IRN,2008,356
IRN,2009,364
IRN,2010,369
IRN,2011,348
IRN,2012,322
IRN,2013,314
IRN,2014,315
IRN,2015,318
IRN,2016,325
IRN,2017,326
IRN,2018,323
IRN,2019,331
IRN,2020,0
IRQ,1960,0
IRQ,1961,0
IRQ,1962,0
IRQ,1963,0
IRQ,1964,0
IRQ,1965,0
IRQ,1966,0
IRQ,1967,0
IRQ,1968,0
IRQ,1969,0
IRQ,1970,0
IRQ,1971,0
IRQ,1972,0
IRQ,1973,0
IRQ,1974,0
IRQ,1975,0
IRQ,1976,0
IRQ,1977,0
IRQ,1978,0
IRQ,1979,0
IRQ,1980,0
IRQ,1981,0
IRQ,1982,0
IRQ,1983,0
IRQ,1984,0
IRQ,1985,0
IRQ,1986,0
IRQ,1987,0
IRQ,1988,0
IRQ,1989,0
IRQ,1990,0
IRQ,1991,0
IRQ,1992,0
IRQ,1993,0
IRQ,1994,0
IRQ,1995,0
IRQ,1996,0
IRQ,1997,0
IRQ,1998,0
IRQ,1999,0
IRQ,2000,0
IRQ,2001,0
IRQ,2002,0
IRQ,2003,0
IRQ,2004,0
IRQ,2005,0
IRQ,2006,0
IRQ,2007,0
IRQ,2008,0
IRQ,2009,0
IRQ,2010,0
IRQ,2011,0
IRQ,2012,0
IRQ,2013,0
IRQ,2014,0
IRQ,2015,0
